"","Player","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"","Nikita Zaitsev","D","1","21.4","10","33","23.26","7","24","22.58","5","19","20.83","1","0","100.00","5","9","35.71","3","3","50.00","1","0","100.00","20.00","100.00","1.200","2","11","8","20.00"
"","Jake Gardiner","D","1","19.1","9","27","25.00","6","18","25.00","4","15","21.05","1","0","100.00","4","7","36.36","3","2","60.00","1","0","100.00","25.00","100.00","1.250","2","10","7","22.22"
"","Auston Matthews","C","1","18.266666666667","6","24","20.00","6","16","27.27","3","10","23.08","1","1","50.00","5","10","33.33","3","4","42.86","1","1","50.00","33.33","90.00","1.233","1","10","8","11.11"
"","Ron Hainsey","D","1","18.4","12","22","35.29","12","15","44.44","8","10","44.44","1","2","33.33","7","10","41.18","3","4","42.86","1","1","50.00","12.50","80.00","0.925","1","10","7","12.50"
"","Nazem Kadri","C","1","15.6","10","21","32.26","7","13","35.00","7","10","41.18","0","0","0.00","6","4","60.00","3","1","75.00","0","0","0.00","0.00","100.00","1.000","2","7","8","20.00"
"","Zach Hyman","C","1","17.7","7","21","25.00","7","13","35.00","4","8","33.33","1","1","50.00","6","8","42.86","3","4","42.86","1","1","50.00","25.00","87.50","1.125","1","10","9","10.00"
"","Leo Komarov","C","1","15.95","8","20","28.57","6","12","33.33","6","9","40.00","0","0","0.00","5","4","55.56","2","0","100.00","0","0","0.00","0.00","100.00","1.000","2","7","9","18.18"
"","Connor Brown","R","1","16.166666666667","6","20","23.08","6","13","31.58","3","9","25.00","1","1","50.00","5","9","35.71","2","4","33.33","1","1","50.00","33.33","88.89","1.222","1","10","8","11.11"
"","Morgan Rielly","D","1","17.433333333333","12","19","38.71","12","10","54.55","8","6","57.14","1","2","33.33","7","8","46.67","4","3","57.14","1","1","50.00","12.50","66.67","0.792","1","9","10","9.09"
"","Patrick Marleau","C","1","14.083333333333","11","17","39.29","9","9","50.00","7","7","50.00","0","0","0.00","6","3","66.67","2","0","100.00","0","0","0.00","0.00","100.00","1.000","1","6","8","11.11"
"","Tyler Bozak","C","1","12.316666666667","20","12","62.50","15","8","65.22","11","7","61.11","3","0","100.00","12","4","75.00","9","2","81.82","3","0","100.00","27.27","100.00","1.273","4","4","1","80.00"
"","Mitchell Marner","C","1","11.2","20","12","62.50","15","8","65.22","11","7","61.11","3","0","100.00","12","4","75.00","9","2","81.82","3","0","100.00","27.27","100.00","1.273","4","4","1","80.00"
"","Roman Polak","D","1","12.95","19","9","67.86","14","4","77.78","11","3","78.57","2","0","100.00","13","1","92.86","8","1","88.89","2","0","100.00","18.18","100.00","1.182","5","2","4","55.56"
"","James van Riemsdyk","L","1","10.166666666667","16","9","64.00","11","7","61.11","9","6","60.00","3","0","100.00","10","3","76.92","8","2","80.00","3","0","100.00","33.33","100.00","1.333","4","4","1","80.00"
"","William Nylander","C","1","7.3333333333333","6","7","46.15","5","6","45.45","3","5","37.50","0","1","0.00","2","2","50.00","1","1","50.00","0","0","0.00","0.00","80.00","0.800","1","2","1","50.00"
"","Andreas Borgman","D","1","11.55","18","5","78.26","13","3","81.25","10","3","76.92","2","0","100.00","12","1","92.31","7","1","87.50","2","0","100.00","20.00","100.00","1.200","5","2","2","71.43"
"","Matt Martin","L","1","5.2666666666667","5","5","50.00","4","4","50.00","2","4","33.33","0","1","0.00","1","2","33.33","0","1","0.00","0","0","0.00","0.00","75.00","0.750","1","1","1","50.00"
"","Dominic Moore","C","1","6.7","5","2","71.43","5","2","71.43","3","2","60.00","0","1","0.00","2","1","66.67","0","0","0.00","0","0","0.00","0.00","50.00","0.500","2","1","2","50.00"
