"","Player","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"","Jake Gardiner","D","1","14.883333333333","16","21","43.24","13","15","46.43","12","14","46.15","0","1","0.00","11","13","45.83","5","3","62.50","0","0","0.00","0.00","92.86","0.929","4","4","4","50.00"
"","Nikita Zaitsev","D","1","16.45","17","20","45.95","13","15","46.43","12","14","46.15","0","1","0.00","11","12","47.83","5","4","55.56","0","0","0.00","0.00","92.86","0.929","3","4","4","42.86"
"","Auston Matthews","C","1","13.05","17","16","51.52","15","10","60.00","13","9","59.09","0","0","0.00","13","10","56.52","5","3","62.50","0","0","0.00","0.00","100.00","1.000","5","3","3","62.50"
"","Zach Hyman","C","1","13.633333333333","16","16","50.00","14","12","53.85","12","11","52.17","0","0","0.00","12","10","54.55","5","4","55.56","0","0","0.00","0.00","100.00","1.000","5","4","3","62.50"
"","William Nylander","C","1","11.9","14","14","50.00","12","11","52.17","11","10","52.38","0","1","0.00","10","10","50.00","5","3","62.50","0","0","0.00","0.00","90.00","0.900","5","3","3","62.50"
"","Connor Brown","R","1","10.55","9","12","42.86","6","9","40.00","4","9","30.77","0","1","0.00","6","5","54.55","0","1","0.00","0","0","0.00","0.00","88.89","0.889","2","3","2","50.00"
"","Ron Hainsey","D","1","13.633333333333","6","10","37.50","6","8","42.86","4","6","40.00","1","0","100.00","4","5","44.44","2","1","66.67","1","0","100.00","25.00","100.00","1.250","5","5","2","71.43"
"","Morgan Rielly","D","1","13.116666666667","10","9","52.63","9","6","60.00","6","4","60.00","1","0","100.00","7","5","58.33","2","0","100.00","1","0","100.00","16.67","100.00","1.167","5","5","2","71.43"
"","Nazem Kadri","C","1","11.4","7","8","46.67","7","6","53.85","5","4","55.56","1","0","100.00","5","4","55.56","2","0","100.00","1","0","100.00","20.00","100.00","1.200","4","5","2","66.67"
"","Roman Polak","D","1","10.683333333333","7","8","46.67","6","8","42.86","3","6","33.33","0","0","0.00","4","3","57.14","0","0","0.00","0","0","0.00","0.00","100.00","1.000","3","6","3","50.00"
"","Leo Komarov","C","1","10.483333333333","6","8","42.86","6","7","46.15","4","5","44.44","1","0","100.00","5","5","50.00","2","0","100.00","1","0","100.00","25.00","100.00","1.250","4","5","2","66.67"
"","Dominic Moore","C","1","8.4166666666667","5","8","38.46","4","7","36.36","2","5","28.57","0","0","0.00","2","2","50.00","0","1","0.00","0","0","0.00","0.00","100.00","1.000","0","4","2","0.00"
"","James van Riemsdyk","L","1","7.9333333333333","4","8","33.33","2","6","25.00","1","6","14.29","0","0","0.00","2","2","50.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","2","3","2","50.00"
"","Andreas Borgman","D","1","11.533333333333","10","7","58.82","9","7","56.25","5","5","50.00","0","0","0.00","7","1","87.50","0","0","0.00","0","0","0.00","0.00","100.00","1.000","2","6","3","40.00"
"","Tyler Bozak","C","1","8.7333333333333","5","7","41.67","3","6","33.33","2","6","25.00","0","1","0.00","3","4","42.86","0","0","0.00","0","0","0.00","0.00","83.33","0.833","2","3","2","50.00"
"","Patrick Marleau","C","1","10.8","8","6","57.14","8","5","61.54","5","3","62.50","1","0","100.00","6","4","60.00","2","0","100.00","1","0","100.00","20.00","100.00","1.200","4","5","2","66.67"
"","Mitchell Marner","C","1","7.6166666666667","5","4","55.56","5","4","55.56","2","2","50.00","0","0","0.00","2","0","100.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","0","4","2","0.00"
"","Matt Martin","L","1","5.8333333333333","4","3","57.14","3","3","50.00","2","1","66.67","0","0","0.00","1","0","100.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","0","3","2","0.00"
