"","Player","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"","Zach Hyman","C","1","12.083333333333","9","22","29.03","6","17","26.09","4","10","28.57","0","0","0.00","6","16","27.27","2","6","25.00","0","0","0.00","0.00","100.00","1.000","5","6","6","45.45"
"","Nikita Zaitsev","D","1","15.283333333333","18","21","46.15","14","15","48.28","10","10","50.00","0","0","0.00","12","12","50.00","5","4","55.56","0","0","0.00","0.00","100.00","1.000","7","7","10","41.18"
"","Jake Gardiner","D","1","12.516666666667","16","20","44.44","13","13","50.00","10","9","52.63","0","0","0.00","10","11","47.62","5","4","55.56","0","0","0.00","0.00","100.00","1.000","6","5","9","40.00"
"","William Nylander","C","1","11.133333333333","9","19","32.14","6","15","28.57","4","10","28.57","0","0","0.00","6","15","28.57","2","6","25.00","0","0","0.00","0.00","100.00","1.000","5","6","5","50.00"
"","Auston Matthews","C","1","12.633333333333","10","19","34.48","6","15","28.57","4","9","30.77","0","0","0.00","7","14","33.33","2","6","25.00","0","0","0.00","0.00","100.00","1.000","5","6","6","45.45"
"","Ron Hainsey","D","1","12.45","7","17","29.17","6","15","28.57","2","11","15.38","0","0","0.00","5","8","38.46","0","2","0.00","0","0","0.00","0.00","100.00","1.000","3","2","8","27.27"
"","Morgan Rielly","D","1","10.616666666667","7","16","30.43","7","14","33.33","2","10","16.67","0","0","0.00","5","8","38.46","0","2","0.00","0","0","0.00","0.00","100.00","1.000","2","0","6","25.00"
"","Nazem Kadri","C","1","10.383333333333","12","14","46.15","11","11","50.00","5","9","35.71","0","0","0.00","8","4","66.67","2","0","100.00","0","0","0.00","0.00","100.00","1.000","4","1","8","33.33"
"","Patrick Marleau","C","1","10.583333333333","12","13","48.00","11","10","52.38","7","8","46.67","0","0","0.00","8","5","61.54","3","0","100.00","0","0","0.00","0.00","100.00","1.000","4","1","8","33.33"
"","Roman Polak","D","1","9.9666666666667","7","13","35.00","5","10","33.33","5","6","45.45","0","0","0.00","4","4","50.00","0","1","0.00","0","0","0.00","0.00","100.00","1.000","0","1","6","0.00"
"","Tyler Bozak","C","1","7.8","7","12","36.84","5","7","41.67","4","5","44.44","0","0","0.00","5","2","71.43","1","0","100.00","0","0","0.00","0.00","100.00","1.000","0","0","7","0.00"
"","Mitchell Marner","C","1","8.9166666666667","10","11","47.62","10","8","55.56","5","7","41.67","0","0","0.00","7","4","63.64","2","0","100.00","0","0","0.00","0.00","100.00","1.000","4","0","8","33.33"
"","Leo Komarov","C","1","6.9666666666667","5","9","35.71","5","8","38.46","4","5","44.44","0","0","0.00","2","3","40.00","0","1","0.00","0","0","0.00","0.00","100.00","1.000","0","2","3","0.00"
"","Travis Dermott","D","1","8.1333333333333","7","9","43.75","5","7","41.67","5","6","45.45","0","0","0.00","4","3","57.14","0","1","0.00","0","0","0.00","0.00","100.00","1.000","0","1","5","0.00"
"","Connor Brown","R","1","7.4166666666667","4","9","30.77","3","6","33.33","3","4","42.86","0","0","0.00","3","1","75.00","1","0","100.00","0","0","0.00","0.00","100.00","1.000","0","0","6","0.00"
"","Dominic Moore","C","1","5.3833333333333","6","6","50.00","5","6","45.45","5","4","55.56","0","0","0.00","3","2","60.00","0","1","0.00","0","0","0.00","0.00","100.00","1.000","0","1","2","0.00"
"","James van Riemsdyk","L","1","6.1666666666667","6","5","54.55","4","3","57.14","2","3","40.00","0","0","0.00","5","1","83.33","0","0","0.00","0","0","0.00","0.00","100.00","1.000","0","0","5","0.00"
"","Kasperi Kapanen","R","1","5.1","5","5","50.00","4","5","44.44","4","4","50.00","0","0","0.00","2","2","50.00","0","1","0.00","0","0","0.00","0.00","100.00","1.000","0","1","2","0.00"
