"Player","Date","Team","Position","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","FF","FA","F+/-","FF%","FF/60","FA/60","SF","SA","S+/-","SF%","SF/60","SA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","PENT/60","PEND/60","Sh%","Sv%","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","PDO","xPDO","dPDO"
"Andreas Johnsson","April 1, 2018 - April 1, 2018","TOR","L","2","8.93","8.1","9.41","-1.31","46.26","54.42","63.23","6.03","6.12","-0.09","49.63","40.52","41.12","6.11","2.65","3.46","69.75","41.05","17.81","1.05","--","1.05","100","7.05","--","0.53","0.26","0.27","67.09","3.56","1.75","1","--","-1","6.72","--","17.18","100","17.41","100","8.79","95.75","8.62","4.25","117.18","104.54","12.64"
"Auston Matthews","April 1, 2018 - April 1, 2018","TOR","C","2","13.13","12.59","12.21","0.38","50.77","57.53","55.8","11.21","9.74","1.47","53.51","51.23","44.51","9.06","8.06","1","52.92","41.4","36.83","1.68","--","1.68","100","7.68","--","0.73","0.47","0.26","60.83","3.34","2.15","2","1","-1","9.14","4.57","18.54","100","14.99","100","6.51","95.17","8.47","4.83","118.54","101.69","16.86"
"Connor Brown","April 1, 2018 - April 1, 2018","TOR","R","2","10.73","9.75","7.67","2.08","55.97","54.52","42.89","6.16","7.36","-1.2","45.56","34.45","41.16","5.16","4.29","0.87","54.6","28.85","23.99","--","--","--","--","--","--","0.22","0.32","-0.1","40.74","1.23","1.79","1","1","--","5.59","5.59","--","100","--","100","3.57","95.65","-3.57","4.35","100","99.22","0.78"
"Connor Carrick","April 1, 2018 - April 1, 2018","TOR","D","1","13.85","15.18","10.34","4.84","59.48","65.76","44.79","9.02","7.97","1.05","53.09","39.08","34.53","7.31","4.61","2.7","61.33","31.67","19.97","--","--","--","--","--","--","0.29","0.29","--","50","1.26","1.26","--","1","1","--","4.33","--","100","--","100","3.22","96.36","-3.22","3.64","100","99.58","0.42"
"Jake Gardiner","April 1, 2018 - April 1, 2018","TOR","D","2","21.2","18.38","23.62","-5.24","43.76","52.02","66.85","16.25","18.09","-1.84","47.32","45.99","51.2","13.46","11.85","1.61","53.18","38.09","33.54","2.73","--","2.73","100","7.73","--","1.02","0.92","0.1","52.58","2.89","2.6","3","1","-2","8.49","2.83","20.28","100","16.8","100","6.28","94.91","10.52","5.09","120.28","101.19","19.09"
"James Van Riemsdyk","April 1, 2018 - April 1, 2018","TOR","L","2","11.95","18.22","7.67","10.55","70.37","91.48","38.51","13.05","7.36","5.69","63.94","65.52","36.95","10.21","4.29","5.92","70.41","51.26","21.54","--","--","--","--","--","--","0.51","0.32","0.19","61.45","2.56","1.61","1","2","1","5.02","10.04","--","100","--","100","3.91","95.65","-3.91","4.35","100","99.56","0.44"
"Matt Martin","April 1, 2018 - April 1, 2018","TOR","L","1","8.27","8.19","7.69","0.5","51.57","59.42","55.79","6.03","4.36","1.67","58.04","43.75","31.63","6.11","2.65","3.46","69.75","44.33","19.23","1.05","--","1.05","100","7.62","--","0.53","0.14","0.39","79.1","3.85","1.02","--","--","--","--","--","17.18","100","17.41","100","8.79","96.79","8.62","3.21","117.18","105.58","11.61"
"Mitch Marner","April 1, 2018 - April 1, 2018","TOR","C","2","14.15","16.45","9.56","6.89","63.24","69.75","40.54","12.54","7.28","5.26","63.27","53.17","30.87","8.83","4.64","4.19","65.55","37.44","19.67","--","--","--","--","--","--","0.66","0.24","0.42","73.33","2.8","1.02","1","1","--","4.24","4.24","--","100","--","100","5.26","96.7","-5.26","3.3","100","101.97","-1.97"
"Morgan Rielly","April 1, 2018 - April 1, 2018","TOR","D","2","15.77","18.18","11.27","6.91","61.73","69.17","42.88","13.18","9.79","3.39","57.38","50.15","37.25","10.4","6.3","4.1","62.28","39.57","23.97","--","--","--","--","--","--","0.39","0.45","-0.06","46.43","1.48","1.71","--","1","1","--","3.8","--","100","--","100","2.96","95.4","-2.96","4.6","100","98.36","1.64"
"Nazem Kadri","April 1, 2018 - April 1, 2018","TOR","C","2","13.37","8.98","12.33","-3.35","42.14","40.3","55.33","6.65","10.24","-3.59","39.37","29.84","45.95","4.79","6.77","-1.98","41.44","21.5","30.38","--","--","--","--","--","--","0.45","0.49","-0.04","47.87","2.02","2.2","1","1","--","4.49","4.49","--","100","--","100","6.77","95.21","-6.77","4.79","100","101.98","-1.98"
