"Player","Date","Team","Position","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","FF","FA","F+/-","FF%","FF/60","FA/60","SF","SA","S+/-","SF%","SF/60","SA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","PENT/60","PEND/60","Sh%","Sv%","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","PDO","xPDO","dPDO"
"Auston Matthews","April 6, 2018 - April 6, 2018","TOR","C","2","10.3","7.71","14.05","-6.34","35.43","44.91","81.84","5.02","10.96","-5.94","31.41","29.24","63.84","3.89","9.47","-5.58","29.12","22.66","55.17","1.13","0.78","0.35","59.16","6.58","4.54","0.67","0.65","0.02","50.76","3.9","3.79","1","3","2","5.83","17.48","29.05","91.76","22.51","92.88","13.35","94.07","9.16","-1.19","120.81","107.42","13.4"
"Connor Brown","April 6, 2018 - April 6, 2018","TOR","R","2","12.53","16.63","7.08","9.55","70.14","79.63","33.9","11.52","5.66","5.86","67.05","55.16","27.1","6.41","2.63","3.78","70.91","30.69","12.59","--","--","--","--","--","--","0.68","0.26","0.42","72.34","3.26","1.25","--","--","--","--","--","--","100","--","100","5.9","95.41","-5.9","4.59","100","101.31","-1.31"
"Jake Gardiner","April 6, 2018 - April 6, 2018","TOR","D","2","14.22","12.37","9.91","2.46","55.52","52.19","41.81","9.32","8.08","1.24","53.56","39.32","34.09","6.14","5.25","0.89","53.91","25.91","22.15","1.13","--","1.13","100","4.77","--","0.86","0.32","0.54","72.88","3.63","1.35","2","4","2","8.44","16.88","18.4","100","12.12","100","9.23","96.04","2.9","3.96","118.4","105.27","13.14"
"James Van Riemsdyk","April 6, 2018 - April 6, 2018","TOR","L","2","11.93","15.64","6.43","9.21","70.87","78.66","32.34","11.51","5.88","5.63","66.19","57.89","29.57","6.4","3.53","2.87","64.45","32.19","17.75","--","--","--","--","--","--","0.69","0.23","0.46","75","3.47","1.16","--","--","--","--","--","--","100","--","100","5.99","96.09","-5.99","3.91","100","102.08","-2.08"
"Kasperi Kapanen","April 6, 2018 - April 6, 2018","TOR","R","2","8.8","10.19","5.94","4.25","63.17","69.48","40.5","5.33","3.61","1.72","59.62","36.34","24.61","4.31","3.61","0.7","54.42","29.39","24.61","--","--","--","--","--","--","0.37","0.1","0.27","78.72","2.52","0.68","1","--","-1","6.82","--","--","100","--","100","6.94","97.23","-6.94","2.77","100","104.17","-4.17"
"Leo Komarov","April 6, 2018 - April 6, 2018","TOR","C","2","7.63","8.51","4.75","3.76","64.18","66.92","37.35","5.34","3.33","2.01","61.59","41.99","26.19","4.32","3.36","0.96","56.25","33.97","26.42","--","--","--","--","--","--","0.36","0.16","0.2","69.23","2.83","1.26","1","1","--","7.86","7.86","--","100","--","100","6.74","95.2","-6.74","4.8","100","101.94","-1.94"
"Mitch Marner","April 6, 2018 - April 6, 2018","TOR","C","3","12.65","12.17","12.15","0.02","50.04","57.72","57.63","8.95","10.22","-1.27","46.69","42.45","48.47","7.18","6.08","1.1","54.15","34.06","28.84","2.24","--","2.24","100","10.62","--","1.04","0.5","0.54","67.53","4.93","2.37","1","1","--","4.74","4.74","31.2","100","25.03","100","11.62","95.11","13.41","4.89","131.2","106.73","24.47"
"Morgan Rielly","April 6, 2018 - April 6, 2018","TOR","D","2","12.88","8.25","14.1","-5.85","36.91","38.43","65.68","5.43","11.77","-6.34","31.57","25.3","54.83","2.76","8.95","-6.19","23.57","12.86","41.69","--","--","--","--","--","--","0.23","0.49","-0.26","31.94","1.07","2.28","--","1","1","--","4.66","--","100","--","100","4.24","95.84","-4.24","4.16","100","100.07","-0.07"
"Nazem Kadri","April 6, 2018 - April 6, 2018","TOR","C","3","12.37","11.93","10.88","1.05","52.3","57.87","52.77","8.73","8.88","-0.15","49.57","42.34","43.07","6.07","6.4","-0.33","48.68","29.44","31.04","1.1","--","1.1","100","5.34","--","0.66","0.36","0.3","64.71","3.2","1.75","1","2","1","4.85","9.7","18.12","100","12.6","100","7.56","95.95","5.04","4.05","118.12","103.51","14.62"
"Nikita Zaitsev","April 6, 2018 - April 6, 2018","TOR","D","2","17.35","15.3","12.49","2.81","55.06","52.91","43.19","9.28","9.1","0.18","50.49","32.09","31.47","6.1","5.25","0.85","53.74","21.1","18.16","--","--","--","--","--","--","0.65","0.37","0.28","63.73","2.25","1.28","1","3","2","3.46","10.37","--","100","--","100","7","95.93","-7","4.07","100","102.94","-2.94"
"Patrick Marleau","April 6, 2018 - April 6, 2018","TOR","C","3","12","11.57","10.91","0.66","51.47","57.85","54.55","8.73","8.91","-0.18","49.49","43.65","44.55","6.07","5.43","0.64","52.78","30.35","27.15","1.1","--","1.1","100","5.5","--","0.66","0.39","0.27","62.86","3.3","1.95","1","2","1","5","10","18.12","100","12.6","100","7.56","95.62","5.04","4.38","118.12","103.18","14.94"
"Roman Polak","April 6, 2018 - April 6, 2018","TOR","D","2","14.48","21.89","12.78","9.11","63.14","90.7","52.96","15.85","9.9","5.95","61.55","65.68","41.02","11.78","7.58","4.2","60.85","48.81","31.41","1.1","0.78","0.32","58.51","4.56","3.23","1.29","0.65","0.64","66.49","5.35","2.69","1","1","--","4.14","4.14","9.34","89.71","6.94","92.12","8.14","93.43","-1.2","-1.31","99.05","101.57","-2.53"
