"","Player","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"","Morgan Rielly","D","1","5.3","6","10","37.50","5","9","35.71","3","6","33.33","0","1","0.00","1","3","25.00","0","1","0.00","0","0","0.00","0.00","83.33","0.833","5","2","2","71.43"
"","James van Riemsdyk","L","1","4.8166666666667","6","6","50.00","4","5","44.44","2","3","40.00","0","0","0.00","2","2","50.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","3","2","1","75.00"
"","Roman Polak","D","1","2.9666666666667","2","6","25.00","0","5","0.00","0","3","0.00","0","0","0.00","1","2","33.33","0","0","0.00","0","0","0.00","0.00","100.00","1.000","1","2","1","50.00"
"","Tyler Bozak","C","1","1.7","0","6","0.00","0","5","0.00","0","3","0.00","0","0","0.00","0","2","0.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","0","2","1","0.00"
"","Zach Hyman","C","1","4.75","2","5","28.57","1","5","16.67","0","4","0.00","0","1","0.00","0","2","0.00","0","1","0.00","0","0","0.00","0.00","75.00","0.750","3","5","2","60.00"
"","Ron Hainsey","D","1","3.6666666666667","6","4","60.00","5","4","55.56","3","4","42.86","0","0","0.00","2","2","50.00","0","1","0.00","0","0","0.00","0.00","100.00","1.000","4","0","2","66.67"
"","Mitchell Marner","C","1","4.3","5","4","55.56","3","3","50.00","2","2","50.00","0","0","0.00","2","2","50.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","3","2","0","100.00"
"","William Nylander","C","1","4.6833333333333","2","4","33.33","1","4","20.00","0","3","0.00","0","1","0.00","0","1","0.00","0","1","0.00","0","0","0.00","0.00","66.67","0.667","3","5","2","60.00"
"","Auston Matthews","C","1","4.6833333333333","2","4","33.33","1","4","20.00","0","3","0.00","0","1","0.00","0","1","0.00","0","1","0.00","0","0","0.00","0.00","66.67","0.667","3","5","2","60.00"
"","Leo Komarov","C","1","3.6333333333333","6","3","66.67","5","3","62.50","4","2","66.67","0","0","0.00","2","0","100.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","2","1","3","40.00"
"","Patrick Marleau","C","1","3.85","5","2","71.43","3","2","60.00","2","2","50.00","0","1","0.00","2","0","100.00","0","0","0.00","0","0","0.00","0.00","50.00","0.500","4","0","1","80.00"
"","Nikita Zaitsev","D","1","4.7","4","2","66.67","3","2","60.00","2","2","50.00","0","0","0.00","1","1","50.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","2","3","3","40.00"
"","Nazem Kadri","C","1","3.2833333333333","7","1","87.50","6","1","85.71","4","1","80.00","0","0","0.00","2","0","100.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","2","1","2","50.00"
"","Connor Brown","R","1","2.8666666666667","7","1","87.50","6","1","85.71","4","1","80.00","0","0","0.00","2","1","66.67","0","0","0.00","0","0","0.00","0.00","100.00","1.000","2","1","1","66.67"
"","Jake Gardiner","D","1","5.95","6","1","85.71","5","1","83.33","3","1","75.00","0","1","0.00","2","0","100.00","0","0","0.00","0","0","0.00","0.00","0.00","0.000","3","6","2","60.00"
"","Andreas Borgman","D","1","2.95","4","1","80.00","2","1","66.67","1","0","100.00","0","0","0.00","1","0","100.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","1","3","0","100.00"
"","Dominic Moore","C","1","0.066666666666667","0","1","0.00","0","1","0.00","0","1","0.00","0","0","0.00","0","1","0.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","0","0","0","0.00"
