"","Player","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"","Jake Gardiner","D","1","0.46666666666667","1","0","100.00","1","0","100.00","1","0","100.00","1","0","100.00","1","0","100.00","1","0","100.00","1","0","100.00","100.00","100.00","2.000","0","1","0","0.00"
"","Matt Martin","L","1","0.56666666666667","1","0","100.00","1","0","100.00","1","0","100.00","1","0","100.00","1","0","100.00","1","0","100.00","1","0","100.00","100.00","100.00","2.000","0","1","0","0.00"
"","Connor Carrick","D","1","0.46666666666667","1","0","100.00","1","0","100.00","1","0","100.00","1","0","100.00","1","0","100.00","1","0","100.00","1","0","100.00","100.00","100.00","2.000","0","1","0","0.00"
"","Frederik Gauthier","C","1","0.56666666666667","1","0","100.00","1","0","100.00","1","0","100.00","1","0","100.00","1","0","100.00","1","0","100.00","1","0","100.00","100.00","100.00","2.000","0","1","0","0.00"
"","William Nylander","C","1","0.56666666666667","1","0","100.00","1","0","100.00","1","0","100.00","1","0","100.00","1","0","100.00","1","0","100.00","1","0","100.00","100.00","100.00","2.000","0","1","0","0.00"
"","Roman Polak","D","1","0.56666666666667","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","0","1","1","0.00"
"","James van Riemsdyk","L","1","0.46666666666667","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","0","1","1","0.00"
"","Tyler Bozak","C","1","0.46666666666667","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","0","1","1","0.00"
"","Travis Dermott","D","1","0.56666666666667","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","0","1","1","0.00"
"","Mitchell Marner","C","1","0.46666666666667","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","0","1","1","0.00"
