"","Player","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"","Roman Polak","D","1","16.55","13","21","38.24","9","17","34.62","6","11","35.29","0","1","0.00","6","10","37.50","3","7","30.00","0","1","0.00","0.00","90.91","0.909","1","6","6","14.29"
"","Jake Gardiner","D","1","23.2","24","20","54.55","15","17","46.88","13","11","54.17","1","1","50.00","13","7","65.00","4","1","80.00","1","0","100.00","7.69","90.91","0.986","8","5","7","53.33"
"","Zach Hyman","C","1","17.283333333333","18","18","50.00","9","14","39.13","7","10","41.18","1","0","100.00","9","13","40.91","3","4","42.86","1","0","100.00","14.29","100.00","1.143","8","5","2","80.00"
"","Ron Hainsey","D","1","18","16","17","48.48","11","14","44.00","10","12","45.45","1","0","100.00","9","10","47.37","4","2","66.67","1","0","100.00","10.00","100.00","1.100","7","5","4","63.64"
"","Morgan Rielly","D","1","16.533333333333","19","15","55.88","13","12","52.00","9","10","47.37","1","0","100.00","11","9","55.00","3","2","60.00","1","0","100.00","11.11","100.00","1.111","10","5","5","66.67"
"","Mitchell Marner","C","1","14.566666666667","17","14","54.84","12","11","52.17","9","9","50.00","0","1","0.00","7","4","63.64","2","2","50.00","0","1","0.00","0.00","88.89","0.889","7","4","3","70.00"
"","Auston Matthews","C","1","15.916666666667","19","14","57.58","11","10","52.38","8","8","50.00","1","1","50.00","11","10","52.38","4","3","57.14","1","0","100.00","12.50","87.50","1.000","9","5","2","81.82"
"","Travis Dermott","D","1","12.533333333333","9","14","39.13","7","10","41.18","5","8","38.46","0","0","0.00","6","7","46.15","4","5","44.44","0","0","0.00","0.00","100.00","1.000","3","6","5","37.50"
"","William Nylander","C","1","11.366666666667","10","14","41.67","5","11","31.25","5","9","35.71","1","1","50.00","5","8","38.46","2","5","28.57","1","0","100.00","20.00","88.89","1.089","5","6","2","71.43"
"","Frederik Gauthier","C","1","9.5833333333333","5","14","26.32","4","10","28.57","3","7","30.00","1","0","100.00","3","7","30.00","2","4","33.33","1","0","100.00","33.33","100.00","1.333","0","4","2","0.00"
"","Tyler Bozak","C","1","14.216666666667","17","13","56.67","12","11","52.17","9","10","47.37","0","1","0.00","7","5","58.33","2","2","50.00","0","1","0.00","0.00","90.00","0.900","7","4","3","70.00"
"","Leo Komarov","C","1","14.283333333333","10","13","43.48","8","13","38.10","7","7","50.00","0","0","0.00","8","5","61.54","3","2","60.00","0","0","0.00","0.00","100.00","1.000","4","4","10","28.57"
"","Connor Carrick","D","1","17.45","20","12","62.50","12","9","57.14","10","7","58.82","1","1","50.00","10","4","71.43","3","1","75.00","1","1","50.00","10.00","85.71","0.957","8","4","5","61.54"
"","James van Riemsdyk","L","1","13.5","16","12","57.14","11","9","55.00","8","8","50.00","0","1","0.00","6","4","60.00","2","2","50.00","0","1","0.00","0.00","87.50","0.875","7","4","3","70.00"
"","Matt Martin","L","1","7.3166666666667","5","11","31.25","4","7","36.36","3","6","33.33","1","0","100.00","3","5","37.50","2","2","50.00","1","0","100.00","33.33","100.00","1.333","0","3","0","0.00"
"","Patrick Marleau","C","1","13.466666666667","10","10","50.00","8","10","44.44","7","6","53.85","0","0","0.00","8","2","80.00","3","0","100.00","0","0","0.00","0.00","100.00","1.000","4","3","9","30.77"
"","Nazem Kadri","C","1","14.433333333333","12","9","57.14","9","9","50.00","8","6","57.14","0","0","0.00","9","3","75.00","3","0","100.00","0","0","0.00","0.00","100.00","1.000","4","3","10","28.57"
"","Connor Brown","R","1","10.833333333333","14","7","66.67","9","4","69.23","6","3","66.67","1","0","100.00","8","5","61.54","4","1","80.00","1","0","100.00","16.67","100.00","1.167","3","2","2","60.00"
