"","Player","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"","Connor Carrick","D","1","0.61666666666667","3","0","100.00","3","0","100.00","2","0","100.00","1","0","100.00","2","0","100.00","1","0","100.00","0","0","0.00","50.00","100.00","1.500","1","1","0","100.00"
"","Andreas Borgman","D","1","0.61666666666667","3","0","100.00","3","0","100.00","2","0","100.00","1","0","100.00","2","0","100.00","1","0","100.00","0","0","0.00","50.00","100.00","1.500","1","1","0","100.00"
"","Eric Fehr","C","1","0.55","2","0","100.00","2","0","100.00","1","0","100.00","0","0","0.00","1","0","100.00","1","0","100.00","0","0","0.00","0.00","100.00","1.000","0","0","0","0.00"
"","Matt Martin","L","1","0.45","2","0","100.00","2","0","100.00","1","0","100.00","0","0","0.00","1","0","100.00","1","0","100.00","0","0","0.00","0.00","100.00","1.000","0","0","0","0.00"
"","Connor Brown","R","1","0.45","2","0","100.00","2","0","100.00","1","0","100.00","0","0","0.00","1","0","100.00","1","0","100.00","0","0","0.00","0.00","100.00","1.000","0","0","0","0.00"
"","James van Riemsdyk","L","1","0.033333333333333","1","0","100.00","1","0","100.00","1","0","100.00","1","0","100.00","1","0","100.00","0","0","0.00","0","0","0.00","100.00","100.00","2.000","1","0","0","100.00"
"","Tyler Bozak","C","1","0.033333333333333","1","0","100.00","1","0","100.00","1","0","100.00","1","0","100.00","1","0","100.00","0","0","0.00","0","0","0.00","100.00","100.00","2.000","1","0","0","100.00"
"","Mitchell Marner","C","1","0.033333333333333","1","0","100.00","1","0","100.00","1","0","100.00","1","0","100.00","1","0","100.00","0","0","0.00","0","0","0.00","100.00","100.00","2.000","1","0","0","100.00"
"","Patrick Marleau","C","1","0.8","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","0","1","0","0.00"
"","Ron Hainsey","D","1","0.66666666666667","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","0","0","0","0.00"
"","Leo Komarov","C","1","0.8","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","0","1","0","0.00"
"","Jake Gardiner","D","1","0.63333333333333","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","1","1","0","100.00"
"","Nazem Kadri","C","1","0.7","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","0","1","0","0.00"
"","Zach Hyman","C","1","0.63333333333333","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","1","1","0","100.00"
"","Morgan Rielly","D","1","0.66666666666667","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","0","0","0","0.00"
"","William Nylander","C","1","0.63333333333333","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","1","1","0","100.00"
"","Auston Matthews","C","1","0.63333333333333","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","1","1","0","100.00"
"","Nikita Zaitsev","D","1","0.63333333333333","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","1","1","0","100.00"
