"","Player","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"","Leo Komarov","C","1","9.8333333333333","7","19","26.92","7","11","38.89","5","8","38.46","0","1","0.00","5","9","35.71","3","3","50.00","0","0","0.00","0.00","87.50","0.875","2","5","7","22.22"
"","Roman Polak","D","1","8.6833333333333","11","18","37.93","9","13","40.91","7","9","43.75","0","2","0.00","7","12","36.84","2","3","40.00","0","0","0.00","0.00","77.78","0.778","1","2","5","16.67"
"","Nazem Kadri","C","1","9.15","6","17","26.09","6","11","35.29","4","8","33.33","0","1","0.00","4","8","33.33","2","3","40.00","0","0","0.00","0.00","87.50","0.875","2","5","4","33.33"
"","Andreas Borgman","D","1","8.55","12","16","42.86","9","11","45.00","7","8","46.67","0","2","0.00","7","10","41.18","2","3","40.00","0","0","0.00","0.00","75.00","0.750","1","2","5","16.67"
"","Ron Hainsey","D","1","12.066666666667","7","16","30.43","5","11","31.25","5","7","41.67","0","2","0.00","5","9","35.71","2","3","40.00","0","1","0.00","0.00","71.43","0.714","5","6","7","41.67"
"","Tyler Bozak","C","1","6.9","11","15","42.31","7","12","36.84","5","6","45.45","0","2","0.00","6","10","37.50","0","4","0.00","0","2","0.00","0.00","66.67","0.667","2","1","3","40.00"
"","Connor Brown","R","1","8.55","9","15","37.50","6","10","37.50","5","5","50.00","0","2","0.00","5","9","35.71","1","4","20.00","0","2","0.00","0.00","60.00","0.600","1","2","4","20.00"
"","Nikita Zaitsev","D","1","11.983333333333","13","14","48.15","10","12","45.45","7","7","50.00","1","1","50.00","7","9","43.75","4","2","66.67","1","1","50.00","14.29","85.71","1.000","6","1","3","66.67"
"","Jake Gardiner","D","1","12.366666666667","12","13","48.00","9","11","45.00","7","7","50.00","1","1","50.00","6","7","46.15","3","2","60.00","1","1","50.00","14.29","85.71","1.000","6","1","4","60.00"
"","Patrick Marleau","C","1","11.716666666667","8","13","38.10","6","6","50.00","4","4","50.00","0","0","0.00","5","6","45.45","3","2","60.00","0","0","0.00","0.00","100.00","1.000","4","4","7","36.36"
"","Morgan Rielly","D","1","10.683333333333","9","13","40.91","6","8","42.86","5","6","45.45","0","2","0.00","6","7","46.15","3","3","50.00","0","1","0.00","0.00","66.67","0.667","5","6","6","45.45"
"","James van Riemsdyk","L","1","6.6666666666667","10","11","47.62","5","9","35.71","3","5","37.50","0","2","0.00","6","9","40.00","0","4","0.00","0","2","0.00","0.00","60.00","0.600","2","1","3","40.00"
"","Auston Matthews","C","1","8.1","10","9","52.63","8","8","50.00","8","6","57.14","1","1","50.00","6","6","50.00","3","1","75.00","1","0","100.00","12.50","83.33","0.958","6","1","3","66.67"
"","Mitchell Marner","C","1","9.0333333333333","9","9","50.00","6","8","42.86","3","7","30.00","0","1","0.00","5","6","45.45","3","1","75.00","0","0","0.00","0.00","85.71","0.857","4","2","3","57.14"
"","William Nylander","C","1","7.6","10","8","55.56","8","7","53.33","8","5","61.54","1","1","50.00","5","5","50.00","2","1","66.67","1","0","100.00","12.50","80.00","0.925","5","1","3","62.50"
"","Zach Hyman","C","1","6.9166666666667","8","8","50.00","6","7","46.15","6","4","60.00","1","1","50.00","4","5","44.44","2","1","66.67","1","0","100.00","16.67","75.00","0.917","4","1","2","66.67"
"","Dominic Moore","C","1","6.4166666666667","4","6","40.00","4","6","40.00","3","5","37.50","0","2","0.00","3","5","37.50","3","0","100.00","0","0","0.00","0.00","60.00","0.600","1","3","4","20.00"
"","Matt Martin","L","1","3.6166666666667","2","4","33.33","2","4","33.33","2","3","40.00","0","1","0.00","2","3","40.00","2","0","100.00","0","0","0.00","0.00","66.67","0.667","1","1","2","33.33"
