"","Player","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"","Leo Komarov","C","1","6.7","3","16","15.79","3","9","25.00","3","7","30.00","0","1","0.00","2","9","18.18","1","3","25.00","0","0","0.00","0.00","85.71","0.857","1","4","5","16.67"
"","Nazem Kadri","C","1","6.7833333333333","3","15","16.67","3","10","23.08","3","7","30.00","0","1","0.00","2","8","20.00","1","3","25.00","0","0","0.00","0.00","85.71","0.857","1","4","3","25.00"
"","Ron Hainsey","D","1","9.45","7","14","33.33","5","10","33.33","5","6","45.45","0","2","0.00","5","9","35.71","2","3","40.00","0","1","0.00","0.00","66.67","0.667","4","5","5","44.44"
"","Jake Gardiner","D","1","9.8666666666667","9","11","45.00","6","10","37.50","4","7","36.36","1","1","50.00","5","7","41.67","2","2","50.00","1","1","50.00","25.00","85.71","1.107","6","1","3","66.67"
"","Morgan Rielly","D","1","8.1","8","11","42.11","5","7","41.67","5","5","50.00","0","2","0.00","5","7","41.67","2","3","40.00","0","1","0.00","0.00","60.00","0.600","4","5","4","50.00"
"","Patrick Marleau","C","1","9.2333333333333","6","11","35.29","4","5","44.44","3","3","50.00","0","0","0.00","3","6","33.33","1","2","33.33","0","0","0.00","0.00","100.00","1.000","3","3","5","37.50"
"","Nikita Zaitsev","D","1","9.4666666666667","9","10","47.37","6","9","40.00","4","6","40.00","1","1","50.00","5","7","41.67","2","2","50.00","1","1","50.00","25.00","83.33","1.083","6","1","2","75.00"
"","Connor Brown","R","1","5.9833333333333","8","7","53.33","6","4","60.00","5","3","62.50","0","2","0.00","4","4","50.00","1","2","33.33","0","2","0.00","0.00","33.33","0.333","1","1","4","20.00"
"","Tyler Bozak","C","1","4.0166666666667","8","7","53.33","5","6","45.45","4","4","50.00","0","2","0.00","4","5","44.44","0","2","0.00","0","2","0.00","0.00","50.00","0.500","2","0","2","50.00"
"","Mitchell Marner","C","1","7.6666666666667","7","7","50.00","4","6","40.00","1","5","16.67","0","0","0.00","3","5","37.50","1","1","50.00","0","0","0.00","0.00","100.00","1.000","3","1","1","75.00"
"","Roman Polak","D","1","4.9","5","6","45.45","4","3","57.14","3","3","50.00","0","0","0.00","2","3","40.00","0","1","0.00","0","0","0.00","0.00","100.00","1.000","0","0","2","0.00"
"","Andreas Borgman","D","1","5.0166666666667","6","6","50.00","4","3","57.14","3","3","50.00","0","0","0.00","2","3","40.00","0","1","0.00","0","0","0.00","0.00","100.00","1.000","0","0","2","0.00"
"","Auston Matthews","C","1","5.6166666666667","6","5","54.55","4","5","44.44","4","4","50.00","1","0","100.00","4","3","57.14","2","1","66.67","1","0","100.00","25.00","100.00","1.250","6","1","1","85.71"
"","James van Riemsdyk","L","1","4.6833333333333","9","4","69.23","5","4","55.56","3","3","50.00","0","2","0.00","5","4","55.56","0","2","0.00","0","2","0.00","0.00","33.33","0.333","2","0","3","40.00"
"","William Nylander","C","1","5.5666666666667","7","4","63.64","5","4","55.56","5","3","62.50","1","0","100.00","4","2","66.67","2","1","66.67","1","0","100.00","20.00","100.00","1.200","5","1","1","83.33"
"","Zach Hyman","C","1","4.65","5","4","55.56","3","4","42.86","3","2","60.00","1","0","100.00","3","2","60.00","2","1","66.67","1","0","100.00","33.33","100.00","1.333","4","1","0","100.00"
"","Dominic Moore","C","1","5.05","2","4","33.33","2","4","33.33","1","3","25.00","0","1","0.00","1","4","20.00","1","0","100.00","0","0","0.00","0.00","66.67","0.667","0","2","2","0.00"
"","Matt Martin","L","1","2.25","0","2","0.00","0","2","0.00","0","1","0.00","0","0","0.00","0","2","0.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","0","0","0","0.00"
