"","Player","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"","Nazem Kadri","C","1","18.816666666667","20","23","46.51","13","21","38.24","7","17","29.17","1","2","33.33","4","15","21.05","1","6","14.29","1","2","33.33","14.29","88.24","1.025","5","10","7","41.67"
"","Ron Hainsey","D","1","20.15","10","23","30.30","3","19","13.64","3","13","18.75","1","2","33.33","4","13","23.53","1","6","14.29","1","2","33.33","33.33","84.62","1.179","8","12","7","53.33"
"","Patrick Marleau","C","1","18.05","22","22","50.00","15","18","45.45","10","16","38.46","2","3","40.00","7","13","35.00","2","5","28.57","1","2","33.33","20.00","81.25","1.013","6","11","10","37.50"
"","Morgan Rielly","D","1","22.466666666667","19","22","46.34","13","18","41.94","7","11","38.89","2","2","50.00","12","13","48.00","2","5","28.57","1","2","33.33","28.57","81.82","1.104","10","10","8","55.56"
"","Leo Komarov","C","1","16.266666666667","14","22","38.89","8","17","32.00","5","14","26.32","1","1","50.00","6","14","30.00","1","5","16.67","1","1","50.00","20.00","92.86","1.129","5","7","6","45.45"
"","Jake Gardiner","D","1","26.483333333333","38","21","64.41","30","16","65.22","16","14","53.33","2","2","50.00","15","13","53.57","6","6","50.00","1","1","50.00","12.50","85.71","0.982","5","15","6","45.45"
"","Roman Polak","D","1","17.966666666667","21","14","60.00","17","10","62.96","8","7","53.33","0","1","0.00","6","11","35.29","1","4","20.00","0","1","0.00","0.00","85.71","0.857","4","11","5","44.44"
"","James van Riemsdyk","L","1","18.1","20","13","60.61","19","8","70.37","11","3","78.57","3","0","100.00","11","9","55.00","8","3","72.73","2","0","100.00","27.27","100.00","1.273","7","8","4","63.64"
"","Mitchell Marner","C","1","20.2","18","13","58.06","13","10","56.52","7","8","46.67","1","0","100.00","7","7","50.00","0","2","0.00","0","0","0.00","14.29","100.00","1.143","7","11","4","63.64"
"","Tyler Bozak","C","1","17.066666666667","19","12","61.29","17","7","70.83","11","2","84.62","3","0","100.00","11","10","52.38","8","3","72.73","2","0","100.00","27.27","100.00","1.273","7","8","6","53.85"
"","Connor Carrick","D","1","14.4","13","12","52.00","11","8","57.89","9","8","52.94","1","2","33.33","9","4","69.23","4","0","100.00","1","0","100.00","11.11","75.00","0.861","2","7","8","20.00"
"","Travis Dermott","D","1","19.983333333333","26","10","72.22","23","6","79.31","15","6","71.43","2","1","66.67","14","4","77.78","8","0","100.00","2","0","100.00","13.33","83.33","0.967","4","8","7","36.36"
"","Zach Hyman","C","1","15.633333333333","18","9","66.67","14","7","66.67","7","7","50.00","0","1","0.00","10","3","76.92","2","1","66.67","0","0","0.00","0.00","85.71","0.857","3","11","3","50.00"
"","William Nylander","C","1","17.15","19","8","70.37","14","6","70.00","7","6","53.85","0","1","0.00","11","3","78.57","2","1","66.67","0","0","0.00","0.00","83.33","0.833","3","8","3","50.00"
"","Kasperi Kapanen","R","1","8.9333333333333","9","8","52.94","6","6","50.00","4","5","44.44","0","2","0.00","5","2","71.43","1","1","50.00","0","1","0.00","0.00","60.00","0.600","2","3","5","28.57"
"","Tomas Plekanec","C","1","9.1333333333333","7","8","46.67","5","6","45.45","3","5","37.50","0","2","0.00","3","2","60.00","0","1","0.00","0","1","0.00","0.00","60.00","0.600","2","5","5","28.57"
"","Connor Brown","R","1","15.066666666667","19","7","73.08","19","4","82.61","10","1","90.91","2","0","100.00","12","6","66.67","8","2","80.00","2","0","100.00","20.00","100.00","1.200","3","8","3","50.00"
"","Andreas Johnsson","L","1","7.5666666666667","6","7","46.15","4","5","44.44","3","4","42.86","0","1","0.00","2","1","66.67","0","0","0.00","0","0","0.00","0.00","75.00","0.750","2","3","5","28.57"
