"Player","Date","Team","Position","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","FF","FA","F+/-","FF%","FF/60","FA/60","SF","SA","S+/-","SF%","SF/60","SA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","PENT/60","PEND/60","Sh%","Sv%","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","PDO","xPDO","dPDO"
"Auston Matthews","February 9, 2018 - February 9, 2018","TOR","C","2","14.98","11.6","10.16","1.44","53.31","46.46","40.69","7.15","7.83","-0.68","47.73","28.64","31.36","7.19","4.88","2.31","59.57","28.8","19.55","0.88","--","0.88","100","3.52","--","0.33","0.27","0.06","55","1.32","1.08","2","--","-2","8.01","--","12.24","100","12.31","100","4.62","96.55","7.69","3.45","112.24","101.17","11.07"
"Connor Brown","February 9, 2018 - February 9, 2018","TOR","R","1","11.7","10.65","13.28","-2.63","44.5","54.62","68.1","8.11","8.36","-0.25","49.24","41.59","42.87","5.55","6.28","-0.73","46.91","28.46","32.21","--","0.8","-0.8","--","--","4.1","0.65","0.48","0.17","57.52","3.33","2.46","--","1","1","--","5.13","--","87.26","--","90.43","8.01","94.26","-8.01","-3.83","87.26","102.27","-15.01"
"Connor Carrick","February 9, 2018 - February 9, 2018","TOR","D","1","16.27","14.19","16.23","-2.04","46.65","52.33","59.85","12.34","9.53","2.81","56.42","45.51","35.14","8.73","6.39","2.34","57.74","32.19","23.56","--","0.8","-0.8","--","--","2.95","0.81","0.53","0.28","60.45","2.99","1.95","--","3","3","--","11.06","--","87.48","--","91.61","6.56","94.44","-6.56","-2.83","87.48","101","-13.52"
"Dominic Moore","February 9, 2018 - February 9, 2018","TOR","C","2","11.87","9.26","8.46","0.8","52.26","46.81","42.76","8.13","6.83","1.3","54.34","41.1","34.52","7.01","5","2.01","58.37","35.43","25.27","--","0.81","-0.81","--","--","4.09","0.24","0.36","-0.12","40","1.21","1.82","--","1","1","--","5.05","--","83.8","--","88.14","2.95","94.73","-2.95","-6.59","83.8","97.68","-13.88"
"Jake Gardiner","February 9, 2018 - February 9, 2018","TOR","D","2","18.83","21.27","9.71","11.56","68.66","67.77","30.94","17.17","7.35","9.82","70.02","54.71","23.42","15.35","5.23","10.12","74.59","48.91","16.66","1.96","--","1.96","100","6.25","--","1.04","0.26","0.78","80","3.31","0.83","1","--","-1","3.19","--","12.77","100","11.42","100","6.06","96.46","5.36","3.54","112.77","102.52","10.25"
"James Van Riemsdyk","February 9, 2018 - February 9, 2018","TOR","L","2","10","11.8","12.5","-0.7","48.56","70.8","75","9.23","7.56","1.67","54.97","55.38","45.36","5.55","5.46","0.09","50.41","33.3","32.76","--","1.62","-1.62","--","--","9.72","0.7","0.43","0.27","61.95","4.2","2.58","--","1","1","--","6","--","70.33","--","78.57","7.58","94.31","-7.58","-15.74","70.33","101.9","-31.57"
"Kasperi Kapanen","February 9, 2018 - February 9, 2018","TOR","R","2","11.48","10.46","8.57","1.89","54.97","54.67","44.79","9.3","6.94","2.36","57.27","48.61","36.27","8.17","4.35","3.82","65.26","42.7","22.74","--","0.81","-0.81","--","--","4.23","0.28","0.39","-0.11","41.79","1.46","2.04","--","1","1","--","5.23","--","81.38","--","88.33","3.01","94.38","-3.01","-6.05","81.38","97.39","-16.01"
"Leo Komarov","February 9, 2018 - February 9, 2018","TOR","C","2","13.02","10.46","7.85","2.61","57.13","48.2","36.18","9.3","6.19","3.11","60.04","42.86","28.53","8.17","3.59","4.58","69.47","37.65","16.54","--","--","--","--","--","--","0.28","0.37","-0.09","43.08","1.29","1.71","--","--","--","--","--","--","100","--","100","3.01","94.02","-3.01","5.98","100","97.03","2.97"
"Mitch Marner","February 9, 2018 - February 9, 2018","TOR","C","2","14.88","26.82","3.59","23.23","88.19","108.15","14.48","21.57","3.66","17.91","85.49","86.98","14.76","14.09","3.67","10.42","79.34","56.81","14.8","3.23","0.99","2.24","76.54","13.02","3.99","1.11","0.24","0.87","82.22","4.48","0.97","--","1","1","--","4.03","22.92","73.02","14.97","72.95","5.15","93.44","9.83","-20.49","95.95","98.59","-2.64"
"Morgan Rielly","February 9, 2018 - February 9, 2018","TOR","D","2","16.15","26.22","10.53","15.69","71.35","97.41","39.12","17.94","9.92","8.02","64.39","66.65","36.85","12.24","7.57","4.67","61.79","45.47","28.12","2.15","1.8","0.35","54.43","7.99","6.69","0.76","0.59","0.17","56.3","2.82","2.19","1","--","-1","3.72","--","17.57","76.22","11.98","81.85","4.24","94.05","7.75","-12.2","93.79","98.29","-4.5"
