"Player","Date","Team","Position","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","FF","FA","F+/-","FF%","FF/60","FA/60","SF","SA","S+/-","SF%","SF/60","SA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","PENT/60","PEND/60","Sh%","Sv%","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","PDO","xPDO","dPDO"
"Connor Brown","February 23, 2018 - February 23, 2018","TOR","R","2","14.38","14.04","11.94","2.1","54.04","58.58","49.82","9.16","9.56","-0.4","48.93","38.22","39.89","7.56","5.45","2.11","58.11","31.54","22.74","--","0.82","-0.82","--","--","3.42","0.55","0.57","-0.02","49.11","2.29","2.38","1","1","--","4.17","4.17","--","84.95","--","91.42","6","94.04","-6","-2.62","84.95","100.04","-15.09"
"Dominic Moore","February 23, 2018 - February 23, 2018","TOR","C","2","8.47","9.06","1.73","7.33","83.97","64.18","12.26","8.15","1.01","7.14","88.97","57.73","7.15","5.32","1.01","4.31","84.04","37.69","7.15","--","--","--","--","--","--","0.64","0.02","0.62","96.97","4.53","0.14","--","1","1","--","7.08","--","100","--","100","7.85","98.02","-7.85","1.98","100","105.87","-5.87"
"Jake Gardiner","February 23, 2018 - February 23, 2018","TOR","D","2","17.25","15.83","4.83","11","76.62","55.06","16.8","11.64","3.52","8.12","76.78","40.49","12.24","10.28","2.55","7.73","80.12","35.76","8.87","--","--","--","--","--","--","0.76","0.17","0.59","81.72","2.64","0.59","--","2","2","--","6.96","--","100","--","100","6.53","95.17","-6.53","4.83","100","101.7","-1.7"
"James Van Riemsdyk","February 23, 2018 - February 23, 2018","TOR","L","2","12.82","12.31","8.52","3.79","59.1","57.61","39.88","8.15","6.35","1.8","56.21","38.14","29.72","6.55","4.17","2.38","61.1","30.66","19.52","--","0.82","-0.82","--","--","3.84","0.48","0.34","0.14","58.54","2.25","1.59","1","1","--","4.68","4.68","--","80.34","--","87.09","5.89","94.65","-5.89","-7.56","80.34","100.54","-20.2"
"Josh Leivo","February 23, 2018 - February 23, 2018","TOR","L","2","8","7.19","2.37","4.82","75.21","53.93","17.78","6.26","1.68","4.58","78.84","46.95","12.6","3.43","1.7","1.73","66.86","25.73","12.75","--","--","--","--","--","--","0.55","0.04","0.51","93.22","4.12","0.3","--","1","1","--","7.5","--","100","--","100","8.79","97.62","-8.79","2.38","100","106.4","-6.4"
"Kasperi Kapanen","February 23, 2018 - February 23, 2018","TOR","R","3","9.73","10.1","1.73","8.37","85.38","62.28","10.67","8.15","1.01","7.14","88.97","50.26","6.23","5.32","1.01","4.31","84.04","32.81","6.23","--","--","--","--","--","--","0.64","0.02","0.62","96.97","3.95","0.12","--","1","1","--","6.17","--","100","--","100","7.85","98.02","-7.85","1.98","100","105.87","-5.87"
"Leo Komarov","February 23, 2018 - February 23, 2018","TOR","C","2","14.78","16.68","14.13","2.55","54.14","67.71","57.36","14.86","11.19","3.67","57.04","60.32","45.43","11.19","5.78","5.41","65.94","45.43","23.46","--","1.82","-1.82","--","--","7.39","1.11","0.89","0.22","55.5","4.51","3.61","1","--","-1","4.06","--","--","68.51","--","83.74","7.47","92.05","-7.47","-8.31","68.51","99.52","-31"
"Mitch Marner","February 23, 2018 - February 23, 2018","TOR","C","2","16.13","15","6.55","8.45","69.61","55.8","24.36","7.84","4.99","2.85","61.11","29.16","18.56","4.38","2.99","1.39","59.43","16.29","11.12","1.93","--","1.93","100","7.18","--","0.36","0.14","0.22","72","1.34","0.52","--","--","--","--","--","44.06","100","24.62","100","4.59","97.19","20.03","2.81","144.06","101.79","42.28"
"Morgan Rielly","February 23, 2018 - February 23, 2018","TOR","D","2","17.62","23.86","11.63","12.23","67.23","81.25","39.6","16.15","8.81","7.34","64.7","54.99","30","11.77","7","4.77","62.71","40.08","23.84","0.81","2.64","-1.83","23.48","2.76","8.99","1.13","0.53","0.6","68.07","3.85","1.8","1","--","-1","3.41","--","6.88","62.29","5.02","70.03","7","93.98","-1.98","-23.95","69.17","100.98","-31.81"
"Nazem Kadri","February 23, 2018 - February 23, 2018","TOR","C","1","15.6","16.48","13.48","3","55.01","63.38","51.85","14.74","11.19","3.55","56.85","56.69","43.04","11.07","6.76","4.31","62.09","42.58","26","--","1.82","-1.82","--","--","7","1.08","0.87","0.21","55.38","4.15","3.35","1","--","-1","3.85","--","--","73.08","--","83.74","7.33","92.23","-7.33","-8.49","73.08","99.55","-26.48"
