"Player","Date","Team","Position","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","FF","FA","F+/-","FF%","FF/60","FA/60","SF","SA","S+/-","SF%","SF/60","SA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","PENT/60","PEND/60","Sh%","Sv%","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","PDO","xPDO","dPDO"
"Auston Matthews","February 17, 2018 - February 17, 2018","TOR","C","2","16.55","19.53","12.1","7.43","61.75","70.8","43.87","17.04","9.7","7.34","63.72","61.78","35.17","12.11","6.29","5.82","65.82","43.9","22.8","0.75","--","0.75","100","2.72","--","0.8","0.44","0.36","64.52","2.9","1.6","--","1","1","--","3.63","6.19","100","4.4","100","4.69","95.46","-0.29","4.54","106.19","100.16","6.03"
"Connor Brown","February 17, 2018 - February 17, 2018","TOR","R","2","14.18","7.44","11.23","-3.79","39.85","31.48","47.52","4.84","10.29","-5.45","31.99","20.48","43.54","2.96","7.23","-4.27","29.05","12.52","30.59","0.8","--","0.8","100","3.39","--","0.19","0.42","-0.23","31.15","0.8","1.78","--","1","1","--","4.23","27.03","100","16.53","100","3.93","95.92","12.6","4.08","127.03","99.84","27.18"
"Connor Carrick","February 17, 2018 - February 17, 2018","TOR","D","1","15.2","13.9","10.35","3.55","57.32","54.87","40.86","12.12","8.57","3.55","58.58","47.84","33.83","9.44","5.68","3.76","62.43","37.26","22.42","--","0.83","-0.83","--","--","3.28","0.47","0.44","0.03","51.65","1.86","1.74","--","--","--","--","--","--","85.39","--","90.32","3.88","94.87","-3.88","-4.55","85.39","98.74","-13.36"
"Dominic Moore","February 17, 2018 - February 17, 2018","TOR","C","1","8.3","9.12","5.41","3.71","62.77","65.93","39.11","7.65","4.8","2.85","61.45","55.3","34.7","3.6","3.83","-0.23","48.45","26.02","27.69","--","--","--","--","--","--","0.35","0.42","-0.07","45.45","2.53","3.04","--","--","--","--","--","--","100","--","100","4.58","91.25","-4.58","8.75","100","95.83","4.17"
"Jake Gardiner","February 17, 2018 - February 17, 2018","TOR","D","2","19.65","14.68","11.15","3.53","56.83","44.82","34.05","11.75","8.75","3","57.32","35.88","26.72","7.21","4.27","2.94","62.8","22.02","13.04","0.8","--","0.8","100","2.44","--","0.69","0.51","0.18","57.5","2.11","1.56","--","2","2","--","6.11","11.1","100","6.81","100","5.87","94.17","0.94","5.83","111.1","100.04","11.05"
"James Van Riemsdyk","February 17, 2018 - February 17, 2018","TOR","L","2","14.27","7.44","13.18","-5.74","36.08","31.28","55.42","4.84","12.26","-7.42","28.3","20.35","51.55","2.96","8.2","-5.24","26.52","12.45","34.48","0.8","0.83","-0.03","49.08","3.36","3.49","0.19","0.67","-0.48","22.09","0.8","2.82","--","1","1","--","4.2","27.03","89.88","16.53","93.23","3.93","94.54","12.6","-1.31","116.91","98.46","18.44"
"Kasperi Kapanen","February 17, 2018 - February 17, 2018","TOR","R","2","8.9","9.12","6.39","2.73","58.8","61.48","43.08","7.65","4.8","2.85","61.45","51.57","32.36","3.6","3.83","-0.23","48.45","24.27","25.82","--","--","--","--","--","--","0.35","0.42","-0.07","45.45","2.36","2.83","--","--","--","--","--","--","100","--","100","4.58","91.25","-4.58","8.75","100","95.83","4.17"
"Leo Komarov","February 17, 2018 - February 17, 2018","TOR","C","1","10.77","9.12","10.18","-1.06","47.25","50.81","56.71","7.65","8.62","-0.97","47.02","42.62","48.02","3.6","7.66","-4.06","31.97","20.06","42.67","--","--","--","--","--","--","0.35","0.51","-0.16","40.7","1.95","2.84","--","--","--","--","--","--","100","--","100","4.58","94.08","-4.58","5.92","100","98.66","1.34"
"Mitch Marner","February 17, 2018 - February 17, 2018","TOR","C","1","12.97","10.6","7.22","3.38","59.48","49.04","33.4","8.04","6.4","1.64","55.68","37.19","29.61","8.09","3.5","4.59","69.8","37.42","16.19","1.14","--","1.14","100","5.27","--","0.5","0.39","0.11","56.18","2.31","1.8","--","--","--","--","--","14.09","100","14.18","100","6.22","93.91","7.96","6.09","114.09","100.13","13.97"
"Morgan Rielly","February 17, 2018 - February 17, 2018","TOR","D","2","17.33","19.03","17.16","1.87","52.58","65.89","59.41","13.68","14.77","-1.09","48.08","47.36","51.14","10.92","12.89","-1.97","45.86","37.81","44.63","1.89","--","1.89","100","6.54","--","0.64","0.8","-0.16","44.44","2.22","2.77","--","--","--","--","--","17.31","100","13.82","100","4.68","94.58","9.14","5.42","117.31","99.26","18.05"
"Nazem Kadri","February 17, 2018 - February 17, 2018","TOR","C","1","14.5","10.67","8.15","2.52","56.7","44.15","33.72","7.14","7.43","-0.29","49","29.54","30.74","7.2","4.6","2.6","61.02","29.79","19.03","1.14","--","1.14","100","4.72","--","0.36","0.37","-0.01","49.32","1.49","1.53","--","--","--","--","--","15.83","100","15.97","100","5.04","95.02","10.92","4.98","115.83","100.06","15.77"
"Nikita Zaitsev","February 17, 2018 - February 17, 2018","TOR","D","2","21.07","11.82","12.22","-0.4","49.17","33.66","34.8","9.83","10.82","-0.99","47.6","27.99","30.81","5.53","5.33","0.2","50.92","15.75","15.18","0.8","--","0.8","100","2.28","--","0.56","0.56","--","50","1.59","1.59","--","2","2","--","5.7","14.47","100","8.14","100","5.7","94.82","2.44","5.18","114.47","100.52","13.95"
"Patrick Marleau","February 17, 2018 - February 17, 2018","TOR","C","2","14.3","9.71","8.15","1.56","54.37","40.74","34.2","7.14","7.43","-0.29","49","29.96","31.17","7.2","4.6","2.6","61.02","30.21","19.3","1.14","--","1.14","100","4.78","--","0.36","0.37","-0.01","49.32","1.51","1.55","--","--","--","--","--","15.83","100","15.97","100","5.04","95.02","10.92","4.98","115.83","100.06","15.77"
"Ron Hainsey","February 17, 2018 - February 17, 2018","TOR","D","2","19.63","18.73","18.3","0.43","50.58","57.25","55.93","14.23","16.83","-2.6","45.81","43.49","51.44","9.6","13.95","-4.35","40.76","29.34","42.64","1.89","--","1.89","100","5.78","--","0.62","0.85","-0.23","42.18","1.9","2.6","--","--","--","--","--","19.69","100","13.28","100","4.36","94.95","8.92","5.05","119.69","99.31","20.38"
