"Player","Date","Team","Position","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","FF","FA","F+/-","FF%","FF/60","FA/60","SF","SA","S+/-","SF%","SF/60","SA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","PENT/60","PEND/60","Sh%","Sv%","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","PDO","xPDO","dPDO"
"Auston Matthews","February 13, 2018 - February 13, 2018","TOR","C","2","11.97","7.88","20.54","-12.66","27.73","39.5","102.96","5.18","18.17","-12.99","22.18","25.96","91.08","5.19","14.23","-9.04","26.73","26.02","71.33","--","1.81","-1.81","--","--","9.07","0.23","1.29","-1.06","15.13","1.15","6.47","--","1","1","--","5.01","--","87.28","--","90.04","4.44","92.9","-4.44","-2.86","87.28","97.34","-10.06"
"Connor Brown","February 13, 2018 - February 13, 2018","TOR","R","2","10.22","6","11.13","-5.13","35.03","35.23","65.34","2.5","9.14","-6.64","21.48","14.68","53.66","1.74","6.53","-4.79","21.04","10.22","38.34","--","--","--","--","--","--","0.17","1.27","-1.1","11.81","1","7.46","--","1","1","--","5.87","--","100","--","100","6.8","86.11","-6.8","13.89","100","92.91","7.09"
"Dominic Moore","February 13, 2018 - February 13, 2018","TOR","C","1","10.53","7.29","11.93","-4.64","37.93","41.54","67.98","3.57","10.53","-6.96","25.32","20.34","60","2.55","6.13","-3.58","29.38","14.53","34.93","1.04","--","1.04","100","5.93","--","0.31","0.49","-0.18","38.75","1.77","2.79","--","--","--","--","--","40.78","100","29.13","100","8.68","95.35","20.45","4.65","140.78","104.03","36.75"
"Jake Gardiner","February 13, 2018 - February 13, 2018","TOR","D","1","3.52","3.72","6.09","-2.37","37.92","63.41","103.81","2.05","5.74","-3.69","26.32","34.94","97.84","1.02","5.23","-4.21","16.32","17.39","89.15","--","--","--","--","--","--","0.1","1.29","-1.19","7.19","1.7","21.99","--","--","--","--","--","--","100","--","100","4.88","77.53","-4.88","22.47","100","82.4","17.6"
"James Van Riemsdyk","February 13, 2018 - February 13, 2018","TOR","L","2","7.83","5.99","8.98","-2.99","40.01","45.9","68.81","3.33","6.64","-3.31","33.4","25.52","50.88","2.58","4.73","-2.15","35.29","19.77","36.25","0.88","0.82","0.06","51.76","6.74","6.28","0.24","1.07","-0.83","18.32","1.84","8.2","--","--","--","--","--","34.11","82.66","26.43","87.65","7.21","83.89","19.22","3.77","116.77","91.09","25.68"
"Kasperi Kapanen","February 13, 2018 - February 13, 2018","TOR","R","1","14.48","10.85","20.11","-9.26","35.05","44.96","83.33","7.93","17.44","-9.51","31.26","32.86","72.27","5.84","11.25","-5.41","34.17","24.2","46.62","1.04","--","1.04","100","4.31","--","0.7","1.02","-0.32","40.7","2.9","4.23","1","--","-1","4.14","--","17.81","100","13.11","100","8.83","94.15","4.29","5.85","117.81","102.98","14.83"
"Leo Komarov","February 13, 2018 - February 13, 2018","TOR","C","2","13.85","10.39","17.83","-7.44","36.82","45.01","77.24","6.67","15.07","-8.4","30.68","28.9","65.29","4.59","10.51","-5.92","30.4","19.88","45.53","1.04","--","1.04","100","4.51","--","0.67","0.87","-0.2","43.51","2.9","3.77","1","--","-1","4.33","--","22.66","100","15.59","100","10.04","94.23","5.55","5.77","122.66","104.27","18.39"
"Mitch Marner","February 13, 2018 - February 13, 2018","TOR","C","2","13.13","13.45","13.49","-0.04","49.93","61.46","61.65","10.39","12.67","-2.28","45.06","47.48","57.9","6.18","11.02","-4.84","35.93","28.24","50.36","2.7","0.82","1.88","76.7","12.34","3.75","0.84","1.45","-0.61","36.68","3.84","6.63","1","1","--","4.57","4.57","43.69","92.56","25.99","93.53","8.08","88.56","17.9","4.97","136.25","96.64","39.61"
"Morgan Rielly","February 13, 2018 - February 13, 2018","TOR","D","2","20.67","15.83","25.54","-9.71","38.26","45.95","74.14","11.8","20.71","-8.91","36.3","34.25","60.12","7.84","15.78","-7.94","33.19","22.76","45.81","1.79","--","1.79","100","5.2","--","1.2","1.62","-0.42","42.55","3.48","4.7","--","1","1","--","2.9","22.83","100","15.17","100","10.17","92.18","5","7.82","122.83","102.35","20.48"
"Nazem Kadri","February 13, 2018 - February 13, 2018","TOR","C","2","13.75","15.27","17.16","-1.89","47.09","66.63","74.88","12.24","16.12","-3.88","43.16","53.41","70.34","8.03","13.87","-5.84","36.67","35.04","60.52","3.58","0.82","2.76","81.36","15.62","3.58","1.22","1.97","-0.75","38.24","5.32","8.6","2","1","-1","8.73","4.36","44.58","94.09","29.25","94.91","9.97","87.78","19.28","7.13","138.67","97.75","40.92"
"Nikita Zaitsev","February 13, 2018 - February 13, 2018","TOR","D","2","19.33","15.39","28.21","-12.82","35.3","47.77","87.56","11.16","24.64","-13.48","31.17","34.64","76.48","8.05","18.48","-10.43","30.34","24.99","57.36","1.8","2.62","-0.82","40.72","5.59","8.13","0.64","2.58","-1.94","19.88","1.99","8.01","2","1","-1","6.21","3.1","22.36","85.82","16.13","89.37","5.73","89.53","10.39","-0.16","108.18","95.26","12.92"
"Patrick Marleau","February 13, 2018 - February 13, 2018","TOR","C","2","13.22","13.45","16.42","-2.97","45.03","61.04","74.52","10.39","16.27","-5.88","38.97","47.16","73.84","6.18","14.02","-7.84","30.59","28.05","63.63","2.7","--","2.7","100","12.25","--","0.84","1.87","-1.03","31","3.81","8.49","1","2","1","4.54","9.08","43.69","100","25.99","100","8.08","88.51","17.9","11.49","143.69","96.59","47.1"
"Roman Polak","February 13, 2018 - February 13, 2018","TOR","D","2","18.85","15.19","27.74","-12.55","35.38","48.35","88.3","9.96","24.88","-14.92","28.59","31.7","79.19","5.99","20.25","-14.26","22.83","19.07","64.46","1.04","--","1.04","100","3.31","--","0.52","1.99","-1.47","20.72","1.66","6.33","--","1","1","--","3.18","17.36","100","10.44","100","5.22","92","5.22","8","117.36","97.22","20.14"
