"Player","Date","Team","Position","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","FF","FA","F+/-","FF%","FF/60","FA/60","SF","SA","S+/-","SF%","SF/60","SA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","PENT/60","PEND/60","Sh%","Sv%","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","PDO","xPDO","dPDO"
"Auston Matthews","February 4, 2018 - February 4, 2018","TOR","C","2","12.85","13.47","13.01","0.46","50.87","62.89","60.75","12.22","7.4","4.82","62.28","57.06","34.55","8.86","6.47","2.39","57.8","41.37","30.21","3.75","--","3.75","100","17.51","--","1.01","0.42","0.59","70.63","4.72","1.96","--","1","1","--","4.67","42.33","100","30.69","100","8.27","94.32","22.42","5.68","142.33","102.59","39.74"
"Connor Brown","February 4, 2018 - February 4, 2018","TOR","R","1","11.4","7.18","13.89","-6.71","34.08","37.79","73.11","6.55","7.06","-0.51","48.13","34.47","37.16","4.84","5.46","-0.62","46.99","25.47","28.74","--","--","--","--","--","--","0.52","0.4","0.12","56.52","2.74","2.11","1","1","--","5.26","5.26","--","100","--","100","7.94","94.33","-7.94","5.67","100","102.27","-2.27"
"Dominic Moore","February 4, 2018 - February 4, 2018","TOR","C","1","8.17","7.81","11.98","-4.17","39.46","57.36","87.98","6.01","10.96","-4.95","35.42","44.14","80.49","5.02","7.38","-2.36","40.48","36.87","54.2","1.06","0.9","0.16","54.08","7.78","6.61","0.33","0.69","-0.36","32.35","2.42","5.07","1","--","-1","7.34","--","21.12","87.8","17.64","91.79","5.49","93.7","12.15","-1.92","108.92","99.2","9.73"
"Jake Gardiner","February 4, 2018 - February 4, 2018","TOR","D","2","17.45","19.03","19.26","-0.23","49.7","65.43","66.22","15.6","12.16","3.44","56.2","53.64","41.81","12.91","10.26","2.65","55.72","44.39","35.28","4.8","1.71","3.09","73.73","16.5","5.88","1.3","0.75","0.55","63.41","4.47","2.58","1","1","--","3.44","3.44","37.18","83.33","30.77","85.94","8.33","93.83","22.44","-7.89","120.51","102.17","18.35"
"James Van Riemsdyk","February 4, 2018 - February 4, 2018","TOR","L","2","11.22","7.89","13.48","-5.59","36.92","42.19","72.09","7.29","7.35","-0.06","49.8","38.98","39.3","4.84","4.77","0.07","50.36","25.88","25.51","--","--","--","--","--","--","0.53","0.33","0.2","61.63","2.83","1.76","1","1","--","5.35","5.35","--","100","--","100","7.27","95.51","-7.27","4.49","100","102.78","-2.78"
"Kasperi Kapanen","February 4, 2018 - February 4, 2018","TOR","R","1","8.95","8.71","10.51","-1.8","45.32","58.39","70.46","6.9","8.78","-1.88","44.01","46.26","58.86","5.08","5.22","-0.14","49.32","34.06","34.99","0.81","0.9","-0.09","47.37","5.43","6.03","0.55","0.64","-0.09","46.22","3.69","4.29","2","--","-2","13.41","--","15.94","82.76","11.74","89.75","7.97","92.71","3.77","-2.96","98.7","100.68","-1.98"
"Leo Komarov","February 4, 2018 - February 4, 2018","TOR","C","2","10.92","7.81","14.86","-7.05","34.45","42.91","81.65","6.01","12.4","-6.39","32.65","33.02","68.13","5.02","7.02","-2","41.69","27.58","38.57","1.06","--","1.06","100","5.82","--","0.33","0.66","-0.33","33.33","1.81","3.63","2","--","-2","10.99","--","21.12","100","17.64","100","5.49","94.68","12.15","5.32","121.12","100.17","20.95"
"Mitch Marner","February 4, 2018 - February 4, 2018","TOR","C","2","12.43","10.78","16.36","-5.58","39.72","52.04","78.97","8.67","14.91","-6.24","36.77","41.85","71.97","7.72","11.21","-3.49","40.78","37.26","54.11","--","1.9","-1.9","--","--","9.17","0.71","2.14","-1.43","24.91","3.43","10.33","--","--","--","--","--","--","83.05","--","87.26","8.19","85.65","-8.19","1.61","83.05","93.84","-10.79"
"Morgan Rielly","February 4, 2018 - February 4, 2018","TOR","D","2","14.18","9.78","21.11","-11.33","31.66","41.38","89.32","9.18","16.5","-7.32","35.75","38.84","69.82","7.48","13.1","-5.62","36.35","31.65","55.43","--","1.09","-1.09","--","--","4.61","0.81","2.03","-1.22","28.52","3.43","8.59","2","1","-1","8.46","4.23","--","91.68","--","93.39","8.82","87.7","-8.82","5.7","91.68","96.52","-4.84"
"Nazem Kadri","February 4, 2018 - February 4, 2018","TOR","C","2","13.7","11.47","19.77","-8.3","36.72","50.23","86.58","9.39","17.84","-8.45","34.48","41.12","78.13","7.7","13.51","-5.81","36.3","33.72","59.17","1.06","1.9","-0.84","35.81","4.64","8.32","0.74","2.31","-1.57","24.26","3.24","10.12","1","--","-1","4.38","--","13.77","85.94","11.29","89.35","7.88","87.05","3.41","2.3","99.7","94.93","4.77"
