"Player","Date","Team","Position","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","FF","FA","F+/-","FF%","FF/60","FA/60","SF","SA","S+/-","SF%","SF/60","SA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","PENT/60","PEND/60","Sh%","Sv%","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","PDO","xPDO","dPDO"
"Andreas Borgman","January 31, 2018 - January 31, 2018","TOR","D","3","14.87","14.73","6.67","8.06","68.83","59.44","26.91","11.84","5.93","5.91","66.63","47.77","23.93","8.3","4.03","4.27","67.32","33.49","16.26","0.83","--","0.83","100","3.35","--","0.89","0.63","0.26","58.55","3.59","2.54","1","--","-1","4.03","--","10","100","7.01","100","7.52","89.38","-0.51","10.62","110","96.89","13.11"
"Auston Matthews","January 31, 2018 - January 31, 2018","TOR","C","2","16.33","22.12","5.27","16.85","80.76","81.27","19.36","14.45","4.81","9.64","75.03","53.09","17.67","10.32","2.49","7.83","80.56","37.92","9.15","1.86","--","1.86","100","6.83","--","0.68","0.18","0.5","79.07","2.5","0.66","--","--","--","--","--","18.02","100","12.87","100","4.71","96.26","8.17","3.74","118.02","100.96","17.06"
"Connor Brown","January 31, 2018 - January 31, 2018","TOR","R","2","10.38","10.14","6.59","3.55","60.61","58.61","38.09","7.79","6.04","1.75","56.33","45.03","34.91","5.28","2.95","2.33","64.16","30.52","17.05","0.61","--","0.61","100","3.53","--","0.43","0.59","-0.16","42.16","2.49","3.41","1","--","-1","5.78","--","11.55","100","7.83","100","5.52","90.23","2.31","9.77","111.55","95.75","15.8"
"Connor Carrick","January 31, 2018 - January 31, 2018","TOR","D","3","15.42","18.53","7.42","11.11","71.41","72.1","28.87","14.07","6.7","7.37","67.74","54.75","26.07","9.33","4.03","5.3","69.84","36.3","15.68","0.83","--","0.83","100","3.23","--","1","0.64","0.36","60.98","3.89","2.49","1","--","-1","3.89","--","8.9","100","5.9","100","7.11","90.45","-1.21","9.55","108.9","97.56","11.34"
"Dominic Moore","January 31, 2018 - January 31, 2018","TOR","C","1","11.05","10.41","8.75","1.66","54.33","56.52","47.51","5.59","8.11","-2.52","40.8","30.35","44.04","4.47","5.4","-0.93","45.29","24.27","29.32","--","--","--","--","--","--","0.56","0.62","-0.06","47.46","3.04","3.37","1","--","-1","5.43","--","--","100","--","100","10.02","92.36","-10.02","7.64","100","102.37","-2.37"
"Jake Gardiner","January 31, 2018 - January 31, 2018","TOR","D","2","20.13","17.18","9.93","7.25","63.37","51.21","29.6","12.52","10.25","2.27","54.98","37.32","30.55","10.64","5.9","4.74","64.33","31.71","17.59","0.61","--","0.61","100","1.82","--","0.68","0.43","0.25","61.26","2.03","1.28","2","--","-2","5.96","--","5.73","100","4.87","100","5.43","95.8","-0.56","4.2","105.73","101.24","4.5"
"James Van Riemsdyk","January 31, 2018 - January 31, 2018","TOR","L","1","12.53","12.23","8.64","3.59","58.6","58.56","41.37","8.95","8.11","0.84","52.46","42.86","38.83","6.43","4.03","2.4","61.47","30.79","19.3","0.61","--","0.61","100","2.92","--","0.45","0.92","-0.47","32.85","2.15","4.41","1","--","-1","4.79","--","9.49","100","6.82","100","5.03","88.66","1.79","11.34","109.49","93.68","15.8"
"Justin Holl","January 31, 2018 - January 31, 2018","TOR","D","2","15.93","20.78","10.98","9.8","65.43","78.27","41.36","10.78","9.03","1.75","54.42","40.6","34.01","9.03","7.06","1.97","56.12","34.01","26.59","2.12","--","2.12","100","7.98","--","0.43","1.02","-0.59","29.66","1.62","3.84","--","1","1","--","3.77","23.48","100","19.67","100","3.99","88.7","15.68","11.3","123.48","92.69","30.78"
"Kasperi Kapanen","January 31, 2018 - January 31, 2018","TOR","R","2","10.65","11.63","7.68","3.95","60.23","65.52","43.27","6.41","7.06","-0.65","47.59","36.11","39.77","6.49","4.37","2.12","59.76","36.56","24.62","--","--","--","--","--","--","0.37","0.54","-0.17","40.66","2.08","3.04","1","--","-1","5.63","--","--","100","--","100","5.77","92.35","-5.77","7.65","100","98.12","1.88"
"Leo Komarov","January 31, 2018 - January 31, 2018","TOR","C","2","10.77","11.63","7.41","4.22","61.08","64.79","41.28","6.41","6.81","-0.4","48.49","35.71","37.94","6.49","5.11","1.38","55.95","36.16","28.47","--","--","--","--","--","--","0.37","0.32","0.05","53.62","2.06","1.78","1","--","-1","5.57","--","--","100","--","100","5.77","95.3","-5.77","4.7","100","101.07","-1.07"
"Mitch Marner","January 31, 2018 - January 31, 2018","TOR","C","1","13.87","12.35","7.96","4.39","60.81","53.42","34.43","7.72","7.22","0.5","51.67","33.4","31.23","5.95","6.31","-0.36","48.53","25.74","27.3","1.1","--","1.1","100","4.76","--","0.57","0.76","-0.19","42.86","2.47","3.29","1","1","--","4.33","4.33","18.49","100","14.25","100","7.38","89.47","6.87","10.53","118.49","96.86","21.63"
"Nazem Kadri","January 31, 2018 - January 31, 2018","TOR","C","2","15.05","14.24","7.62","6.62","65.14","56.77","30.38","9.61","6.26","3.35","60.55","38.31","24.96","7.87","5.37","2.5","59.44","31.38","21.41","1.1","--","1.1","100","4.39","--","0.6","0.67","-0.07","47.24","2.39","2.67","1","1","--","3.99","3.99","13.98","100","11.45","100","6.24","89.3","5.2","10.7","113.98","95.54","18.44"
"Nikita Zaitsev","January 31, 2018 - January 31, 2018","TOR","D","2","20.25","13.86","9.93","3.93","58.26","41.07","29.42","8.55","10.25","-1.7","45.48","25.33","30.37","7.62","5.9","1.72","56.36","22.58","17.48","0.61","--","0.61","100","1.81","--","0.46","0.43","0.03","51.69","1.36","1.27","2","--","-2","5.93","--","8.01","100","7.13","100","5.38","95.8","1.75","4.2","108.01","101.18","6.82"
"Patrick Marleau","January 31, 2018 - January 31, 2018","TOR","C","2","14.35","12.35","7.02","5.33","63.76","51.64","29.35","7.72","6.26","1.46","55.22","32.28","26.17","5.95","5.37","0.58","52.56","24.88","22.45","1.1","--","1.1","100","4.6","--","0.57","0.67","-0.1","45.97","2.38","2.8","1","1","--","4.18","4.18","18.49","100","14.25","100","7.38","89.3","6.87","10.7","118.49","96.68","21.81"
"Travis Dermott","January 31, 2018 - January 31, 2018","TOR","D","2","17.67","24.08","11.73","12.35","67.24","81.77","39.83","14.88","9.8","5.08","60.29","50.53","33.28","11.03","7.06","3.97","60.97","37.45","23.97","2.12","--","2.12","100","7.2","--","0.62","1.03","-0.41","37.58","2.11","3.5","--","1","1","--","3.4","19.22","100","14.25","100","4.17","89.49","10.08","10.51","119.22","93.66","25.56"
"Tyler Bozak","January 31, 2018 - January 31, 2018","TOR","C","1","11.63","12.23","7.3","4.93","62.62","63.1","37.66","8.95","6.8","2.15","56.83","46.17","35.08","6.43","3.74","2.69","63.23","33.17","19.29","0.61","--","0.61","100","3.15","--","0.45","0.62","-0.17","42.06","2.32","3.2","1","--","-1","5.16","--","9.49","100","6.82","100","5.03","90.88","1.79","9.12","109.49","95.91","13.58"
"William Nylander","January 31, 2018 - January 31, 2018","TOR","C","3","15.72","18.42","5.5","12.92","77.01","70.31","20.99","13.27","5.67","7.6","70.06","50.65","21.64","9.13","3.36","5.77","73.1","34.85","12.82","1.86","--","1.86","100","7.1","--","0.65","0.21","0.44","75.58","2.48","0.8","--","--","--","--","--","20.37","100","14.02","100","4.9","96.3","9.12","3.7","120.37","101.19","19.18"
"Zach Hyman","January 31, 2018 - January 31, 2018","TOR","C","2","13.4","15.99","5.27","10.72","75.21","71.6","23.6","12.06","4.81","7.25","71.49","54","21.54","9.1","2.49","6.61","78.52","40.75","11.15","1.86","--","1.86","100","8.33","--","0.42","0.18","0.24","70","1.88","0.81","--","--","--","--","--","20.44","100","15.42","100","3.48","96.26","11.94","3.74","120.44","99.74","20.7"
