"","Player","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"","Travis Dermott","D","1","18.183333333333","15","21","41.67","14","12","53.85","11","8","57.89","0","1","0.00","10","12","45.45","2","3","40.00","0","1","0.00","0.00","87.50","0.875","9","4","3","75.00"
"","Connor Carrick","D","1","16.266666666667","14","21","40.00","13","12","52.00","9","8","52.94","0","1","0.00","10","12","45.45","3","3","50.00","0","1","0.00","0.00","87.50","0.875","7","4","3","70.00"
"","Tyler Bozak","C","1","11.933333333333","14","18","43.75","10","11","47.62","6","7","46.15","0","1","0.00","9","12","42.86","4","3","57.14","0","1","0.00","0.00","85.71","0.857","6","3","3","66.67"
"","Connor Brown","R","1","11.7","12","18","40.00","9","11","45.00","6","8","42.86","0","1","0.00","8","12","40.00","3","2","60.00","0","1","0.00","0.00","87.50","0.875","6","3","4","60.00"
"","James van Riemsdyk","L","1","10","13","17","43.33","10","10","50.00","6","7","46.15","0","2","0.00","9","10","47.37","4","2","66.67","0","1","0.00","0.00","71.43","0.714","6","2","3","66.67"
"","Nikita Zaitsev","D","1","18.7","20","14","58.82","16","11","59.26","13","8","61.90","3","0","100.00","12","6","66.67","6","1","85.71","1","0","100.00","23.08","100.00","1.231","3","5","10","23.08"
"","William Nylander","C","1","15.2","18","14","56.25","11","10","52.38","11","6","64.71","1","0","100.00","7","5","58.33","1","1","50.00","0","0","0.00","9.09","100.00","1.091","5","4","7","41.67"
"","Zach Hyman","C","1","13.516666666667","12","14","46.15","8","10","44.44","8","6","57.14","1","0","100.00","6","5","54.55","1","1","50.00","0","0","0.00","12.50","100.00","1.125","2","4","7","22.22"
"","Ron Hainsey","D","1","17.783333333333","30","13","69.77","22","12","64.71","16","9","64.00","2","2","50.00","11","6","64.71","2","1","66.67","1","1","50.00","12.50","77.78","0.903","4","7","6","40.00"
"","Morgan Rielly","D","1","16.15","27","13","67.50","19","12","61.29","13","9","59.09","2","2","50.00","9","6","60.00","1","1","50.00","1","1","50.00","15.38","77.78","0.932","7","7","6","53.85"
"","Jake Gardiner","D","1","19.2","22","13","62.86","18","10","64.29","16","7","69.57","3","0","100.00","12","5","70.59","6","1","85.71","1","0","100.00","18.75","100.00","1.188","4","5","9","30.77"
"","Auston Matthews","C","1","14.983333333333","12","13","48.00","8","10","44.44","8","6","57.14","1","0","100.00","5","4","55.56","0","1","0.00","0","0","0.00","12.50","100.00","1.125","5","4","8","38.46"
"","Kasperi Kapanen","R","1","11.483333333333","10","10","50.00","9","8","52.94","8","5","61.54","0","1","0.00","5","4","55.56","0","1","0.00","0","0","0.00","0.00","80.00","0.800","3","4","2","60.00"
"","Dominic Moore","C","1","11.866666666667","9","10","47.37","8","8","50.00","7","6","53.85","0","1","0.00","5","4","55.56","0","0","0.00","0","0","0.00","0.00","83.33","0.833","3","4","2","60.00"
"","Leo Komarov","C","1","13.016666666667","10","9","52.63","9","7","56.25","8","4","66.67","0","0","0.00","5","4","55.56","0","1","0.00","0","0","0.00","0.00","100.00","1.000","4","5","2","66.67"
"","Nazem Kadri","C","1","14.666666666667","31","6","83.78","25","5","83.33","18","5","78.26","4","1","80.00","13","3","81.25","6","1","85.71","2","1","66.67","22.22","80.00","1.022","3","5","5","37.50"
"","Patrick Marleau","C","1","14.45","25","6","80.65","21","6","77.78","14","6","70.00","4","1","80.00","11","3","78.57","5","1","83.33","2","1","66.67","28.57","83.33","1.119","3","5","5","37.50"
"","Mitchell Marner","C","1","15.25","29","5","85.29","24","5","82.76","16","5","76.19","4","1","80.00","13","2","86.67","6","1","85.71","2","1","66.67","25.00","80.00","1.050","3","5","5","37.50"
