"Player","Date","Team","Position","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","FF","FA","F+/-","FF%","FF/60","FA/60","SF","SA","S+/-","SF%","SF/60","SA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","PENT/60","PEND/60","Sh%","Sv%","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","PDO","xPDO","dPDO"
"Andreas Borgman","October 22, 2017 - October 22, 2017","TOR","D","2","13.15","10.66","5.97","4.69","64.1","48.64","27.24","9.95","6.09","3.86","62.03","45.4","27.79","6.08","4.51","1.57","57.41","27.74","20.58","1.09","--","1.09","100","4.97","--","0.35","0.17","0.18","67.31","1.6","0.78","3","3","--","13.69","13.69","17.93","100","10.95","100","3.52","97.21","7.44","2.79","117.93","100.73","17.2"
"Auston Matthews","October 22, 2017 - October 22, 2017","TOR","C","2","14.63","14.56","15.96","-1.4","47.71","59.71","65.45","12.97","10.96","2.01","54.2","53.19","44.95","11.94","9.43","2.51","55.87","48.97","38.67","--","--","--","--","--","--","0.85","0.68","0.17","55.56","3.49","2.79","--","1","1","--","4.1","--","100","--","100","6.55","93.8","-6.55","6.2","100","100.35","-0.35"
"Connor Brown","October 22, 2017 - October 22, 2017","TOR","R","2","12.68","11.08","12.9","-1.82","46.21","52.43","61.04","7.03","10.57","-3.54","39.94","33.26","50.02","4.17","8.76","-4.59","32.25","19.73","41.45","--","1.04","-1.04","--","--","4.92","0.37","0.53","-0.16","41.11","1.75","2.51","1","2","1","4.73","9.46","--","88.13","--","90.16","5.26","94.99","-5.26","-4.82","88.13","100.25","-12.12"
"Dominic Moore","October 22, 2017 - October 22, 2017","TOR","C","1","8.87","6.22","6.5","-0.28","48.9","42.07","43.97","5.19","5.99","-0.8","46.42","35.11","40.52","3.05","4.39","-1.34","40.99","20.63","29.7","1.09","--","1.09","100","7.37","--","0.1","0.29","-0.19","25.64","0.68","1.96","2","3","1","13.53","20.29","35.74","100","21","100","1.93","95.16","19.08","4.84","135.74","97.09","38.65"
"Jake Gardiner","October 22, 2017 - October 22, 2017","TOR","D","2","16.92","15.57","20.01","-4.44","43.76","55.21","70.96","12.24","15.4","-3.16","44.28","43.4","54.61","11.16","13.89","-2.73","44.55","39.57","49.26","--","1.04","-1.04","--","--","3.69","0.95","0.81","0.14","53.98","3.37","2.87","--","3","3","--","10.64","--","92.51","--","93.25","7.76","94.74","-7.76","-1.49","92.51","102.5","-9.99"
"James Van Riemsdyk","October 22, 2017 - October 22, 2017","TOR","L","2","9.72","5.47","8.93","-3.46","37.99","33.77","55.12","3.71","7.2","-3.49","34.01","22.9","44.44","1.95","6.29","-4.34","23.67","12.04","38.83","--","--","--","--","--","--","0.27","0.23","0.04","54","1.67","1.42","1","1","--","6.17","6.17","--","100","--","100","7.28","96.81","-7.28","3.19","100","104.08","-4.08"
"Leo Komarov","October 22, 2017 - October 22, 2017","TOR","C","2","10.98","5.95","7.99","-2.04","42.68","32.51","43.66","5.97","6.2","-0.23","49.06","32.62","33.88","4.23","4.57","-0.34","48.07","23.11","24.97","1.15","--","1.15","100","6.28","--","0.32","0.26","0.06","55.17","1.75","1.42","1","1","--","5.46","5.46","27.19","100","19.26","100","5.36","95.81","13.9","4.19","127.19","101.17","26.02"
"Matt Martin","October 22, 2017 - October 22, 2017","TOR","L","1","6.38","5.19","2.5","2.69","67.49","48.81","23.51","4.17","2.56","1.61","61.96","39.22","24.08","3.05","0.95","2.1","76.25","28.68","8.93","1.09","--","1.09","100","10.25","--","0.08","0.06","0.02","57.14","0.75","0.56","2","3","1","18.81","28.21","35.74","100","26.14","100","1.92","97.66","24.22","2.34","135.74","99.57","36.16"
"Mitch Marner","October 22, 2017 - October 22, 2017","TOR","C","2","8.53","6.41","4.42","1.99","59.19","45.09","31.09","5.15","4.46","0.69","53.59","36.23","31.37","3.05","1.95","1.1","61","21.45","13.72","1.09","--","1.09","100","7.67","--","0.12","0.2","-0.08","37.5","0.84","1.41","2","3","1","14.07","21.1","35.74","100","21.17","100","2.33","95.52","18.83","4.48","135.74","97.85","37.89"
"Morgan Rielly","October 22, 2017 - October 22, 2017","TOR","D","2","15.23","10.2","12.09","-1.89","45.76","40.18","47.63","8.63","8.72","-0.09","49.74","34","34.35","5.94","4.32","1.62","57.89","23.4","17.02","1.15","--","1.15","100","4.53","--","0.4","0.42","-0.02","48.78","1.58","1.65","1","--","-1","3.94","--","19.36","100","13.33","100","4.63","95.18","8.69","4.82","119.36","99.82","19.54"
"Nazem Kadri","October 22, 2017 - October 22, 2017","TOR","C","2","12.5","6.9","8.66","-1.76","44.34","33.12","41.57","6.92","6.2","0.72","52.74","33.22","29.76","5.23","3.63","1.6","59.03","25.1","17.42","1.15","--","1.15","100","5.52","--","0.42","0.23","0.19","64.62","2.02","1.1","1","2","1","4.8","9.6","21.99","100","16.62","100","6.07","96.29","10.55","3.71","121.99","102.36","19.63"
"Nikita Zaitsev","October 22, 2017 - October 22, 2017","TOR","D","2","18.18","16.56","18.56","-2","47.15","54.65","61.25","13.23","14.55","-1.32","47.62","43.66","48.02","12.15","13.99","-1.84","46.48","40.1","46.17","--","1.04","-1.04","--","--","3.43","1.04","0.89","0.15","53.89","3.43","2.94","--","5","5","--","16.5","--","92.57","--","92.85","7.86","93.88","-7.86","-1.03","92.57","101.74","-9.18"
"Patrick Marleau","October 22, 2017 - October 22, 2017","TOR","C","2","11.78","7.92","7.16","0.76","52.52","40.34","36.47","7.95","5.31","2.64","59.95","40.49","27.05","5.23","2.73","2.5","65.7","26.64","13.9","1.15","--","1.15","100","5.86","--","0.45","0.22","0.23","67.16","2.29","1.12","1","2","1","5.09","10.19","21.99","100","14.47","100","5.66","95.86","8.81","4.14","121.99","101.52","20.47"
"Roman Polak","October 22, 2017 - October 22, 2017","TOR","D","2","12.07","7.64","6.59","1.05","53.69","37.98","32.76","6.93","6.75","0.18","50.66","34.45","33.55","4.08","5.19","-1.11","44.01","20.28","25.8","1.09","--","1.09","100","5.42","--","0.21","0.2","0.01","51.22","1.04","0.99","3","2","-1","14.91","9.94","26.72","100","15.73","100","3.03","97.04","12.7","2.96","126.72","100.07","26.65"
"Ron Hainsey","October 22, 2017 - October 22, 2017","TOR","D","2","15.82","8.18","14.45","-6.27","36.15","31.02","54.8","6.6","11.72","-5.12","36.03","25.03","44.45","4.93","6.32","-1.39","43.82","18.7","23.97","1.15","--","1.15","100","4.36","--","0.35","0.63","-0.28","35.71","1.33","2.39","1","1","--","3.79","3.79","23.33","100","17.42","100","5.3","94.62","12.12","5.38","123.33","99.93","23.4"
"Tyler Bozak","October 22, 2017 - October 22, 2017","TOR","C","2","10.52","6.47","8.05","-1.58","44.56","36.9","45.91","4.7","7.23","-2.53","39.4","26.81","41.24","2.95","6.32","-3.37","31.82","16.83","36.05","--","1.04","-1.04","--","--","5.93","0.3","0.26","0.04","53.57","1.71","1.48","1","1","--","5.7","5.7","--","83.54","--","85.62","6.38","96.4","-6.38","-10.79","83.54","102.79","-19.24"
"William Nylander","October 22, 2017 - October 22, 2017","TOR","C","2","13.43","11.25","14.09","-2.84","44.4","50.26","62.95","9.7","11.89","-2.19","44.93","43.34","53.12","9.81","10.36","-0.55","48.64","43.83","46.28","--","1.04","-1.04","--","--","4.65","0.71","0.72","-0.01","49.65","3.17","3.22","--","1","1","--","4.47","--","89.96","--","91.25","7.32","93.94","-7.32","-2.69","89.96","101.26","-11.3"
"Zach Hyman","October 22, 2017 - October 22, 2017","TOR","C","2","14.77","13.56","15","-1.44","47.48","55.08","60.93","11.97","11.9","0.07","50.15","48.63","48.34","10.94","10.37","0.57","51.34","44.44","42.13","--","--","--","--","--","--","0.83","0.79","0.04","51.23","3.37","3.21","--","1","1","--","4.06","--","100","--","100","6.93","93.36","-6.93","6.64","100","100.3","-0.3"
