"Player","Date","Team","Position","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","FF","FA","F+/-","FF%","FF/60","FA/60","SF","SA","S+/-","SF%","SF/60","SA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","PENT/60","PEND/60","Sh%","Sv%","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","PDO","xPDO","dPDO"
"Andreas Borgman","October 13, 2017 - October 13, 2017","TOR","D","1","9.87","10.81","4.99","5.82","68.42","65.71","30.33","6.95","2.11","4.84","76.71","42.25","12.83","3.95","2.11","1.84","65.18","24.01","12.83","0.8","--","0.8","100","4.86","--","0.53","0.19","0.34","73.61","3.22","1.16","--","1","1","--","6.08","20.25","100","11.51","100","7.63","91","3.88","9","120.25","98.62","21.63"
"Auston Matthews","October 13, 2017 - October 13, 2017","TOR","C","3","11.82","12.54","13.43","-0.89","48.29","63.65","68.17","8.04","9.74","-1.7","45.22","40.81","49.44","6.04","6.99","-0.95","46.35","30.66","35.48","1.49","--","1.49","100","7.56","--","0.48","1.08","-0.6","30.77","2.44","5.48","--","1","1","--","5.08","24.67","100","18.53","100","5.97","88.91","12.56","11.09","124.67","94.88","29.79"
"Connor Brown","October 13, 2017 - October 13, 2017","TOR","R","2","4.23","4.83","1.04","3.79","82.28","68.51","14.75","4.14","1.05","3.09","79.77","58.72","14.89","2.55","1.05","1.5","70.83","36.17","14.89","--","--","--","--","--","--","0.11","0.04","0.07","73.33","1.56","0.57","--","--","--","--","--","--","100","--","100","2.66","96.19","-2.66","3.81","100","98.85","1.15"
"Connor Carrick","October 13, 2017 - October 13, 2017","TOR","D","1","9.93","10.81","5.74","5.07","65.32","65.32","34.68","6.95","2.87","4.08","70.77","41.99","17.34","3.95","2.87","1.08","57.92","23.87","17.34","0.8","--","0.8","100","4.83","--","0.53","0.2","0.33","72.6","3.2","1.21","1","1","--","6.04","6.04","20.25","100","11.51","100","7.63","93.03","3.88","6.97","120.25","100.66","19.6"
"Eric Fehr","October 13, 2017 - October 13, 2017","TOR","C","2","4.7","3.41","1.04","2.37","76.63","43.53","13.28","2.54","1.05","1.49","70.75","32.43","13.4","1.74","1.05","0.69","62.37","22.21","13.4","--","--","--","--","--","--","0.09","0.04","0.05","69.23","1.15","0.51","--","--","--","--","--","--","100","--","100","3.54","96.19","-3.54","3.81","100","99.73","0.27"
"Jake Gardiner","October 13, 2017 - October 13, 2017","TOR","D","3","14.02","8.92","11.18","-2.26","44.38","38.17","47.85","4.93","8.83","-3.9","35.83","21.1","37.79","2.97","8.06","-5.09","26.93","12.71","34.49","0.83","1.12","-0.29","42.56","3.55","4.79","0.46","0.72","-0.26","38.98","1.97","3.08","--","--","--","--","--","27.95","86.1","16.84","87.32","9.33","91.85","7.51","-4.53","114.05","101.18","12.87"
"James Van Riemsdyk","October 13, 2017 - October 13, 2017","TOR","L","2","7.22","5.37","5.74","-0.37","48.33","44.63","47.7","1.51","4.81","-3.3","23.89","12.55","39.97","1.53","4.83","-3.3","24.06","12.71","40.14","0.83","2.31","-1.48","26.43","6.9","19.2","0.32","0.14","0.18","69.57","2.66","1.16","--","--","--","--","--","54.25","52.17","54.97","51.98","21.19","97.09","33.77","-45.11","106.42","118.28","-11.86"
"Leo Komarov","October 13, 2017 - October 13, 2017","TOR","C","2","8.55","7.41","3.83","3.58","65.93","52","26.88","2.81","3.13","-0.32","47.31","19.72","21.96","1.4","3.17","-1.77","30.63","9.82","22.25","0.8","--","0.8","100","5.61","--","0.41","0.06","0.35","87.23","2.88","0.42","1","--","-1","7.02","--","57.14","100","28.47","100","14.59","98.08","13.88","1.92","157.14","112.67","44.47"
"Matt Martin","October 13, 2017 - October 13, 2017","TOR","L","1","6.2","4.28","4.15","0.13","50.77","41.42","40.16","4.35","4.17","0.18","51.06","42.1","40.35","2.55","4.18","-1.63","37.89","24.68","40.45","--","--","--","--","--","--","0.25","0.62","-0.37","28.74","2.42","6","--","--","--","--","--","--","100","--","100","5.75","85.13","-5.75","14.87","100","90.88","9.12"
"Mitch Marner","October 13, 2017 - October 13, 2017","TOR","C","2","7.62","5.37","6.7","-1.33","44.49","42.28","52.76","1.51","4.81","-3.3","23.89","11.89","37.87","1.53","4.83","-3.3","24.06","12.05","38.03","0.83","2.31","-1.48","26.43","6.54","18.19","0.32","0.14","0.18","69.57","2.52","1.1","--","--","--","--","--","54.25","52.17","54.97","51.98","21.19","97.09","33.77","-45.11","106.42","118.28","-11.86"
