"Player","Date","Team","Position","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","FF","FA","F+/-","FF%","FF/60","FA/60","SF","SA","S+/-","SF%","SF/60","SA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","PENT/60","PEND/60","Sh%","Sv%","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","PDO","xPDO","dPDO"
"Andreas Borgman","October 17, 2017 - October 17, 2017","TOR","D","2","15.38","5.54","11.62","-6.08","32.28","21.61","45.33","4.41","9.7","-5.29","31.25","17.2","37.84","4.48","7.33","-2.85","37.93","17.48","28.6","--","0.83","-0.83","--","--","3.24","0.26","0.38","-0.12","40.62","1.01","1.48","1","--","-1","3.9","--","--","88.68","--","91.44","5.9","96.08","-5.9","-4.64","88.68","101.98","-13.3"
"Auston Matthews","October 17, 2017 - October 17, 2017","TOR","C","2","17.62","10.74","7.45","3.29","59.04","36.57","25.37","10.04","5.76","4.28","63.54","34.19","19.61","7.76","3.96","3.8","66.21","26.42","13.48","2.38","--","2.38","100","8.1","--","0.5","0.59","-0.09","45.87","1.7","2.01","2","2","--","6.81","6.81","30.67","100","23.71","100","4.98","89.76","18.73","10.24","130.67","94.74","35.93"
"Connor Brown","October 17, 2017 - October 17, 2017","TOR","R","3","10.17","6.08","7.22","-1.14","45.71","35.87","42.6","6.13","6.02","0.11","50.45","36.17","35.52","3.6","3.88","-0.28","48.13","21.24","22.89","1.16","0.83","0.33","58.29","6.84","4.9","0.31","0.22","0.09","58.49","1.83","1.3","1","--","-1","5.9","--","32.22","78.61","18.92","86.21","5.06","96.35","13.87","-10.13","110.83","101.4","9.43"
"Connor Carrick","October 17, 2017 - October 17, 2017","TOR","D","2","13.32","6.49","11.67","-5.18","35.74","29.23","52.57","5.37","9.8","-4.43","35.4","24.19","44.14","4.48","7.43","-2.95","37.62","20.18","33.47","--","0.83","-0.83","--","--","3.74","0.32","0.38","-0.06","45.71","1.44","1.71","1","--","-1","4.5","--","--","88.83","--","91.53","5.96","96.12","-5.96","-4.59","88.83","102.08","-13.25"
"Eric Fehr","October 17, 2017 - October 17, 2017","TOR","C","2","7.27","4.05","5.67","-1.62","41.67","33.43","46.8","2.87","5.9","-3.03","32.73","23.69","48.69","2.89","4.45","-1.56","39.37","23.85","36.73","--","0.98","-0.98","--","--","8.09","0.11","0.2","-0.09","35.48","0.91","1.65","--","--","--","--","--","--","77.98","--","83.39","3.83","96.61","-3.83","-13.22","77.98","100.44","-22.47"
"Jake Gardiner","October 17, 2017 - October 17, 2017","TOR","D","3","19.9","11.61","10.26","1.35","53.09","35.01","30.93","9.93","9.25","0.68","51.77","29.94","27.89","6.71","6.82","-0.11","49.59","20.23","20.56","3.54","1.8","1.74","66.29","10.67","5.43","0.54","0.61","-0.07","46.96","1.63","1.84","2","1","-1","6.03","3.02","52.76","73.61","35.65","80.54","5.44","93.41","30.21","-12.86","126.36","98.84","27.52"
"James Van Riemsdyk","October 17, 2017 - October 17, 2017","TOR","L","3","11.12","6.24","7.32","-1.08","46.02","33.67","39.5","5.36","5.41","-0.05","49.77","28.92","29.19","3.6","3.88","-0.28","48.13","19.42","20.94","1.16","0.83","0.33","58.29","6.26","4.48","0.29","0.2","0.09","59.18","1.56","1.08","1","--","-1","5.4","--","32.22","78.61","21.64","84.66","5.41","96.3","16.23","-11.65","110.83","101.71","9.12"
"Leo Komarov","October 17, 2017 - October 17, 2017","TOR","C","1","15.35","11.41","8.52","2.89","57.25","44.6","33.3","10.33","8.86","1.47","53.83","40.38","34.63","8.43","7.22","1.21","53.87","32.95","28.22","0.87","--","0.87","100","3.4","--","0.72","0.5","0.22","59.02","2.81","1.95","1","--","-1","3.91","--","10.32","100","8.42","100","6.97","94.36","1.45","5.64","110.32","101.33","8.99"
"Matt Martin","October 17, 2017 - October 17, 2017","TOR","L","1","6.93","3.59","5.95","-2.36","37.63","31.08","51.52","2.67","5.28","-2.61","33.58","23.12","45.71","2.69","4.44","-1.75","37.73","23.29","38.44","--","0.98","-0.98","--","--","8.48","0.1","0.18","-0.08","35.71","0.87","1.56","--","--","--","--","--","--","77.93","--","81.44","3.75","96.59","-3.75","-15.15","77.93","100.34","-22.41"
"Mitch Marner","October 17, 2017 - October 17, 2017","TOR","C","2","10.15","4.98","7.2","-2.22","40.89","29.44","42.56","2.87","5.96","-3.09","32.5","16.97","35.23","2.89","5.13","-2.24","36.03","17.08","30.33","--","0.98","-0.98","--","--","5.79","0.11","0.21","-0.1","34.38","0.65","1.24","--","--","--","--","--","--","80.9","--","83.56","3.83","96.48","-3.83","-12.92","80.9","100.31","-19.41"
"Morgan Rielly","October 17, 2017 - October 17, 2017","TOR","D","3","20.65","13.04","12.89","0.15","50.29","37.89","37.45","12.04","11.61","0.43","50.91","34.98","33.73","9.38","10.34","-0.96","47.57","27.25","30.04","2.05","--","2.05","100","5.96","--","0.89","1.13","-0.24","44.06","2.59","3.28","1","1","--","2.91","2.91","21.86","100","17.03","100","7.39","90.27","9.63","9.73","121.86","97.66","24.2"
