"Player","Date","Team","Position","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","FF","FA","F+/-","FF%","FF/60","FA/60","SF","SA","S+/-","SF%","SF/60","SA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","PENT/60","PEND/60","Sh%","Sv%","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","PDO","xPDO","dPDO"
"Andreas Borgman","October 20, 2017 - October 20, 2017","TOR","D","1","14.85","9.93","11.27","-1.34","46.84","40.12","45.54","5.05","8.37","-3.32","37.63","20.4","33.82","5.07","8.37","-3.3","37.72","20.48","33.82","--","1.08","-1.08","--","--","4.36","0.16","0.38","-0.22","29.63","0.65","1.54","--","--","--","--","--","--","87.1","--","87.1","3.17","95.46","-3.17","-8.36","87.1","98.63","-11.53"
"Auston Matthews","October 20, 2017 - October 20, 2017","TOR","C","1","16.97","18.24","15.91","2.33","53.41","64.49","56.25","11.92","11.96","-0.04","49.92","42.14","42.29","7.82","8.94","-1.12","46.66","27.65","31.61","0.97","--","0.97","100","3.43","--","0.61","0.68","-0.07","47.29","2.16","2.4","--","--","--","--","--","12.4","100","8.14","100","5.12","94.31","3.02","5.69","112.4","99.43","12.97"
"Connor Brown","October 20, 2017 - October 20, 2017","TOR","R","2","13.05","9.9","10.45","-0.55","48.65","45.52","48.05","6.07","7.97","-1.9","43.23","27.91","36.64","4.58","8.06","-3.48","36.23","21.06","37.06","0.8","--","0.8","100","3.68","--","0.23","0.74","-0.51","23.71","1.06","3.4","1","1","--","4.6","4.6","17.47","100","13.18","100","3.79","90.72","9.39","9.28","117.47","94.5","22.96"
"Connor Carrick","October 20, 2017 - October 20, 2017","TOR","D","1","14.02","7.32","8.25","-0.93","47.01","31.33","35.31","4.29","6.42","-2.13","40.06","18.36","27.48","4.29","6.41","-2.12","40.09","18.36","27.43","--","1.08","-1.08","--","--","4.62","0.14","0.32","-0.18","30.43","0.6","1.37","--","--","--","--","--","--","83.15","--","83.18","3.26","95.02","-3.26","-11.84","83.15","98.28","-15.13"
"Dominic Moore","October 20, 2017 - October 20, 2017","TOR","C","2","8.2","5.24","7.56","-2.32","40.94","38.34","55.32","2.6","6.09","-3.49","29.92","19.02","44.56","0.97","5.36","-4.39","15.32","7.1","39.22","--","2.27","-2.27","--","--","16.61","0.09","1.02","-0.93","8.11","0.66","7.46","--","1","1","--","7.32","--","57.65","--","62.73","3.46","83.25","-3.46","-20.53","57.65","86.71","-29.06"
"Jake Gardiner","October 20, 2017 - October 20, 2017","TOR","D","3","21.15","16.27","19.49","-3.22","45.5","46.16","55.29","11.97","16.2","-4.23","42.49","33.96","45.96","8.31","12.75","-4.44","39.46","23.57","36.17","0.97","3.17","-2.2","23.43","2.75","8.99","0.61","1.42","-0.81","30.05","1.73","4.03","1","--","-1","2.84","--","11.67","75.14","8.1","80.43","5.1","91.23","3.01","-10.8","86.81","96.33","-9.52"
"James Van Riemsdyk","October 20, 2017 - October 20, 2017","TOR","L","1","13.82","10.92","9.32","1.6","53.95","47.41","40.46","7.1","7.51","-0.41","48.6","30.82","32.6","5.61","7.56","-1.95","42.6","24.36","32.82","0.8","--","0.8","100","3.47","--","0.25","0.59","-0.34","29.76","1.09","2.56","1","1","--","4.34","4.34","14.26","100","11.27","100","3.52","92.14","7.75","7.86","114.26","95.66","18.6"
"Leo Komarov","October 20, 2017 - October 20, 2017","TOR","C","3","10.82","9.53","15.65","-6.12","37.85","52.85","86.78","8.24","14.68","-6.44","35.95","45.69","81.4","7.04","10.15","-3.11","40.95","39.04","56.28","--","4.34","-4.34","--","--","24.07","0.39","1.13","-0.74","25.66","2.16","6.27","--","--","--","--","--","--","57.24","--","70.44","4.73","92.3","-4.73","-21.87","57.24","97.04","-39.79"
"Matt Martin","October 20, 2017 - October 20, 2017","TOR","L","1","8.42","5.89","9.17","-3.28","39.11","41.97","65.34","3.28","6.81","-3.53","32.51","23.37","48.53","0.97","5.1","-4.13","15.98","6.91","36.34","--","2.27","-2.27","--","--","16.18","0.11","1.08","-0.97","9.24","0.78","7.7","--","1","1","--","7.13","--","55.49","--","66.67","3.35","84.14","-3.35","-17.47","55.49","87.49","-32"
"Mitch Marner","October 20, 2017 - October 20, 2017","TOR","C","1","14.68","13.32","12.23","1.09","52.13","54.44","49.99","9.01","8.77","0.24","50.67","36.83","35.84","6.15","7.08","-0.93","46.49","25.14","28.94","--","0.8","-0.8","--","--","3.27","0.56","0.66","-0.1","45.9","2.29","2.7","--","1","1","--","4.09","--","88.7","--","90.88","6.22","92.47","-6.22","-1.6","88.7","98.69","-9.99"
