"Player","Date","Team","Position","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","FF","FA","F+/-","FF%","FF/60","FA/60","SF","SA","S+/-","SF%","SF/60","SA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","PENT/60","PEND/60","Sh%","Sv%","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","PDO","xPDO","dPDO"
"Andreas Borgman","October 27, 2017 - October 27, 2017","TOR","D","2","15.52","10.36","11.98","-1.62","46.37","40.05","46.31","9.02","10.16","-1.14","47.03","34.87","39.28","5.46","9.18","-3.72","37.3","21.11","35.49","--","1.05","-1.05","--","--","4.06","0.49","0.41","0.08","54.44","1.89","1.59","--","--","--","--","--","--","88.56","--","89.67","5.43","95.96","-5.43","-6.3","88.56","101.4","-12.83"
"Auston Matthews","October 27, 2017 - October 27, 2017","TOR","C","2","13.75","14.29","9.75","4.54","59.44","62.36","42.55","10.6","5.9","4.7","64.24","46.25","25.75","6.81","5.2","1.61","56.7","29.72","22.69","1.83","--","1.83","100","7.99","--","0.9","0.21","0.69","81.08","3.93","0.92","--","1","1","--","4.36","26.87","100","17.26","100","8.49","96.44","8.77","3.56","126.87","104.93","21.94"
"Connor Brown","October 27, 2017 - October 27, 2017","TOR","R","3","14.48","13.22","12.54","0.68","51.32","54.78","51.96","9.8","11.91","-2.11","45.14","40.61","49.35","6.07","5.61","0.46","51.97","25.15","23.25","0.96","1.78","-0.82","35.04","3.98","7.38","0.78","0.68","0.1","53.42","3.23","2.82","--","1","1","--","4.14","15.82","68.27","9.8","85.05","7.96","94.29","1.84","-9.24","84.09","102.25","-18.16"
"Dominic Moore","October 27, 2017 - October 27, 2017","TOR","C","3","8.68","8.25","5.14","3.11","61.61","57.03","35.53","7.58","3.9","3.68","66.03","52.4","26.96","5.49","2.49","3","68.8","37.95","17.21","--","--","--","--","--","--","0.58","0.27","0.31","68.24","4.01","1.87","1","1","--","6.91","6.91","--","100","--","100","7.65","93.08","-7.65","6.92","100","100.73","-0.73"
"Jake Gardiner","October 27, 2017 - October 27, 2017","TOR","D","2","18.25","11.85","12.22","-0.37","49.23","38.96","40.18","6.26","9.04","-2.78","40.92","20.58","29.72","4.28","6.91","-2.63","38.25","14.07","22.72","--","--","--","--","--","--","0.43","0.47","-0.04","47.78","1.41","1.55","1","1","--","3.29","3.29","--","100","--","100","6.87","94.8","-6.87","5.2","100","101.67","-1.67"
"Josh Leivo","October 27, 2017 - October 27, 2017","TOR","L","2","9.47","8.13","4.45","3.68","64.63","51.51","28.19","8.34","3.19","5.15","72.33","52.84","20.21","5.31","1.75","3.56","75.21","33.64","11.09","0.87","--","0.87","100","5.51","--","0.62","0.26","0.36","70.45","3.93","1.65","1","--","-1","6.34","--","16.38","100","10.43","100","7.43","91.85","3","8.15","116.38","99.28","17.1"
"Kasperi Kapanen","October 27, 2017 - October 27, 2017","TOR","R","1","7.52","6.53","5.14","1.39","55.96","52.1","41.01","6.7","3.9","2.8","63.21","53.46","31.12","4.6","2.49","2.11","64.88","36.7","19.87","--","--","--","--","--","--","0.49","0.27","0.22","64.47","3.91","2.15","1","--","-1","7.98","--","--","100","--","100","7.31","93.08","-7.31","6.92","100","100.39","-0.39"
"Leo Komarov","October 27, 2017 - October 27, 2017","TOR","C","3","14.07","11.25","12.84","-1.59","46.7","47.97","54.75","8.01","12.19","-4.18","39.65","34.16","51.98","4.26","5.87","-1.61","42.05","18.17","25.03","--","0.98","-0.98","--","--","4.18","0.5","0.68","-0.18","42.37","2.13","2.9","--","1","1","--","4.26","--","83.3","--","91.96","6.24","94.42","-6.24","-2.46","83.3","100.66","-17.36"
"Mitch Marner","October 27, 2017 - October 27, 2017","TOR","C","2","13","4.21","10.48","-6.27","28.66","19.43","48.37","4.3","9.65","-5.35","30.82","19.85","44.54","2.44","9.75","-7.31","20.02","11.26","45","--","1.05","-1.05","--","--","4.85","0.08","0.24","-0.16","25","0.37","1.11","--","--","--","--","--","--","89.23","--","89.12","1.86","97.51","-1.86","-8.39","89.23","99.37","-10.14"
"Morgan Rielly","October 27, 2017 - October 27, 2017","TOR","D","2","16.98","15.76","14.37","1.39","52.31","55.69","50.78","13.14","11.91","1.23","52.46","46.43","42.08","8.51","5.61","2.9","60.27","30.07","19.82","0.96","1.78","-0.82","35.04","3.39","6.29","0.97","0.68","0.29","58.79","3.43","2.4","--","1","1","--","3.53","11.28","68.27","7.31","85.05","7.38","94.29","-0.08","-9.24","79.55","101.67","-22.12"
"Nazem Kadri","October 27, 2017 - October 27, 2017","TOR","C","2","15.08","14.68","13.52","1.16","52.06","58.41","53.79","10.54","12.9","-2.36","44.97","41.94","51.33","6.82","6.6","0.22","50.82","27.14","26.26","1.83","1.78","0.05","50.69","7.28","7.08","0.81","0.7","0.11","53.64","3.22","2.79","--","--","--","--","--","26.83","73.03","17.36","86.2","7.69","94.57","9.68","-8.37","99.86","102.26","-2.4"
"Nikita Zaitsev","October 27, 2017 - October 27, 2017","TOR","D","2","18.92","12.85","13.2","-0.35","49.33","40.75","41.86","8.34","10.03","-1.69","45.4","26.45","31.81","5.02","7.9","-2.88","38.85","15.92","25.05","0.87","--","0.87","100","2.76","--","0.61","0.49","0.12","55.45","1.93","1.55","1","1","--","3.17","3.17","17.33","100","10.43","100","7.31","95.11","3.12","4.89","117.33","102.43","14.9"
"Patrick Marleau","October 27, 2017 - October 27, 2017","TOR","C","2","13.35","4.21","8.82","-4.61","32.31","18.92","39.64","4.3","7.97","-3.67","35.04","19.33","35.82","2.44","8.05","-5.61","23.26","10.97","36.18","--","1.84","-1.84","--","--","8.27","0.08","0.22","-0.14","26.67","0.36","0.99","--","--","--","--","--","--","77.14","--","76.91","1.86","97.24","-1.86","-20.33","77.14","99.1","-21.96"
"Roman Polak","October 27, 2017 - October 27, 2017","TOR","D","2","14","11.25","8.98","2.27","55.61","48.21","38.49","9.93","8.03","1.9","55.29","42.56","34.41","6.38","8.11","-1.73","44.03","27.34","34.76","--","1.05","-1.05","--","--","4.5","0.51","0.21","0.3","70.83","2.19","0.9","--","--","--","--","--","--","87.05","--","86.92","5.14","97.38","-5.14","-10.46","87.05","102.52","-15.47"
"Ron Hainsey","October 27, 2017 - October 27, 2017","TOR","D","2","16.03","15.17","12.35","2.82","55.12","56.78","46.23","13.57","10.78","2.79","55.73","50.79","40.35","7.59","5.53","2.06","57.85","28.41","20.7","0.96","1.78","-0.82","35.04","3.59","6.66","1.11","0.5","0.61","68.94","4.15","1.87","--","1","1","--","3.74","12.65","67.81","7.07","83.49","8.18","95.36","-1.11","-11.87","80.46","103.54","-23.08"
"Tyler Bozak","October 27, 2017 - October 27, 2017","TOR","C","2","11.73","4.18","8.83","-4.65","32.13","21.38","45.17","4.28","7.98","-3.7","34.91","21.89","40.82","3.36","8.06","-4.7","29.42","17.19","41.23","--","1.05","-1.05","--","--","5.37","0.07","0.21","-0.14","25","0.36","1.07","--","--","--","--","--","--","86.97","--","86.84","1.64","97.37","-1.64","-10.53","86.97","99","-12.03"
"William Nylander","October 27, 2017 - October 27, 2017","TOR","C","3","14.02","15.01","8.68","6.33","63.36","64.24","37.15","9.68","4.84","4.84","66.67","41.43","20.71","5.89","4.14","1.75","58.72","25.21","17.72","0.87","--","0.87","100","3.72","--","0.71","0.19","0.52","78.89","3.04","0.81","--","1","1","--","4.28","14.77","100","8.99","100","7.33","96.07","1.65","3.93","114.77","103.41","11.36"
"Zach Hyman","October 27, 2017 - October 27, 2017","TOR","C","3","14.57","13.65","9.47","4.18","59.04","56.21","39","8.07","5.57","2.5","59.16","33.23","22.94","4.26","4.82","-0.56","46.92","17.54","19.85","--","--","--","--","--","--","0.6","0.21","0.39","74.07","2.47","0.86","--","1","1","--","4.12","--","100","--","100","7.43","96.23","-7.43","3.77","100","103.66","-3.66"
