"","Player","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"","Nikita Zaitsev","D","1","17.133333333333","11","18","37.93","7","13","35.00","2","10","16.67","1","1","50.00","4","9","30.77","1","3","25.00","1","1","50.00","50.00","90.00","1.400","4","9","6","40.00"
"","Nazem Kadri","C","1","12.65","9","16","36.00","8","11","42.11","6","7","46.15","0","0","0.00","4","7","36.36","4","3","57.14","0","0","0.00","0.00","100.00","1.000","2","2","5","28.57"
"","Zach Hyman","C","1","11.066666666667","8","15","34.78","7","12","36.84","2","9","18.18","1","1","50.00","2","7","22.22","1","3","25.00","1","1","50.00","50.00","88.89","1.389","3","5","2","60.00"
"","Mitchell Marner","C","1","12.016666666667","11","14","44.00","10","9","52.63","7","5","58.33","1","0","100.00","6","7","46.15","5","3","62.50","1","0","100.00","14.29","100.00","1.143","2","1","4","33.33"
"","Jake Gardiner","D","1","13.35","11","13","45.83","7","9","43.75","2","7","22.22","1","1","50.00","4","7","36.36","1","2","33.33","1","1","50.00","50.00","85.71","1.357","4","8","3","57.14"
"","Morgan Rielly","D","1","10.866666666667","12","12","50.00","10","10","50.00","7","5","58.33","0","0","0.00","4","7","36.36","4","4","50.00","0","0","0.00","0.00","100.00","1.000","2","1","2","50.00"
"","Ron Hainsey","D","1","13.083333333333","11","12","47.83","9","9","50.00","7","5","58.33","0","0","0.00","4","5","44.44","4","2","66.67","0","0","0.00","0.00","100.00","1.000","2","2","5","28.57"
"","Patrick Marleau","C","1","11.983333333333","11","12","47.83","8","8","50.00","5","4","55.56","0","0","0.00","5","7","41.67","4","3","57.14","0","0","0.00","0.00","100.00","1.000","2","2","5","28.57"
"","Roman Polak","D","1","11.733333333333","9","10","47.37","9","6","60.00","6","5","54.55","2","0","100.00","6","5","54.55","3","3","50.00","2","0","100.00","33.33","100.00","1.333","1","6","3","25.00"
"","Auston Matthews","C","1","10.95","12","10","54.55","9","8","52.94","3","6","33.33","2","1","66.67","4","6","40.00","2","2","50.00","2","1","66.67","66.67","83.33","1.500","3","5","2","60.00"
"","Travis Dermott","D","1","10.533333333333","8","10","44.44","8","6","57.14","6","4","60.00","2","0","100.00","6","4","60.00","3","3","50.00","2","0","100.00","33.33","100.00","1.333","1","6","3","25.00"
"","William Nylander","C","1","9.6833333333333","10","9","52.63","7","7","50.00","3","5","37.50","2","1","66.67","3","5","37.50","2","1","66.67","2","1","66.67","66.67","80.00","1.467","3","5","2","60.00"
"","Leo Komarov","C","1","9.8666666666667","7","7","50.00","6","5","54.55","4","4","50.00","0","0","0.00","3","1","75.00","1","1","50.00","0","0","0.00","0.00","100.00","1.000","1","7","3","25.00"
"","Kasperi Kapanen","R","1","8.1166666666667","8","6","57.14","6","4","60.00","4","2","66.67","0","0","0.00","4","2","66.67","1","2","33.33","0","0","0.00","0.00","100.00","1.000","1","6","2","33.33"
"","Tyler Bozak","C","1","8.6166666666667","4","6","40.00","4","3","57.14","4","3","57.14","1","0","100.00","4","3","57.14","2","1","66.67","1","0","100.00","25.00","100.00","1.250","2","3","3","40.00"
"","Connor Brown","R","1","6.9166666666667","3","6","33.33","3","4","42.86","2","4","33.33","1","0","100.00","2","4","33.33","1","2","33.33","1","0","100.00","50.00","100.00","1.500","1","3","2","33.33"
"","James van Riemsdyk","L","1","6.6","4","5","44.44","3","3","50.00","3","3","50.00","1","0","100.00","3","3","50.00","1","1","50.00","1","0","100.00","33.33","100.00","1.333","1","3","2","33.33"
"","Dominic Moore","C","1","5.6666666666667","6","4","60.00","4","3","57.14","2","2","50.00","0","0","0.00","2","1","66.67","0","1","0.00","0","0","0.00","0.00","100.00","1.000","0","6","1","0.00"
