"","Player","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"","Jake Gardiner","D","1","1.4666666666667","1","4","20.00","1","4","20.00","1","2","33.33","0","0","0.00","0","1","0.00","0","1","0.00","0","0","0.00","0.00","100.00","1.000","0","1","1","0.00"
"","Zach Hyman","C","1","1.85","1","4","20.00","1","4","20.00","1","2","33.33","0","0","0.00","0","1","0.00","0","1","0.00","0","0","0.00","0.00","100.00","1.000","0","1","2","0.00"
"","Connor Brown","R","1","1.85","1","4","20.00","1","4","20.00","1","2","33.33","0","0","0.00","0","1","0.00","0","1","0.00","0","0","0.00","0.00","100.00","1.000","0","1","2","0.00"
"","William Nylander","C","1","1.6333333333333","1","4","20.00","1","4","20.00","1","2","33.33","0","0","0.00","0","1","0.00","0","1","0.00","0","0","0.00","0.00","100.00","1.000","0","1","2","0.00"
"","Nikita Zaitsev","D","1","1.4666666666667","1","4","20.00","1","4","20.00","1","2","33.33","0","0","0.00","0","1","0.00","0","1","0.00","0","0","0.00","0.00","100.00","1.000","0","1","1","0.00"
"","Tyler Bozak","C","1","1.0333333333333","0","4","0.00","0","4","0.00","0","4","0.00","0","0","0.00","0","2","0.00","0","1","0.00","0","0","0.00","0.00","100.00","1.000","1","0","1","50.00"
"","Kasperi Kapanen","R","1","1.0333333333333","0","4","0.00","0","4","0.00","0","4","0.00","0","0","0.00","0","2","0.00","0","1","0.00","0","0","0.00","0.00","100.00","1.000","1","0","1","50.00"
"","Ron Hainsey","D","1","1.7666666666667","0","3","0.00","0","3","0.00","0","3","0.00","0","1","0.00","0","1","0.00","0","1","0.00","0","1","0.00","0.00","66.67","0.667","0","1","4","0.00"
"","James van Riemsdyk","L","1","0.7","0","3","0.00","0","3","0.00","0","3","0.00","0","0","0.00","0","2","0.00","0","1","0.00","0","0","0.00","0.00","100.00","1.000","1","0","0","100.00"
"","Morgan Rielly","D","1","1.7833333333333","0","3","0.00","0","3","0.00","0","3","0.00","0","1","0.00","0","1","0.00","0","1","0.00","0","1","0.00","0.00","66.67","0.667","0","1","4","0.00"
"","Connor Carrick","D","1","0.85","0","3","0.00","0","3","0.00","0","3","0.00","0","0","0.00","0","2","0.00","0","1","0.00","0","0","0.00","0.00","100.00","1.000","1","0","0","100.00"
"","Travis Dermott","D","1","0.83333333333333","0","3","0.00","0","3","0.00","0","3","0.00","0","0","0.00","0","2","0.00","0","1","0.00","0","0","0.00","0.00","100.00","1.000","1","0","0","100.00"
"","Patrick Marleau","C","1","1.2","0","2","0.00","0","2","0.00","0","2","0.00","0","1","0.00","0","1","0.00","0","1","0.00","0","1","0.00","0.00","50.00","0.500","0","1","2","0.00"
"","Nazem Kadri","C","1","1.4166666666667","0","2","0.00","0","2","0.00","0","2","0.00","0","1","0.00","0","1","0.00","0","1","0.00","0","1","0.00","0.00","50.00","0.500","0","1","2","0.00"
"","Mitchell Marner","C","1","1.2","0","2","0.00","0","2","0.00","0","2","0.00","0","1","0.00","0","1","0.00","0","1","0.00","0","1","0.00","0.00","50.00","0.500","0","1","2","0.00"
"","Tomas Plekanec","C","1","0.33333333333333","0","1","0.00","0","1","0.00","0","1","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","0","0","1","0.00"
