"","Player","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"","Jake Gardiner","D","1","9.5833333333333","8","10","44.44","6","9","40.00","3","6","33.33","0","0","0.00","2","5","28.57","1","1","50.00","0","0","0.00","0.00","100.00","1.000","4","2","4","50.00"
"","James van Riemsdyk","L","1","5.4833333333333","12","8","60.00","11","8","57.89","8","6","57.14","1","0","100.00","4","3","57.14","2","1","66.67","1","0","100.00","12.50","100.00","1.125","3","5","0","100.00"
"","Tyler Bozak","C","1","5.5666666666667","12","8","60.00","11","8","57.89","8","6","57.14","1","0","100.00","4","3","57.14","2","1","66.67","1","0","100.00","12.50","100.00","1.125","3","5","0","100.00"
"","Mitchell Marner","C","1","5.5333333333333","9","8","52.94","9","8","52.94","6","6","50.00","1","0","100.00","2","3","40.00","2","1","66.67","1","0","100.00","16.67","100.00","1.167","3","5","0","100.00"
"","Ron Hainsey","D","1","9.4","10","8","55.56","6","8","42.86","4","6","40.00","1","0","100.00","5","3","62.50","2","2","50.00","0","0","0.00","25.00","100.00","1.250","3","4","3","50.00"
"","Morgan Rielly","D","1","9.4833333333333","12","7","63.16","7","7","50.00","6","5","54.55","2","0","100.00","7","2","77.78","2","1","66.67","1","0","100.00","33.33","100.00","1.333","3","3","3","50.00"
"","Patrick Marleau","C","1","6.5333333333333","4","6","40.00","1","5","16.67","1","3","25.00","0","0","0.00","1","3","25.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","1","1","4","20.00"
"","Roman Polak","D","1","5.35","6","5","54.55","6","4","60.00","4","1","80.00","0","0","0.00","1","2","33.33","0","0","0.00","0","0","0.00","0.00","100.00","1.000","0","4","1","0.00"
"","William Nylander","C","1","7.85","7","5","58.33","6","5","54.55","4","3","57.14","1","0","100.00","5","2","71.43","1","1","50.00","0","0","0.00","25.00","100.00","1.250","2","1","2","50.00"
"","Auston Matthews","C","1","8.1","6","5","54.55","5","5","50.00","3","3","50.00","1","0","100.00","4","2","66.67","1","1","50.00","0","0","0.00","33.33","100.00","1.333","2","1","2","50.00"
"","Nazem Kadri","C","1","7.3833333333333","8","5","61.54","3","4","42.86","2","2","50.00","0","0","0.00","2","2","50.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","1","2","4","20.00"
"","Leo Komarov","C","1","6.55","4","5","44.44","1","4","20.00","1","2","33.33","0","0","0.00","1","2","33.33","0","0","0.00","0","0","0.00","0.00","100.00","1.000","1","2","4","20.00"
"","Zach Hyman","C","1","8.1666666666667","6","4","60.00","5","4","55.56","3","2","60.00","1","0","100.00","4","1","80.00","1","1","50.00","0","0","0.00","33.33","100.00","1.333","2","2","2","50.00"
"","Connor Carrick","D","1","7.0166666666667","4","4","50.00","3","4","42.86","1","3","25.00","0","0","0.00","0","1","0.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","4","1","3","57.14"
"","Travis Dermott","D","1","5.2833333333333","8","2","80.00","8","2","80.00","6","1","85.71","1","0","100.00","3","1","75.00","1","0","100.00","1","0","100.00","16.67","100.00","1.167","0","4","0","0.00"
"","Matt Martin","L","1","2.65","2","0","100.00","1","0","100.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","1","1","1","50.00"
"","Connor Brown","R","1","2.6333333333333","2","0","100.00","1","0","100.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","1","1","1","50.00"
"","Frederik Gauthier","C","1","2.45","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","1","1","1","50.00"
