"","Player","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"","Nikita Zaitsev","D","1","10.55","11","11","50.00","8","8","50.00","5","6","45.45","1","0","100.00","8","6","57.14","3","3","50.00","0","0","0.00","20.00","100.00","1.200","8","3","2","80.00"
"","Jake Gardiner","D","1","9.0333333333333","9","10","47.37","6","7","46.15","4","5","44.44","0","0","0.00","6","5","54.55","2","3","40.00","0","0","0.00","0.00","100.00","1.000","7","2","2","77.78"
"","Mitchell Marner","C","1","7.1666666666667","2","9","18.18","2","8","20.00","1","8","11.11","0","1","0.00","0","2","0.00","0","0","0.00","0","0","0.00","0.00","87.50","0.875","3","2","4","42.86"
"","Ron Hainsey","D","1","9.4833333333333","5","8","38.46","3","6","33.33","1","4","20.00","0","2","0.00","1","4","20.00","1","1","50.00","0","1","0.00","0.00","50.00","0.500","3","5","5","37.50"
"","Morgan Rielly","D","1","8.7333333333333","4","8","33.33","2","5","28.57","1","3","25.00","0","2","0.00","0","4","0.00","0","1","0.00","0","1","0.00","0.00","33.33","0.333","2","4","5","28.57"
"","Andreas Borgman","D","1","7.8","7","7","50.00","6","6","50.00","4","6","40.00","0","1","0.00","4","2","66.67","3","0","100.00","0","0","0.00","0.00","83.33","0.833","1","1","5","16.67"
"","Nazem Kadri","C","1","7.8166666666667","7","7","50.00","5","6","45.45","3","4","42.86","1","2","33.33","5","4","55.56","3","1","75.00","0","1","0.00","33.33","50.00","0.833","3","4","3","50.00"
"","Leo Komarov","C","1","7.4666666666667","6","7","46.15","4","6","40.00","2","4","33.33","0","2","0.00","4","4","50.00","3","1","75.00","0","1","0.00","0.00","50.00","0.500","3","4","3","50.00"
"","Patrick Marleau","C","1","6.5","2","7","22.22","2","6","25.00","1","6","14.29","0","1","0.00","0","2","0.00","0","0","0.00","0","0","0.00","0.00","83.33","0.833","3","2","2","60.00"
"","Tyler Bozak","C","1","6.5666666666667","2","7","22.22","2","6","25.00","1","6","14.29","0","1","0.00","0","2","0.00","0","0","0.00","0","0","0.00","0.00","83.33","0.833","3","2","3","50.00"
"","Roman Polak","D","1","7.3","7","6","53.85","6","6","50.00","4","6","40.00","0","1","0.00","4","1","80.00","3","0","100.00","0","0","0.00","0.00","83.33","0.833","1","1","5","16.67"
"","Josh Leivo","L","1","4.75","6","6","50.00","6","4","60.00","5","2","71.43","1","0","100.00","4","3","57.14","1","3","25.00","0","0","0.00","20.00","100.00","1.200","0","0","2","0.00"
"","Dominic Moore","C","1","5.6833333333333","6","6","50.00","5","4","55.56","4","2","66.67","0","0","0.00","3","3","50.00","1","3","25.00","0","0","0.00","0.00","100.00","1.000","0","0","2","0.00"
"","Connor Brown","R","1","7.6833333333333","7","6","53.85","4","5","44.44","2","3","40.00","0","2","0.00","4","3","57.14","3","1","75.00","0","1","0.00","0.00","33.33","0.333","3","3","3","50.00"
"","Kasperi Kapanen","R","1","4.7166666666667","4","6","40.00","4","4","50.00","3","2","60.00","0","0","0.00","2","3","40.00","1","3","25.00","0","0","0.00","0.00","100.00","1.000","0","0","2","0.00"
"","William Nylander","C","1","6.9","9","5","64.29","6","3","66.67","4","3","57.14","1","0","100.00","6","2","75.00","2","0","100.00","0","0","0.00","25.00","100.00","1.250","5","2","4","55.56"
"","Auston Matthews","C","1","6.7833333333333","8","5","61.54","5","3","62.50","3","3","50.00","1","0","100.00","5","2","71.43","2","0","100.00","0","0","0.00","33.33","100.00","1.333","5","2","5","50.00"
"","Zach Hyman","C","1","7.4833333333333","8","4","66.67","4","2","66.67","2","2","50.00","0","0","0.00","4","3","57.14","2","0","100.00","0","0","0.00","0.00","100.00","1.000","5","3","3","62.50"
