"","Player","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"","Jake Gardiner","D","1","14.866666666667","20","17","54.05","13","14","48.15","8","13","38.10","0","1","0.00","14","9","60.87","5","4","55.56","0","0","0.00","0.00","92.31","0.923","6","3","6","50.00"
"","Connor Brown","R","1","9.0666666666667","12","13","48.00","9","11","45.00","6","9","40.00","0","2","0.00","9","8","52.94","5","2","71.43","0","0","0.00","0.00","77.78","0.778","5","1","3","62.50"
"","James van Riemsdyk","L","1","9.3166666666667","12","13","48.00","8","11","42.11","5","9","35.71","0","2","0.00","8","8","50.00","5","2","71.43","0","0","0.00","0.00","77.78","0.778","5","1","3","62.50"
"","Nikita Zaitsev","D","1","11.783333333333","15","12","55.56","10","10","50.00","7","9","43.75","0","1","0.00","11","7","61.11","5","2","71.43","0","0","0.00","0.00","88.89","0.889","5","3","5","50.00"
"","Morgan Rielly","D","1","13.466666666667","12","12","50.00","9","12","42.86","6","6","50.00","0","1","0.00","8","6","57.14","5","1","83.33","0","0","0.00","0.00","83.33","0.833","5","6","5","50.00"
"","Mitchell Marner","C","1","10.316666666667","8","12","40.00","6","11","35.29","3","7","30.00","0","0","0.00","5","6","45.45","4","2","66.67","0","0","0.00","0.00","100.00","1.000","5","5","5","50.00"
"","Patrick Marleau","C","1","10.083333333333","9","11","45.00","8","10","44.44","5","6","45.45","0","0","0.00","7","5","58.33","5","2","71.43","0","0","0.00","0.00","100.00","1.000","5","5","5","50.00"
"","Tyler Bozak","C","1","8.9166666666667","11","11","50.00","8","9","47.06","5","7","41.67","0","2","0.00","7","7","50.00","5","2","71.43","0","0","0.00","0.00","71.43","0.714","5","1","3","62.50"
"","Ron Hainsey","D","1","12.183333333333","9","11","45.00","7","10","41.18","5","4","55.56","0","0","0.00","6","7","46.15","4","3","57.14","0","0","0.00","0.00","100.00","1.000","3","6","2","60.00"
"","Nazem Kadri","C","1","10.3","9","11","45.00","7","10","41.18","5","6","45.45","0","0","0.00","7","6","53.85","4","2","66.67","0","0","0.00","0.00","100.00","1.000","4","5","5","44.44"
"","Roman Polak","D","1","8.7833333333333","9","6","60.00","7","5","58.33","3","2","60.00","0","1","0.00","4","5","44.44","1","2","33.33","0","0","0.00","0.00","50.00","0.500","2","3","4","33.33"
"","Auston Matthews","C","1","9.6166666666667","12","5","70.59","7","4","63.64","4","3","57.14","0","0","0.00","6","4","60.00","0","1","0.00","0","0","0.00","0.00","100.00","1.000","1","3","4","20.00"
"","William Nylander","C","1","9.3333333333333","12","4","75.00","7","3","70.00","4","2","66.67","0","0","0.00","6","3","66.67","0","1","0.00","0","0","0.00","0.00","100.00","1.000","1","3","4","20.00"
"","Travis Dermott","D","1","5.6166666666667","3","4","42.86","2","3","40.00","1","2","33.33","0","0","0.00","1","2","33.33","0","0","0.00","0","0","0.00","0.00","100.00","1.000","1","1","2","33.33"
"","Zach Hyman","C","1","7.6666666666667","11","3","78.57","7","2","77.78","4","1","80.00","0","0","0.00","6","3","66.67","0","1","0.00","0","0","0.00","0.00","100.00","1.000","1","3","3","25.00"
"","Kasperi Kapanen","R","1","4.9666666666667","2","3","40.00","2","3","40.00","2","1","66.67","0","0","0.00","2","2","50.00","1","1","50.00","0","0","0.00","0.00","100.00","1.000","0","2","0","0.00"
"","Tomas Plekanec","C","1","4.55","1","3","25.00","1","3","25.00","1","1","50.00","0","0","0.00","1","1","50.00","0","1","0.00","0","0","0.00","0.00","100.00","1.000","0","2","0","0.00"
"","Leo Komarov","C","1","4.4666666666667","1","2","33.33","1","2","33.33","1","0","100.00","0","0","0.00","1","1","50.00","0","1","0.00","0","0","0.00","0.00","100.00","1.000","0","2","0","0.00"
