"","Player","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"","Jake Gardiner","D","1","4.3666666666667","1","6","14.29","1","5","16.67","1","5","16.67","0","0","0.00","1","4","20.00","0","1","0.00","0","0","0.00","0.00","100.00","1.000","0","3","0","0.00"
"","Ron Hainsey","D","1","2.05","5","4","55.56","2","3","40.00","2","3","40.00","1","0","100.00","3","2","60.00","1","2","33.33","1","0","100.00","50.00","100.00","1.500","1","1","0","100.00"
"","Patrick Marleau","C","1","1.9","3","4","42.86","1","3","25.00","1","3","25.00","0","0","0.00","2","2","50.00","0","2","0.00","0","0","0.00","0.00","100.00","1.000","1","1","0","100.00"
"","Nazem Kadri","C","1","1.9","3","4","42.86","1","3","25.00","1","3","25.00","0","0","0.00","2","2","50.00","0","2","0.00","0","0","0.00","0.00","100.00","1.000","1","1","0","100.00"
"","Leo Komarov","C","1","1.85","1","4","20.00","0","3","0.00","0","3","0.00","0","0","0.00","0","2","0.00","0","2","0.00","0","0","0.00","0.00","100.00","1.000","1","1","0","100.00"
"","Tyler Bozak","C","1","2.7166666666667","3","2","60.00","2","2","50.00","2","2","50.00","1","0","100.00","2","2","50.00","1","0","100.00","1","0","100.00","50.00","100.00","1.500","0","0","0","0.00"
"","Morgan Rielly","D","1","1.7333333333333","5","2","71.43","2","1","66.67","2","1","66.67","1","0","100.00","3","1","75.00","1","1","50.00","1","0","100.00","50.00","100.00","1.500","1","0","0","100.00"
"","Mitchell Marner","C","1","1.7","2","2","50.00","1","1","50.00","1","1","50.00","0","0","0.00","2","1","66.67","0","0","0.00","0","0","0.00","0.00","100.00","1.000","0","3","0","0.00"
"","Roman Polak","D","1","1.85","0","2","0.00","0","1","0.00","0","1","0.00","0","0","0.00","0","1","0.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","0","3","0","0.00"
"","James van Riemsdyk","L","1","2.5666666666667","0","2","0.00","0","2","0.00","0","2","0.00","0","0","0.00","0","2","0.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","0","0","0","0.00"
"","Zach Hyman","C","1","1.8333333333333","0","2","0.00","0","1","0.00","0","1","0.00","0","0","0.00","0","1","0.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","0","3","0","0.00"
"","Connor Brown","R","1","2.1166666666667","0","2","0.00","0","2","0.00","0","2","0.00","0","0","0.00","0","2","0.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","0","0","0","0.00"
"","William Nylander","C","1","2.3166666666667","0","2","0.00","0","1","0.00","0","1","0.00","0","0","0.00","0","1","0.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","0","3","0","0.00"
"","Travis Dermott","D","1","1.9","0","2","0.00","0","2","0.00","0","2","0.00","0","0","0.00","0","2","0.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","0","1","1","0.00"
"","Josh Leivo","L","1","0.86666666666667","3","0","100.00","2","0","100.00","2","0","100.00","1","0","100.00","2","0","100.00","1","0","100.00","1","0","100.00","50.00","100.00","1.500","0","0","1","0.00"
"","Kasperi Kapanen","R","1","1.0166666666667","3","0","100.00","2","0","100.00","2","0","100.00","1","0","100.00","2","0","100.00","1","0","100.00","1","0","100.00","50.00","100.00","1.500","0","0","1","0.00"
"","Connor Carrick","D","1","2.4333333333333","1","0","100.00","1","0","100.00","1","0","100.00","0","0","0.00","1","0","100.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","0","0","1","0.00"
"","Tomas Plekanec","C","1","0.71666666666667","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","0","0","1","0.00"
