"","Player","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"","Auston Matthews","C","1","4.95","2","7","22.22","2","7","22.22","1","4","20.00","0","1","0.00","0","5","0.00","0","4","0.00","0","1","0.00","0.00","75.00","0.750","0","2","1","0.00"
"","William Nylander","C","1","4.2166666666667","3","6","33.33","3","6","33.33","2","3","40.00","0","0","0.00","0","4","0.00","0","3","0.00","0","0","0.00","0.00","100.00","1.000","0","2","1","0.00"
"","Zach Hyman","C","1","3.7333333333333","2","6","25.00","2","6","25.00","1","3","25.00","0","0","0.00","0","4","0.00","0","3","0.00","0","0","0.00","0.00","100.00","1.000","0","1","1","0.00"
"","Andreas Borgman","D","1","3.5166666666667","1","6","14.29","1","6","14.29","1","4","20.00","0","1","0.00","0","2","0.00","0","2","0.00","0","0","0.00","0.00","75.00","0.750","1","1","1","50.00"
"","Connor Carrick","D","1","2.8","0","5","0.00","0","5","0.00","0","3","0.00","0","0","0.00","0","2","0.00","0","2","0.00","0","0","0.00","0.00","100.00","1.000","1","0","1","50.00"
"","Nikita Zaitsev","D","1","4","2","4","33.33","2","4","33.33","0","2","0.00","0","1","0.00","0","3","0.00","0","2","0.00","0","1","0.00","0.00","50.00","0.500","0","2","1","0.00"
"","Jake Gardiner","D","1","3.7","2","3","40.00","2","3","40.00","0","1","0.00","0","0","0.00","0","2","0.00","0","1","0.00","0","0","0.00","0.00","100.00","1.000","0","2","1","0.00"
"","Matt Martin","L","1","2.9","3","3","50.00","2","3","40.00","0","2","0.00","0","0","0.00","1","0","100.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","2","1","1","66.67"
"","Tyler Bozak","C","1","2.7833333333333","3","3","50.00","2","3","40.00","0","2","0.00","0","0","0.00","1","0","100.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","2","1","1","66.67"
"","Mitchell Marner","C","1","2.9","3","3","50.00","2","3","40.00","0","2","0.00","0","0","0.00","1","0","100.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","2","1","1","66.67"
"","Morgan Rielly","D","1","4.6","7","2","77.78","5","2","71.43","3","2","60.00","1","1","50.00","3","0","100.00","0","0","0.00","0","0","0.00","33.33","50.00","0.833","2","2","0","100.00"
"","Ron Hainsey","D","1","4.5833333333333","6","2","75.00","4","2","66.67","2","2","50.00","1","1","50.00","3","1","75.00","0","1","0.00","0","1","0.00","50.00","50.00","1.000","2","3","0","100.00"
"","Patrick Marleau","C","1","3.8166666666667","3","2","60.00","2","2","50.00","1","2","33.33","1","2","33.33","2","1","66.67","0","1","0.00","0","1","0.00","100.00","0.00","1.000","1","2","0","100.00"
"","Leo Komarov","C","1","3.8166666666667","3","2","60.00","2","2","50.00","1","2","33.33","1","2","33.33","2","1","66.67","0","1","0.00","0","1","0.00","100.00","0.00","1.000","1","2","0","100.00"
"","Nazem Kadri","C","1","2.05","3","1","75.00","2","1","66.67","2","1","66.67","1","1","50.00","2","0","100.00","0","0","0.00","0","0","0.00","50.00","0.00","0.500","1","1","0","100.00"
"","Dominic Moore","C","1","1.8166666666667","1","0","100.00","1","0","100.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","0","1","0","0.00"
"","James van Riemsdyk","L","1","1.15","1","0","100.00","1","0","100.00","1","0","100.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","0","1","0","0.00"
"","Connor Brown","R","1","0.66666666666667","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","0","0","0","0.00"
