"","Player","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"","Morgan Rielly","D","1","6.55","7","10","41.18","5","7","41.67","4","5","44.44","1","0","100.00","3","2","60.00","3","0","100.00","1","0","100.00","25.00","100.00","1.250","1","3","2","33.33"
"","Ron Hainsey","D","1","5","6","9","40.00","5","6","45.45","4","4","50.00","1","0","100.00","3","2","60.00","3","0","100.00","1","0","100.00","25.00","100.00","1.250","0","3","2","0.00"
"","Leo Komarov","C","1","3.6833333333333","2","9","18.18","1","7","12.50","1","4","20.00","0","0","0.00","1","2","33.33","1","0","100.00","0","0","0.00","0.00","100.00","1.000","0","2","3","0.00"
"","Josh Leivo","L","1","3.6166666666667","2","7","22.22","1","5","16.67","1","2","33.33","0","0","0.00","1","1","50.00","1","0","100.00","0","0","0.00","0.00","100.00","1.000","0","2","3","0.00"
"","William Nylander","C","1","3.8166666666667","3","6","33.33","1","4","20.00","0","2","0.00","0","0","0.00","2","1","66.67","1","0","100.00","0","0","0.00","0.00","100.00","1.000","1","1","1","50.00"
"","Nikita Zaitsev","D","1","5.2166666666667","1","6","14.29","1","5","16.67","1","3","25.00","0","0","0.00","0","3","0.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","2","0","2","50.00"
"","Nazem Kadri","C","1","3.7333333333333","3","3","50.00","3","1","75.00","3","0","100.00","0","0","0.00","1","1","50.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","2","2","1","66.67"
"","Mitchell Marner","C","1","3.35","3","3","50.00","3","1","75.00","3","0","100.00","0","0","0.00","1","1","50.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","2","2","0","100.00"
"","Patrick Marleau","C","1","3.4","2","3","40.00","2","1","66.67","2","0","100.00","0","0","0.00","1","1","50.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","2","2","1","66.67"
"","Jake Gardiner","D","1","5.0666666666667","1","3","25.00","1","2","33.33","1","0","100.00","0","0","0.00","0","2","0.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","2","0","3","40.00"
"","Zach Hyman","C","1","3.1","3","3","50.00","1","3","25.00","0","3","0.00","0","0","0.00","2","1","66.67","1","0","100.00","0","0","0.00","0.00","100.00","1.000","1","1","0","100.00"
"","Tomas Plekanec","C","1","2.8333333333333","2","2","50.00","1","2","33.33","1","1","50.00","0","0","0.00","1","0","100.00","1","0","100.00","0","0","0.00","0.00","100.00","1.000","0","2","2","0.00"
"","Tyler Bozak","C","1","4.4166666666667","6","1","85.71","4","0","100.00","4","0","100.00","1","0","100.00","2","1","66.67","1","0","100.00","1","0","100.00","25.00","100.00","1.250","1","1","3","25.00"
"","James van Riemsdyk","L","1","4.2833333333333","5","1","83.33","3","0","100.00","3","0","100.00","1","0","100.00","2","1","66.67","1","0","100.00","1","0","100.00","33.33","100.00","1.333","1","1","2","33.33"
"","Connor Brown","R","1","4.2833333333333","5","1","83.33","3","0","100.00","3","0","100.00","1","0","100.00","2","1","66.67","1","0","100.00","1","0","100.00","33.33","100.00","1.333","1","1","2","33.33"
"","Roman Polak","D","1","3.7666666666667","5","1","83.33","2","0","100.00","2","0","100.00","0","0","0.00","3","0","100.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","1","3","2","33.33"
"","Travis Dermott","D","1","3.4666666666667","6","1","85.71","2","0","100.00","2","0","100.00","0","0","0.00","3","0","100.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","2","3","1","66.67"
"","Kasperi Kapanen","R","1","2.9166666666667","3","1","75.00","1","1","50.00","0","1","0.00","0","0","0.00","2","0","100.00","1","0","100.00","0","0","0.00","0.00","100.00","1.000","1","1","0","100.00"
