"","Player","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"","Morgan Rielly","D","1","19.2","17","25","40.48","12","18","40.00","7","14","33.33","1","0","100.00","7","11","38.89","3","5","37.50","0","0","0.00","14.29","100.00","1.143","5","5","8","38.46"
"","Nikita Zaitsev","D","1","17.716666666667","17","23","42.50","12","14","46.15","9","12","42.86","3","0","100.00","13","11","54.17","5","4","55.56","2","0","100.00","33.33","100.00","1.333","2","11","9","18.18"
"","Ron Hainsey","D","1","20.933333333333","14","21","40.00","8","15","34.78","6","10","37.50","1","0","100.00","10","8","55.56","5","3","62.50","0","0","0.00","16.67","100.00","1.167","6","4","11","35.29"
"","Leo Komarov","C","1","16.483333333333","12","20","37.50","9","12","42.86","3","10","23.08","0","0","0.00","7","9","43.75","4","4","50.00","0","0","0.00","0.00","100.00","1.000","0","9","9","0.00"
"","William Nylander","C","1","13.133333333333","13","20","39.39","9","12","42.86","5","10","33.33","0","0","0.00","8","9","47.06","4","5","44.44","0","0","0.00","0.00","100.00","1.000","0","7","12","0.00"
"","Jake Gardiner","D","1","16.666666666667","18","19","48.65","13","13","50.00","10","12","45.45","3","0","100.00","11","8","57.89","5","3","62.50","2","0","100.00","30.00","100.00","1.300","2","12","10","16.67"
"","Nazem Kadri","C","1","15.5","13","18","41.94","11","11","50.00","5","9","35.71","1","0","100.00","7","10","41.18","4","4","50.00","0","0","0.00","20.00","100.00","1.200","0","9","9","0.00"
"","Tyler Bozak","C","1","12.233333333333","12","18","40.00","10","13","43.48","9","12","42.86","2","0","100.00","9","5","64.29","4","2","66.67","1","0","100.00","22.22","100.00","1.222","5","0","5","50.00"
"","Auston Matthews","C","1","13.583333333333","14","18","43.75","9","13","40.91","6","10","37.50","2","0","100.00","10","7","58.82","5","3","62.50","2","0","100.00","33.33","100.00","1.333","2","5","5","28.57"
"","Zach Hyman","C","1","13.6","19","17","52.78","12","10","54.55","9","8","52.94","1","0","100.00","10","5","66.67","4","3","57.14","1","0","100.00","11.11","100.00","1.111","3","6","8","27.27"
"","Mitchell Marner","C","1","13.966666666667","11","17","39.29","8","14","36.36","7","11","38.89","2","0","100.00","8","6","57.14","4","3","57.14","2","0","100.00","28.57","100.00","1.286","6","3","7","46.15"
"","Connor Carrick","D","1","16.866666666667","17","16","51.52","14","10","58.33","11","9","55.00","2","0","100.00","9","4","69.23","6","2","75.00","2","0","100.00","18.18","100.00","1.182","3","4","8","27.27"
"","James van Riemsdyk","L","1","11.65","10","15","40.00","9","11","45.00","8","10","44.44","2","0","100.00","7","5","58.33","4","2","66.67","1","0","100.00","25.00","100.00","1.250","5","0","6","45.45"
"","Patrick Marleau","C","1","14.316666666667","16","13","55.17","13","9","59.09","8","7","53.33","2","0","100.00","7","4","63.64","4","1","80.00","1","0","100.00","25.00","100.00","1.250","3","9","5","37.50"
"","Andreas Borgman","D","1","12.616666666667","15","12","55.56","13","8","61.90","9","7","56.25","2","0","100.00","8","2","80.00","4","1","80.00","2","0","100.00","22.22","100.00","1.222","2","4","6","25.00"
"","Matt Martin","L","1","10.55","7","8","46.67","4","6","40.00","4","4","50.00","2","0","100.00","4","3","57.14","2","0","100.00","2","0","100.00","50.00","100.00","1.500","2","4","2","50.00"
"","Dominic Moore","C","1","10.9","8","7","53.33","5","4","55.56","5","4","55.56","2","0","100.00","6","3","66.67","2","0","100.00","1","0","100.00","40.00","100.00","1.400","1","1","3","25.00"
"","Connor Brown","R","1","10.083333333333","12","3","80.00","9","2","81.82","9","1","90.00","2","0","100.00","4","0","100.00","1","0","100.00","1","0","100.00","22.22","100.00","1.222","3","7","7","30.00"
