"Player","Date","Team","Position","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","FF","FA","F+/-","FF%","FF/60","FA/60","SF","SA","S+/-","SF%","SF/60","SA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","PENT/60","PEND/60","Sh%","Sv%","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","PDO","xPDO","dPDO"
"Andreas Borgman","December 28, 2017 - December 28, 2017","TOR","D","1","13.22","11.37","8.26","3.11","57.92","51.6","37.49","11.66","5.05","6.61","69.78","52.92","22.92","8.85","3.04","5.81","74.43","40.17","13.8","1.79","--","1.79","100","8.12","--","0.37","0.23","0.14","61.67","1.68","1.04","2","--","-2","9.08","--","20.23","100","15.35","100","3.17","95.45","12.18","4.55","120.23","98.62","21.61"
"Auston Matthews","December 28, 2017 - December 28, 2017","TOR","C","3","17.85","11.24","17.68","-6.44","38.87","37.78","59.43","5.24","13.77","-8.53","27.56","17.61","46.29","3.32","9.74","-6.42","25.42","11.16","32.74","--","0.87","-0.87","--","--","2.92","0.53","0.83","-0.3","38.97","1.78","2.79","1","1","--","3.36","3.36","--","91.07","--","93.68","10.11","93.97","-10.11","-0.29","91.07","104.09","-13.02"
"Connor Brown","December 28, 2017 - December 28, 2017","TOR","R","3","12.77","10.88","9.39","1.49","53.68","51.12","44.12","11.11","7.32","3.79","60.28","52.2","34.39","9.25","4.64","4.61","66.59","43.46","21.8","0.79","1.88","-1.09","29.59","3.71","8.83","0.38","0.24","0.14","61.29","1.79","1.13","1","--","-1","4.7","--","8.54","59.48","7.11","74.32","3.42","96.72","3.69","-22.4","68.02","100.14","-32.12"
"Dominic Moore","December 28, 2017 - December 28, 2017","TOR","C","2","9.38","7.24","3.72","3.52","66.06","46.31","23.8","6.71","2","4.71","77.04","42.92","12.79","5.82","2","3.82","74.42","37.23","12.79","1","--","1","100","6.4","--","0.24","0.02","0.22","92.31","1.54","0.13","--","--","--","--","--","17.18","100","14.9","100","3.58","99","11.33","1","117.18","102.58","14.61"
"Jake Gardiner","December 28, 2017 - December 28, 2017","TOR","D","2","18.37","12.54","7.52","5.02","62.51","40.96","24.56","7.14","5.05","2.09","58.57","23.32","16.49","5.22","4.03","1.19","56.43","17.05","13.16","--","--","--","--","--","--","0.45","0.16","0.29","73.77","1.47","0.52","--","2","2","--","6.53","--","100","--","100","6.3","96.83","-6.3","3.17","100","103.13","-3.13"
"James Van Riemsdyk","December 28, 2017 - December 28, 2017","TOR","L","2","12.4","8.31","9.42","-1.11","46.87","40.21","45.58","4.15","7.71","-3.56","34.99","20.08","37.31","3.2","4.65","-1.45","40.76","15.48","22.5","--","--","--","--","--","--","0.15","0.23","-0.08","39.47","0.73","1.11","2","1","-1","9.68","4.84","--","100","--","100","3.61","97.02","-3.61","2.98","100","100.63","-0.63"
"Josh Leivo","December 28, 2017 - December 28, 2017","TOR","L","1","8.62","4.93","1.71","3.22","74.25","34.32","11.9","3.36","0.99","2.37","77.24","23.39","6.89","2.43","0.98","1.45","71.26","16.91","6.82","1","--","1","100","6.96","--","0.09","0.01","0.08","90","0.63","0.07","--","--","--","--","--","41.15","100","29.76","100","2.68","98.99","27.08","1.01","141.15","101.67","39.48"
"Leo Komarov","December 28, 2017 - December 28, 2017","TOR","C","1","10.47","9.59","7.81","1.78","55.11","54.96","44.76","9.76","5.87","3.89","62.44","55.93","33.64","7.85","3.96","3.89","66.47","44.99","22.69","0.79","1.88","-1.09","29.59","4.53","10.77","0.36","0.28","0.08","56.25","2.06","1.6","--","--","--","--","--","10.06","52.53","8.09","67.97","3.69","95.23","4.41","-27.26","62.59","98.92","-36.33"
"Martin Marincin","December 28, 2017 - December 28, 2017","TOR","D","1","15.27","9.47","8.95","0.52","51.41","37.21","35.17","5.53","5.69","-0.16","49.29","21.73","22.36","3.58","2.92","0.66","55.08","14.07","11.47","--","--","--","--","--","--","0.26","0.22","0.04","54.17","1.02","0.86","--","2","2","--","7.86","--","100","--","100","4.7","96.13","-4.7","3.87","100","100.84","-0.84"
"Matt Martin","December 28, 2017 - December 28, 2017","TOR","L","1","8.95","4.86","1.71","3.15","73.97","32.58","11.46","4.28","0.99","3.29","81.21","28.69","6.64","3.35","0.98","2.37","77.37","22.46","6.57","1","--","1","100","6.7","--","0.1","0.01","0.09","90.91","0.67","0.07","--","--","--","--","--","29.85","100","23.36","100","2.34","98.99","21.03","1.01","129.85","101.33","28.52"
