"Player","Date","Team","Position","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","FF","FA","F+/-","FF%","FF/60","FA/60","SF","SA","S+/-","SF%","SF/60","SA/60","GF","GA","G+/-","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","PENT/60","PEND/60","Sh%","Sv%","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","PDO","xPDO","dPDO"
"Andreas Borgman","December 5, 2017 - December 5, 2017","TOR","D","1","14.35","12.77","19.92","-7.15","39.06","53.39","83.29","8.87","18.25","-9.38","32.71","37.09","76.31","6.32","15.38","-9.06","29.12","26.43","64.31","--","--","--","--","--","0.5","1.53","-1.03","24.63","2.09","6.4","--","--","--","--","--","--","100","--","100","5.64","91.62","-5.64","8.38","100","97.25","2.75"
"Auston Matthews","December 5, 2017 - December 5, 2017","TOR","C","3","17.12","12.46","13.1","-0.64","48.75","43.67","45.91","7.79","11.25","-3.46","40.91","27.3","39.43","4.54","7.86","-3.32","36.61","15.91","27.55","1.08","--","1.08","3.79","--","0.52","1.24","-0.72","29.55","1.82","4.35","--","3","3","--","10.51","23.79","100","13.86","100","6.68","88.98","7.19","11.02","123.79","95.65","28.14"
"Connor Brown","December 5, 2017 - December 5, 2017","TOR","R","3","15.6","7.92","9.95","-2.03","44.32","30.46","38.27","4.41","7.86","-3.45","35.94","16.96","30.23","3.77","5.24","-1.47","41.84","14.5","20.15","--","--","--","--","--","0.14","0.36","-0.22","28","0.54","1.38","--","4","4","--","15.38","--","100","--","100","3.17","95.42","-3.17","4.58","100","98.59","1.41"
"Dominic Moore","December 5, 2017 - December 5, 2017","TOR","C","2","9.43","6.72","10.4","-3.68","39.25","42.76","66.17","3.7","9.6","-5.9","27.82","23.54","61.08","1.87","5.77","-3.9","24.48","11.9","36.71","--","--","--","--","--","0.21","1.37","-1.16","13.29","1.34","8.72","1","--","-1","6.36","--","--","100","--","100","5.68","85.73","-5.68","14.27","100","91.4","8.6"
"Jake Gardiner","December 5, 2017 - December 5, 2017","TOR","D","3","22.53","25.61","18.53","7.08","58.02","68.2","49.35","19.35","14.57","4.78","57.05","51.53","38.8","11.95","8.85","3.1","57.45","31.82","23.57","--","--","--","--","--","1.36","0.56","0.8","70.83","3.62","1.49","2","2","--","5.33","5.33","--","100","--","100","7.03","96.16","-7.03","3.84","100","103.18","-3.18"
"James Van Riemsdyk","December 5, 2017 - December 5, 2017","TOR","L","3","11.77","14.08","15.19","-1.11","48.1","71.78","77.43","7.53","13.28","-5.75","36.18","38.39","67.7","6.03","9.69","-3.66","38.36","30.74","49.4","--","--","--","--","--","0.5","0.6","-0.1","45.45","2.55","3.06","1","--","-1","5.1","--","--","100","--","100","6.64","95.48","-6.64","4.52","100","102.12","-2.12"
"Leo Komarov","December 5, 2017 - December 5, 2017","TOR","C","2","10.05","11.72","10.95","0.77","51.7","69.97","65.37","7.14","8.3","-1.16","46.24","42.63","49.55","3.54","6.76","-3.22","34.37","21.13","40.36","--","--","--","--","--","0.54","0.39","0.15","58.06","3.22","2.33","--","--","--","--","--","--","100","--","100","7.56","95.3","-7.56","4.7","100","102.86","-2.86"
"Matt Martin","December 5, 2017 - December 5, 2017","TOR","L","1","7.85","6.72","8.07","-1.35","45.44","51.36","61.68","3.7","7.59","-3.89","32.77","28.28","58.01","1.87","5.77","-3.9","24.48","14.29","44.1","--","--","--","--","--","0.21","1.14","-0.93","15.56","1.61","8.71","1","--","-1","7.64","--","--","100","--","100","5.68","84.98","-5.68","15.02","100","90.66","9.34"
"Mitch Marner","December 5, 2017 - December 5, 2017","TOR","C","3","14.23","15.14","16.64","-1.5","47.64","63.84","70.16","8.41","14.69","-6.28","36.41","35.46","61.94","5.17","11.11","-5.94","31.76","21.8","46.84","--","--","--","--","--","0.53","0.68","-0.15","43.8","2.23","2.87","1","--","-1","4.22","--","--","100","--","100","6.3","95.37","-6.3","4.63","100","101.67","-1.67"
"Morgan Rielly","December 5, 2017 - December 5, 2017","TOR","D","3","16.22","17.59","13.6","3.99","56.4","65.07","50.31","9.28","10.85","-1.57","46.1","34.33","40.14","4.92","7.45","-2.53","39.77","18.2","27.56","1.08","--","1.08","4","--","0.49","1.18","-0.69","29.34","1.81","4.36","--","2","2","--","7.4","21.95","100","11.64","100","5.28","89.12","6.36","10.88","121.95","94.4","27.55"
