"Player","Date","Team","Position","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","FF","FA","F+/-","FF%","FF/60","FA/60","SF","SA","S+/-","SF%","SF/60","SA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","PENT/60","PEND/60","Sh%","Sv%","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","PDO","xPDO","dPDO"
"Andreas Borgman","December 8, 2017 - December 8, 2017","TOR","D","1","11.55","15.56","4.61","10.95","77.14","80.83","23.95","11.39","2.92","8.47","79.59","59.17","15.17","9.33","2.91","6.42","76.23","48.47","15.12","2.2","--","2.2","100","11.43","--","2.21","0.08","2.13","96.51","11.48","0.42","2","--","-2","10.39","--","23.58","100","19.32","100","19.4","97.26","-0.09","2.74","123.58","116.66","6.92"
"Auston Matthews","December 8, 2017 - December 8, 2017","TOR","C","3","17.03","5.23","16.14","-10.91","24.47","18.43","56.86","5.3","9.83","-4.53","35.03","18.67","34.63","3.16","7.33","-4.17","30.12","11.13","25.83","1.15","--","1.15","100","4.05","--","0.28","0.43","-0.15","39.44","0.99","1.51","1","--","-1","3.52","--","36.39","100","21.7","100","5.28","95.63","16.42","4.37","136.39","100.91","35.48"
"Connor Brown","December 8, 2017 - December 8, 2017","TOR","R","2","15.42","5.1","13.55","-8.45","27.35","19.84","52.72","5.18","7.82","-2.64","39.85","20.16","30.43","3.05","5.94","-2.89","33.93","11.87","23.11","1.15","--","1.15","100","4.47","--","0.25","0.37","-0.12","40.32","0.97","1.44","3","--","-3","11.67","--","37.7","100","22.2","100","4.83","95.27","17.37","4.73","137.7","100.09","37.61"
"Dominic Moore","December 8, 2017 - December 8, 2017","TOR","C","2","6.7","4.71","1.9","2.81","71.26","42.18","17.01","4.74","1.94","2.8","70.96","42.45","17.37","2.92","1.94","0.98","60.08","26.15","17.37","--","1.06","-1.06","--","--","9.49","0.23","0.08","0.15","74.19","2.06","0.72","1","--","-1","8.96","--","--","45.36","--","45.36","4.85","95.88","-4.85","-50.52","45.36","100.73","-55.37"
"Jake Gardiner","December 8, 2017 - December 8, 2017","TOR","D","1","19.1","8.05","21.23","-13.18","27.49","25.29","66.69","5.15","14.85","-9.7","25.75","16.18","46.65","3.7","12.75","-9.05","22.49","11.62","40.05","1.1","--","1.1","100","3.46","--","0.43","0.66","-0.23","39.45","1.35","2.07","2","1","-1","6.28","3.14","29.73","100","21.36","100","8.35","95.56","13.01","4.44","129.73","103.91","25.82"
"James Van Riemsdyk","December 8, 2017 - December 8, 2017","TOR","L","2","10.17","14.27","7.37","6.9","65.94","84.19","43.48","9.8","5.92","3.88","62.34","57.82","34.93","8.39","5.32","3.07","61.2","49.5","31.39","3.31","--","3.31","100","19.53","--","2.33","0.3","2.03","88.59","13.75","1.77","--","--","--","--","--","39.45","100","33.78","100","23.78","94.93","10","5.07","139.45","118.71","20.74"
"Leo Komarov","December 8, 2017 - December 8, 2017","TOR","C","2","14.9","7.18","14.59","-7.41","32.98","28.91","58.75","5.46","9.03","-3.57","37.68","21.99","36.36","5.52","7.5","-1.98","42.4","22.23","30.2","--","--","--","--","--","--","0.61","0.3","0.31","67.03","2.46","1.21","1","1","--","4.03","4.03","--","100","--","100","11.17","96.68","-11.17","3.32","100","107.85","-7.85"
"Matt Martin","December 8, 2017 - December 8, 2017","TOR","L","1","5.27","4.71","4.53","0.18","50.97","53.62","51.57","3.8","3.75","0.05","50.33","43.26","42.69","1.97","3.76","-1.79","34.38","22.43","42.81","--","1.06","-1.06","--","--","12.07","0.18","0.21","-0.03","46.15","2.05","2.39","--","--","--","--","--","--","71.81","--","71.73","4.74","94.4","-4.74","-22.67","71.81","99.14","-27.33"
"Mitch Marner","December 8, 2017 - December 8, 2017","TOR","C","2","11.2","18.38","9.72","8.66","65.41","98.46","52.07","13.88","6.91","6.97","66.76","74.36","37.02","10.34","6.32","4.02","62.06","55.39","33.86","3.31","--","3.31","100","17.73","--","2.47","0.32","2.15","88.53","13.23","1.71","--","--","--","--","--","32.01","100","23.85","100","17.8","95.37","6.05","4.63","132.01","113.16","18.85"
"Morgan Rielly","December 8, 2017 - December 8, 2017","TOR","D","1","16.65","11.89","13.42","-1.53","46.98","42.85","48.36","11.89","6.69","5.2","63.99","42.85","24.11","7.95","4.13","3.82","65.81","28.65","14.88","1.15","1.06","0.09","52.04","4.14","3.82","0.9","0.35","0.55","72","3.24","1.26","--","--","--","--","--","14.47","74.33","9.67","84.16","7.57","94.77","2.1","-10.61","88.8","102.34","-13.54"
"Nazem Kadri","December 8, 2017 - December 8, 2017","TOR","C","1","15.03","9.18","16.27","-7.09","36.07","36.65","64.95","6.51","10.69","-4.18","37.85","25.99","42.67","6.58","8.5","-1.92","43.63","26.27","33.93","--","--","--","--","--","--","0.69","0.39","0.3","63.89","2.75","1.56","2","1","-1","7.98","3.99","--","100","--","100","10.6","96.35","-10.6","3.65","100","106.95","-6.95"
"Nikita Zaitsev","December 8, 2017 - December 8, 2017","TOR","D","2","20.38","8.99","24.83","-15.84","26.58","26.47","73.1","6.09","18.33","-12.24","24.94","17.93","53.96","4.65","16.26","-11.61","22.24","13.69","47.87","1.1","--","1.1","100","3.24","--","0.48","0.78","-0.3","38.1","1.41","2.3","1","1","--","2.94","2.94","23.66","100","18.06","100","7.88","95.74","10.18","4.26","123.66","103.63","20.03"
"Patrick Marleau","December 8, 2017 - December 8, 2017","TOR","C","1","13.62","10.44","13.58","-3.14","43.46","45.99","59.82","8.67","8.1","0.57","51.7","38.19","35.68","6.59","6.57","0.02","50.08","29.03","28.94","--","--","--","--","--","--","0.71","0.28","0.43","71.72","3.13","1.23","2","1","-1","8.81","4.41","--","100","--","100","8.19","96.54","-8.19","3.46","100","104.73","-4.73"
"Roman Polak","December 8, 2017 - December 8, 2017","TOR","D","1","12.22","16.62","7.5","9.12","68.91","81.6","36.82","12.45","3.58","8.87","77.67","61.13","17.58","10.39","2.91","7.48","78.12","51.01","14.29","2.2","--","2.2","100","10.8","--","2.28","0.09","2.19","96.2","11.19","0.44","3","--","-3","14.73","--","21.17","100","17.67","100","18.31","97.49","-0.64","2.51","121.17","115.8","5.37"
