"Player","Date","Team","Position","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","FF","FA","F+/-","FF%","FF/60","FA/60","SF","SA","S+/-","SF%","SF/60","SA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","PENT/60","PEND/60","Sh%","Sv%","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","PDO","xPDO","dPDO"
"Andreas Borgman","December 1, 2017 - December 1, 2017","TOR","D","1","12.68","12.51","9.93","2.58","55.75","59.2","46.99","8.71","10.01","-1.3","46.53","41.21","47.37","7.94","4.39","3.55","64.4","37.57","20.77","0.69","--","0.69","100","3.26","--","0.47","0.31","0.16","60.26","2.22","1.47","--","--","--","--","--","8.69","100","7.92","100","5.4","96.9","2.53","3.1","108.69","102.3","6.39"
"Auston Matthews","December 1, 2017 - December 1, 2017","TOR","C","2","15.1","15.15","11.09","4.06","57.74","60.2","44.07","11.51","9.31","2.2","55.28","45.74","36.99","8.37","7.48","0.89","52.81","33.26","29.72","--","1.11","-1.11","--","--","4.41","0.67","0.89","-0.22","42.95","2.66","3.54","--","--","--","--","--","--","85.16","--","88.08","5.82","90.44","-5.82","-2.36","85.16","96.26","-11.1"
"Connor Brown","December 1, 2017 - December 1, 2017","TOR","R","2","13","8.5","9.64","-1.14","46.86","39.23","44.49","7.5","6.38","1.12","54.03","34.62","29.45","6.68","5.27","1.41","55.9","30.83","24.32","0.69","1.11","-0.42","38.33","3.18","5.12","0.68","0.23","0.45","74.73","3.14","1.06","--","--","--","--","--","10.33","78.94","9.2","82.6","9.07","96.39","0.13","-13.79","89.27","105.46","-16.19"
"Dominic Moore","December 1, 2017 - December 1, 2017","TOR","C","2","8.62","9.1","3","6.1","75.21","63.34","20.88","7.91","3.09","4.82","71.91","55.06","21.51","5.53","1.78","3.75","75.65","38.49","12.39","--","--","--","--","--","--","0.17","0.14","0.03","54.84","1.18","0.97","--","1","1","--","6.96","--","100","--","100","2.15","95.47","-2.15","4.53","100","97.62","2.38"
"Jake Gardiner","December 1, 2017 - December 1, 2017","TOR","D","1","19.78","17.53","18.5","-0.97","48.65","53.17","56.12","10.53","13.72","-3.19","43.42","31.94","41.62","6.15","10.43","-4.28","37.09","18.66","31.64","--","1.11","-1.11","--","--","3.37","0.98","1.06","-0.08","48.04","2.97","3.22","--","--","--","--","--","--","89.36","--","91.91","9.31","92.27","-9.31","-0.36","89.36","101.58","-12.22"
"James Van Riemsdyk","December 1, 2017 - December 1, 2017","TOR","L","2","13.93","10.37","13.05","-2.68","44.28","44.67","56.21","7.48","10.12","-2.64","42.5","32.22","43.59","5.71","6.98","-1.27","45","24.59","30.06","0.69","--","0.69","100","2.97","--","0.7","0.34","0.36","67.31","3.02","1.46","--","--","--","--","--","12.08","100","9.22","100","9.36","96.64","-0.13","3.36","112.08","106","6.09"
"Josh Leivo","December 1, 2017 - December 1, 2017","TOR","L","1","7.58","7.7","4.02","3.68","65.7","60.95","31.82","7.96","4.1","3.86","66","63.01","32.45","6.48","1.78","4.7","78.45","51.29","14.09","--","--","--","--","--","--","0.14","0.19","-0.05","42.42","1.11","1.5","--","1","1","--","7.92","--","100","--","100","1.76","95.37","-1.76","4.63","100","97.12","2.88"
"Leo Komarov","December 1, 2017 - December 1, 2017","TOR","C","1","13.73","9.67","12.94","-3.27","42.77","42.26","56.55","5.25","10.49","-5.24","33.35","22.94","45.84","4.41","5.88","-1.47","42.86","19.27","25.7","--","1.11","-1.11","--","--","4.85","0.24","0.32","-0.08","42.86","1.05","1.4","1","--","-1","4.37","--","--","81.12","--","89.42","4.57","96.95","-4.57","-7.53","81.12","101.52","-20.4"
"Matt Martin","December 1, 2017 - December 1, 2017","TOR","L","1","8.4","7.7","3","4.7","71.96","55","21.43","7.96","3.09","4.87","72.04","56.86","22.07","6.48","1.78","4.7","78.45","46.29","12.71","--","--","--","--","--","--","0.14","0.14","--","50","1","1","--","1","1","--","7.14","--","100","--","100","1.76","95.47","-1.76","4.53","100","97.23","2.77"
"Mitch Marner","December 1, 2017 - December 1, 2017","TOR","C","3","14.78","12.77","7.87","4.9","61.87","51.84","31.95","8.91","7.18","1.73","55.38","36.17","29.15","5.37","3.97","1.4","57.49","21.8","16.12","--","--","--","--","--","--","0.66","0.16","0.5","80.49","2.68","0.65","1","--","-1","4.06","--","--","100","--","100","7.41","97.77","-7.41","2.23","100","105.18","-5.18"
"Morgan Rielly","December 1, 2017 - December 1, 2017","TOR","D","3","19.62","13.72","11.07","2.65","55.34","41.96","33.85","12.67","8.66","4.01","59.4","38.75","26.48","10.63","6.32","4.31","62.71","32.51","19.33","0.69","--","0.69","100","2.11","--","0.45","0.29","0.16","60.81","1.38","0.89","1","1","--","3.06","3.06","6.49","100","5.45","100","3.55","96.65","1.89","3.35","106.49","100.2","6.29"
"Nazem Kadri","December 1, 2017 - December 1, 2017","TOR","C","3","13.83","11.89","12","-0.11","49.77","51.58","52.06","7.55","9.53","-1.98","44.2","32.75","41.34","5.86","5.68","0.18","50.78","25.42","24.64","--","--","--","--","--","--","0.31","0.28","0.03","52.54","1.34","1.21","1","--","-1","4.34","--","--","100","--","100","4.11","97.06","-4.11","2.94","100","101.17","-1.17"
"Nikita Zaitsev","December 1, 2017 - December 1, 2017","TOR","D","2","20.03","17.65","17.94","-0.29","49.59","52.87","53.74","12.17","14","-1.83","46.5","36.46","41.94","7.82","9.62","-1.8","44.84","23.42","28.82","--","1.11","-1.11","--","--","3.33","0.96","1.16","-0.2","45.28","2.88","3.47","--","--","--","--","--","--","88.46","--","92.07","7.89","91.71","-7.89","0.36","88.46","99.6","-11.14"
"Patrick Marleau","December 1, 2017 - December 1, 2017","TOR","C","2","14.4","9.49","12.3","-2.81","43.55","39.54","51.25","7.48","9.36","-1.88","44.42","31.17","39","5.71","6.2","-0.49","47.94","23.79","25.83","0.69","--","0.69","100","2.88","--","0.68","0.34","0.34","66.67","2.83","1.42","--","--","--","--","--","12.08","100","9.22","100","9.09","96.37","0.13","3.63","112.08","105.46","6.63"
