"Player","Date","Team","Position","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","FF","FA","F+/-","FF%","FF/60","FA/60","SF","SA","S+/-","SF%","SF/60","SA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","PENT/60","PEND/60","Sh%","Sv%","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","PDO","xPDO","dPDO"
"Andreas Borgman","December 30, 2017 - December 30, 2017","TOR","D","1","13.45","5.25","15.36","-10.11","25.47","23.42","68.52","2.68","13.58","-10.9","16.48","11.96","60.58","0.89","10.76","-9.87","7.64","3.97","48","0.99","1.97","-0.98","33.45","4.42","8.79","0.13","0.74","-0.61","14.94","0.58","3.3","--","1","1","--","4.46","111.24","81.69","36.94","85.49","4.85","94.55","32.09","-9.06","192.93","99.4","93.53"
"Auston Matthews","December 30, 2017 - December 30, 2017","TOR","C","2","16.17","14.42","14.4","0.02","50.03","53.51","53.43","8.45","9.88","-1.43","46.1","31.35","36.66","5.68","9.19","-3.51","38.2","21.08","34.1","2.09","--","2.09","100","7.76","--","0.86","0.8","0.06","51.81","3.19","2.97","--","2","2","--","7.42","36.8","100","24.73","100","10.18","91.9","14.56","8.1","136.8","102.08","34.72"
"Connor Brown","December 30, 2017 - December 30, 2017","TOR","R","1","10.63","7.53","10.53","-3","41.69","42.5","59.44","7.14","8.54","-1.4","45.54","40.3","48.2","4.72","3.77","0.95","55.59","26.64","21.28","1.02","3.18","-2.16","24.29","5.76","17.95","0.61","0.57","0.04","51.69","3.44","3.22","--","1","1","--","5.64","21.61","15.65","14.29","62.76","8.54","93.33","5.74","-30.56","37.26","101.87","-64.61"
"Dominic Moore","December 30, 2017 - December 30, 2017","TOR","C","2","8.53","4.89","10","-5.11","32.84","34.4","70.34","4.36","6.97","-2.61","38.48","30.67","49.03","3.51","5","-1.49","41.25","24.69","35.17","--","0.99","-0.99","--","--","6.96","0.21","0.46","-0.25","31.34","1.48","3.24","--","--","--","--","--","--","80.2","--","85.8","4.82","93.4","-4.82","-7.6","80.2","98.22","-18.02"
"Jake Gardiner","December 30, 2017 - December 30, 2017","TOR","D","2","18.93","17.44","20.93","-3.49","45.45","55.28","66.34","13.62","12.59","1.03","51.96","43.17","39.9","9.71","8.92","0.79","52.12","30.78","28.27","0.99","1.83","-0.84","35.11","3.14","5.8","0.7","1.05","-0.35","40","2.22","3.33","1","1","--","3.17","3.17","10.2","79.48","7.27","85.46","5.14","91.66","2.13","-6.2","89.68","96.8","-7.12"
"James Van Riemsdyk","December 30, 2017 - December 30, 2017","TOR","L","2","12.22","8.46","9.38","-0.92","47.42","41.54","46.06","5.14","7.96","-2.82","39.24","25.24","39.08","2.82","6.2","-3.38","31.26","13.85","30.44","--","0.84","-0.84","--","--","4.12","0.16","0.39","-0.23","29.09","0.79","1.91","1","--","-1","4.91","--","--","86.45","--","89.45","3.11","95.1","-3.11","-5.65","86.45","98.21","-11.76"
"Josh Leivo","December 30, 2017 - December 30, 2017","TOR","L","2","6.83","3.6","7.94","-4.34","31.2","31.63","69.75","3.67","5.97","-2.3","38.07","32.24","52.45","2.81","5","-2.19","35.98","24.69","43.92","--","0.99","-0.99","--","--","8.7","0.16","0.42","-0.26","27.59","1.41","3.69","--","--","--","--","--","--","80.2","--","83.42","4.36","92.96","-4.36","-9.55","80.2","97.32","-17.12"
"Leo Komarov","December 30, 2017 - December 30, 2017","TOR","C","2","9.2","4.35","7.91","-3.56","35.48","28.37","51.59","4.52","5.8","-1.28","43.8","29.48","37.83","3.06","3.98","-0.92","43.47","19.96","25.96","1.02","3.18","-2.16","24.29","6.65","20.74","0.44","0.4","0.04","52.38","2.87","2.61","--","1","1","--","6.52","33.33","20.1","22.57","45.17","9.73","93.1","12.83","-47.93","53.43","102.84","-49.4"
"Martin Marincin","December 30, 2017 - December 30, 2017","TOR","D","1","13.1","9.69","16.4","-6.71","37.14","44.38","75.11","6.55","10.97","-4.42","37.39","30","50.24","3.57","7.41","-3.84","32.51","16.35","33.94","--","1.83","-1.83","--","--","8.38","0.16","0.92","-0.76","14.81","0.73","4.21","1","1","--","4.58","4.58","--","75.3","--","83.32","2.44","91.61","-2.44","-8.3","75.3","94.06","-18.75"
"Matt Martin","December 30, 2017 - December 30, 2017","TOR","L","1","7.33","3.6","10.96","-7.36","24.73","29.47","89.71","3.67","7.94","-4.27","31.61","30.04","64.99","2.81","6.97","-4.16","28.73","23","57.05","--","0.99","-0.99","--","--","8.1","0.16","0.58","-0.42","21.62","1.31","4.75","--","--","--","--","--","--","85.8","--","87.53","4.36","92.7","-4.36","-5.16","85.8","97.05","-11.26"
"Mitch Marner","December 30, 2017 - December 30, 2017","TOR","C","2","13.68","10.31","11.41","-1.1","47.47","45.22","50.04","7.03","8.18","-1.15","46.22","30.83","35.88","3.78","6.41","-2.63","37.1","16.58","28.11","--","0.84","-0.84","--","--","3.68","0.26","0.31","-0.05","45.61","1.14","1.36","1","--","-1","4.39","--","--","86.9","--","89.73","3.7","96.21","-3.7","-6.48","86.9","99.91","-13.01"
"Morgan Rielly","December 30, 2017 - December 30, 2017","TOR","D","3","17.88","16.88","13.29","3.59","55.95","56.64","44.6","12.03","9.32","2.71","56.35","40.37","31.28","9.4","6.67","2.73","58.49","31.54","22.38","2.12","1.21","0.91","63.66","7.11","4.06","1.29","0.44","0.85","74.57","4.33","1.48","--","1","1","--","3.36","22.55","81.86","17.62","87.02","10.72","95.28","6.9","-8.26","104.41","106","-1.59"
