"","Player","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"","Nazem Kadri","C","1","12.083333333333","8","24","25.00","5","20","20.00","4","15","21.05","0","1","0.00","3","12","20.00","1","7","12.50","0","1","0.00","0.00","93.33","0.933","2","9","12","14.29"
"","Morgan Rielly","D","1","14.616666666667","11","19","36.67","8","14","36.36","6","11","35.29","1","0","100.00","4","10","28.57","1","7","12.50","0","0","0.00","16.67","100.00","1.167","4","6","9","30.77"
"","Connor Brown","R","1","12.316666666667","11","19","36.67","6","15","28.57","5","11","31.25","0","0","0.00","3","9","25.00","1","5","16.67","0","0","0.00","0.00","100.00","1.000","3","4","6","33.33"
"","Leo Komarov","C","1","12.116666666667","9","18","33.33","5","15","25.00","3","12","20.00","1","0","100.00","6","10","37.50","2","6","25.00","1","0","100.00","33.33","100.00","1.333","1","6","9","10.00"
"","Ron Hainsey","D","1","16.383333333333","15","17","46.88","10","13","43.48","7","10","41.18","1","0","100.00","7","10","41.18","2","7","22.22","0","0","0.00","14.29","100.00","1.143","2","7","11","15.38"
"","Nikita Zaitsev","D","1","13.416666666667","14","14","50.00","9","14","39.13","7","9","43.75","1","0","100.00","7","7","50.00","2","4","33.33","1","0","100.00","14.29","100.00","1.143","4","6","5","44.44"
"","Jake Gardiner","D","1","15.333333333333","13","14","48.15","8","12","40.00","8","7","53.33","1","0","100.00","4","5","44.44","1","2","33.33","1","0","100.00","12.50","100.00","1.125","4","5","8","33.33"
"","Connor Carrick","D","1","11.966666666667","7","14","33.33","5","10","33.33","4","9","30.77","0","1","0.00","1","4","20.00","1","1","50.00","0","1","0.00","0.00","88.89","0.889","3","3","2","60.00"
"","Zach Hyman","C","1","11.033333333333","10","13","43.48","6","12","33.33","5","10","33.33","1","0","100.00","4","7","36.36","2","4","33.33","1","0","100.00","20.00","100.00","1.200","2","6","4","33.33"
"","Andreas Borgman","D","1","9.8166666666667","7","13","35.00","5","10","33.33","3","10","23.08","0","1","0.00","1","5","16.67","1","1","50.00","0","1","0.00","0.00","90.00","0.900","4","3","1","80.00"
"","William Nylander","C","1","11.316666666667","7","12","36.84","4","10","28.57","2","9","18.18","0","0","0.00","5","7","41.67","1","4","20.00","0","0","0.00","0.00","100.00","1.000","1","6","8","11.11"
"","Patrick Marleau","C","1","12.333333333333","15","9","62.50","9","8","52.94","7","7","50.00","1","0","100.00","6","5","54.55","2","4","33.33","1","0","100.00","14.29","100.00","1.143","2","2","3","40.00"
"","Dominic Moore","C","1","7.45","6","8","42.86","4","7","36.36","3","4","42.86","0","1","0.00","1","4","20.00","1","2","33.33","0","1","0.00","0.00","75.00","0.750","1","2","1","50.00"
"","Tyler Bozak","C","1","11","7","7","50.00","6","5","54.55","5","5","50.00","1","0","100.00","2","2","50.00","0","0","0.00","0","0","0.00","20.00","100.00","1.200","5","2","2","71.43"
"","Matt Martin","L","1","6.5","6","6","50.00","4","5","44.44","3","3","50.00","0","1","0.00","1","2","33.33","1","1","50.00","0","1","0.00","0.00","66.67","0.667","1","2","0","100.00"
"","Josh Leivo","L","1","5.5166666666667","5","5","50.00","4","4","50.00","3","2","60.00","0","0","0.00","1","1","50.00","1","0","100.00","0","0","0.00","0.00","100.00","1.000","1","2","0","100.00"
"","James van Riemsdyk","L","1","8.6833333333333","7","4","63.64","6","3","66.67","5","3","62.50","1","0","100.00","2","0","100.00","0","0","0.00","0","0","0.00","20.00","100.00","1.200","5","2","2","71.43"
"","Mitchell Marner","C","1","9.0333333333333","7","4","63.64","6","3","66.67","5","3","62.50","1","0","100.00","2","0","100.00","0","0","0.00","0","0","0.00","20.00","100.00","1.200","5","2","2","71.43"
