"","Player","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"","Nazem Kadri","C","1","10.416666666667","8","19","29.63","5","15","25.00","4","12","25.00","0","0","0.00","3","9","25.00","1","4","20.00","0","0","0.00","0.00","100.00","1.000","3","10","11","21.43"
"","Nikita Zaitsev","D","1","12.316666666667","12","18","40.00","6","18","25.00","4","12","25.00","0","0","0.00","4","8","33.33","1","5","16.67","0","0","0.00","0.00","100.00","1.000","5","3","4","55.56"
"","Jake Gardiner","D","1","13.033333333333","10","17","37.04","4","15","21.05","4","9","30.77","0","0","0.00","1","6","14.29","0","3","0.00","0","0","0.00","0.00","100.00","1.000","5","3","7","41.67"
"","Morgan Rielly","D","1","15.15","12","15","44.44","9","10","47.37","7","9","43.75","1","0","100.00","5","8","38.46","2","5","28.57","0","0","0.00","14.29","100.00","1.143","5","9","9","35.71"
"","Leo Komarov","C","1","10.6","8","14","36.36","4","12","25.00","2","11","15.38","0","0","0.00","5","8","38.46","1","4","20.00","0","0","0.00","0.00","100.00","1.000","2","7","8","20.00"
"","Ron Hainsey","D","1","15.966666666667","16","13","55.17","11","9","55.00","8","8","50.00","1","0","100.00","8","8","50.00","3","5","37.50","0","0","0.00","12.50","100.00","1.125","3","9","10","23.08"
"","Connor Brown","R","1","10.183333333333","9","13","40.91","4","11","26.67","4","9","30.77","0","0","0.00","1","6","14.29","0","4","0.00","0","0","0.00","0.00","100.00","1.000","4","3","6","40.00"
"","William Nylander","C","1","11.5","8","12","40.00","5","10","33.33","3","9","25.00","0","0","0.00","6","6","50.00","2","3","40.00","0","0","0.00","0.00","100.00","1.000","2","6","7","22.22"
"","Zach Hyman","C","1","9.2","7","10","41.18","3","10","23.08","3","9","25.00","0","0","0.00","1","5","16.67","0","4","0.00","0","0","0.00","0.00","100.00","1.000","3","3","4","42.86"
"","Patrick Marleau","C","1","11.733333333333","13","8","61.90","6","8","42.86","5","8","38.46","0","0","0.00","3","5","37.50","0","4","0.00","0","0","0.00","0.00","100.00","1.000","3","1","3","50.00"
"","Dominic Moore","C","1","6.45","5","8","38.46","3","8","27.27","2","4","33.33","0","0","0.00","1","3","25.00","1","2","33.33","0","0","0.00","0.00","100.00","1.000","1","0","1","50.00"
"","Andreas Borgman","D","1","8.9833333333333","7","6","53.85","4","6","40.00","3","6","33.33","1","0","100.00","2","1","66.67","0","0","0.00","0","0","0.00","33.33","100.00","1.333","4","2","1","80.00"
"","Connor Carrick","D","1","9.4833333333333","6","6","50.00","3","5","37.50","3","4","42.86","1","0","100.00","2","0","100.00","0","0","0.00","0","0","0.00","33.33","100.00","1.333","3","2","1","75.00"
"","Matt Martin","L","1","5.7","5","5","50.00","3","5","37.50","2","2","50.00","0","0","0.00","1","1","50.00","1","1","50.00","0","0","0.00","0.00","100.00","1.000","1","0","0","100.00"
"","Josh Leivo","L","1","5.2333333333333","4","5","44.44","3","5","37.50","2","2","50.00","0","0","0.00","1","1","50.00","1","1","50.00","0","0","0.00","0.00","100.00","1.000","1","0","0","100.00"
"","James van Riemsdyk","L","1","8.3333333333333","7","4","63.64","5","3","62.50","4","2","66.67","2","0","100.00","3","0","100.00","0","0","0.00","0","0","0.00","50.00","100.00","1.500","5","3","1","83.33"
"","Tyler Bozak","C","1","9.5166666666667","7","4","63.64","5","3","62.50","4","2","66.67","2","0","100.00","3","0","100.00","0","0","0.00","0","0","0.00","50.00","100.00","1.500","5","3","1","83.33"
"","Mitchell Marner","C","1","8.6166666666667","9","3","75.00","6","2","75.00","5","2","71.43","2","0","100.00","4","0","100.00","1","0","100.00","0","0","0.00","40.00","100.00","1.400","5","4","1","83.33"
