"","Player","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"","Ron Hainsey","D","1","3.7333333333333","0","7","0.00","0","6","0.00","0","4","0.00","0","1","0.00","0","5","0.00","0","3","0.00","0","1","0.00","0.00","75.00","0.750","0","0","0","0.00"
"","Morgan Rielly","D","1","2.8333333333333","0","7","0.00","0","6","0.00","0","4","0.00","0","1","0.00","0","5","0.00","0","3","0.00","0","1","0.00","0.00","75.00","0.750","0","0","0","0.00"
"","Nazem Kadri","C","1","3.75","3","4","42.86","3","4","42.86","1","1","50.00","0","0","0.00","1","2","33.33","1","1","50.00","0","0","0.00","0.00","100.00","1.000","0","2","0","0.00"
"","Leo Komarov","C","1","3.7333333333333","2","4","33.33","2","4","33.33","1","2","33.33","0","0","0.00","0","1","0.00","0","1","0.00","0","0","0.00","0.00","100.00","1.000","0","2","0","0.00"
"","Kasperi Kapanen","R","1","3.5333333333333","2","4","33.33","2","4","33.33","1","2","33.33","0","0","0.00","0","1","0.00","0","1","0.00","0","0","0.00","0.00","100.00","1.000","0","2","0","0.00"
"","James van Riemsdyk","L","1","2.1166666666667","0","4","0.00","0","3","0.00","0","2","0.00","0","1","0.00","0","3","0.00","0","2","0.00","0","1","0.00","0.00","50.00","0.500","0","0","1","0.00"
"","Auston Matthews","C","1","2.65","3","3","50.00","3","3","50.00","2","3","40.00","0","0","0.00","3","1","75.00","2","0","100.00","0","0","0.00","0.00","100.00","1.000","0","0","0","0.00"
"","Patrick Marleau","C","1","1.35","0","3","0.00","0","2","0.00","0","2","0.00","0","1","0.00","0","2","0.00","0","2","0.00","0","1","0.00","0.00","50.00","0.500","0","0","0","0.00"
"","Connor Brown","R","1","1.8666666666667","0","3","0.00","0","2","0.00","0","2","0.00","0","1","0.00","0","2","0.00","0","2","0.00","0","1","0.00","0.00","50.00","0.500","0","0","0","0.00"
"","William Nylander","C","1","2.8166666666667","3","2","60.00","3","2","60.00","2","2","50.00","0","0","0.00","3","1","75.00","2","0","100.00","0","0","0.00","0.00","100.00","1.000","0","0","0","0.00"
"","Zach Hyman","C","1","2.0166666666667","2","2","50.00","2","2","50.00","2","2","50.00","0","0","0.00","2","1","66.67","1","0","100.00","0","0","0.00","0.00","100.00","1.000","0","0","0","0.00"
"","Connor Carrick","D","1","2.4333333333333","2","2","50.00","2","2","50.00","1","1","50.00","0","0","0.00","1","0","100.00","1","0","100.00","0","0","0.00","0.00","100.00","1.000","0","1","1","0.00"
"","Jake Gardiner","D","1","2.4166666666667","1","2","33.33","1","2","33.33","1","1","50.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","0","2","0","0.00"
"","Andreas Borgman","D","1","3.2666666666667","4","1","80.00","4","1","80.00","2","1","66.67","0","0","0.00","3","0","100.00","2","0","100.00","0","0","0.00","0.00","100.00","1.000","0","0","1","0.00"
"","Nikita Zaitsev","D","1","3.8833333333333","3","1","75.00","3","1","75.00","2","1","66.67","0","0","0.00","2","0","100.00","1","0","100.00","0","0","0.00","0.00","100.00","1.000","0","1","0","0.00"
"","Mitchell Marner","C","1","1.65","0","1","0.00","0","1","0.00","0","0","0.00","0","0","0.00","0","1","0.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","0","0","1","0.00"
"","Matt Martin","L","1","0.68333333333333","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","0","0","0","0.00"
"","Tyler Bozak","C","1","1.6833333333333","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","0","0","1","0.00"
