"","Player","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"","Ron Hainsey","D","1","16.666666666667","12","32","27.27","7","24","22.58","6","16","27.27","0","3","0.00","4","15","21.05","1","7","12.50","0","3","0.00","0.00","81.25","0.813","6","2","5","54.55"
"","Morgan Rielly","D","1","17.533333333333","14","31","31.11","9","24","27.27","8","15","34.78","1","2","33.33","8","14","36.36","3","7","30.00","0","2","0.00","12.50","86.67","0.992","8","3","6","57.14"
"","Nazem Kadri","C","1","14.183333333333","11","22","33.33","9","17","34.62","4","7","36.36","0","1","0.00","3","10","23.08","1","6","14.29","0","1","0.00","0.00","85.71","0.857","5","5","9","35.71"
"","Leo Komarov","C","1","13.233333333333","9","21","30.00","7","16","30.43","4","9","30.77","0","1","0.00","1","9","10.00","0","6","0.00","0","1","0.00","0.00","88.89","0.889","3","5","8","27.27"
"","Auston Matthews","C","1","16.633333333333","19","20","48.72","14","13","51.85","12","9","57.14","1","1","50.00","13","8","61.90","8","3","72.73","1","1","50.00","8.33","88.89","0.972","7","6","3","70.00"
"","Nikita Zaitsev","D","1","18.983333333333","13","19","40.63","11","9","55.00","9","5","64.29","0","2","0.00","7","8","46.67","4","4","50.00","0","2","0.00","0.00","60.00","0.600","6","7","8","42.86"
"","William Nylander","C","1","14.05","14","19","42.42","8","16","33.33","7","11","38.89","0","2","0.00","6","8","42.86","3","5","37.50","0","2","0.00","0.00","81.82","0.818","6","2","3","66.67"
"","Kasperi Kapanen","R","1","12.133333333333","11","19","36.67","8","14","36.36","5","8","38.46","0","1","0.00","2","7","22.22","0","4","0.00","0","1","0.00","0.00","87.50","0.875","3","6","7","30.00"
"","Zach Hyman","C","1","13.783333333333","18","17","51.43","13","10","56.52","12","7","63.16","1","1","50.00","12","8","60.00","7","3","70.00","1","1","50.00","8.33","85.71","0.940","6","5","3","66.67"
"","Jake Gardiner","D","1","18.133333333333","8","15","34.78","8","11","42.11","6","5","54.55","1","2","33.33","4","8","33.33","2","6","25.00","1","2","33.33","16.67","60.00","0.767","5","8","9","35.71"
"","James van Riemsdyk","L","1","11.7","9","15","37.50","5","11","31.25","3","7","30.00","0","3","0.00","2","7","22.22","0","4","0.00","0","3","0.00","0.00","57.14","0.571","8","3","3","72.73"
"","Andreas Borgman","D","1","17.2","25","13","65.79","18","7","72.00","13","5","72.22","2","1","66.67","12","6","66.67","6","2","75.00","1","1","50.00","15.38","80.00","0.954","10","9","5","66.67"
"","Mitchell Marner","C","1","12.966666666667","10","13","43.48","10","9","52.63","7","4","63.64","3","1","75.00","7","4","63.64","2","2","50.00","1","1","50.00","42.86","75.00","1.179","4","6","7","36.36"
"","Patrick Marleau","C","1","11.95","7","13","35.00","3","8","27.27","3","7","30.00","0","3","0.00","1","8","11.11","0","4","0.00","0","3","0.00","0.00","57.14","0.571","7","5","2","77.78"
"","Connor Carrick","D","1","12.4","16","10","61.54","14","9","60.87","9","6","60.00","4","0","100.00","8","3","72.73","4","2","66.67","2","0","100.00","44.44","100.00","1.444","2","10","5","28.57"
"","Tyler Bozak","C","1","13.1","10","10","50.00","10","7","58.82","7","4","63.64","3","0","100.00","7","3","70.00","2","1","66.67","1","0","100.00","42.86","100.00","1.429","3","6","6","33.33"
"","Connor Brown","R","1","12.083333333333","13","9","59.09","9","4","69.23","9","3","75.00","1","1","50.00","9","6","60.00","5","3","62.50","1","1","50.00","11.11","66.67","0.778","7","6","2","77.78"
"","Matt Martin","L","1","8.6333333333333","9","4","69.23","9","2","81.82","7","1","87.50","3","0","100.00","6","2","75.00","2","1","66.67","1","0","100.00","42.86","100.00","1.429","1","6","4","20.00"
