"","Player","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"","Roman Polak","D","1","3.6333333333333","6","4","60.00","3","1","75.00","2","1","66.67","0","0","0.00","3","1","75.00","1","1","50.00","0","0","0.00","0.00","100.00","1.000","0","0","2","0.00"
"","Jake Gardiner","D","1","5.05","4","3","57.14","4","0","100.00","4","0","100.00","1","0","100.00","3","0","100.00","2","0","100.00","1","0","100.00","25.00","100.00","1.250","2","2","2","50.00"
"","Andreas Borgman","D","1","3.0166666666667","5","3","62.50","3","1","75.00","2","1","66.67","1","0","100.00","3","1","75.00","1","1","50.00","1","0","100.00","50.00","100.00","1.500","0","0","1","0.00"
"","Leo Komarov","C","1","3.4333333333333","4","3","57.14","2","1","66.67","1","1","50.00","0","0","0.00","2","1","66.67","0","1","0.00","0","0","0.00","0.00","100.00","1.000","0","1","3","0.00"
"","Nazem Kadri","C","1","3.6166666666667","4","3","57.14","2","1","66.67","1","1","50.00","0","0","0.00","2","1","66.67","0","1","0.00","0","0","0.00","0.00","100.00","1.000","0","1","2","0.00"
"","Connor Brown","R","1","3","1","3","25.00","1","0","100.00","1","0","100.00","0","0","0.00","1","0","100.00","1","0","100.00","0","0","0.00","0.00","100.00","1.000","3","0","0","100.00"
"","Connor Carrick","D","1","4.2833333333333","6","2","75.00","4","2","66.67","4","1","80.00","0","0","0.00","1","2","33.33","0","0","0.00","0","0","0.00","0.00","100.00","1.000","2","4","1","66.67"
"","Travis Dermott","D","1","4.3333333333333","5","2","71.43","4","2","66.67","4","1","80.00","0","0","0.00","1","2","33.33","0","0","0.00","0","0","0.00","0.00","100.00","1.000","2","4","1","66.67"
"","Matt Martin","L","1","1.6166666666667","3","2","60.00","3","1","75.00","3","1","75.00","0","0","0.00","1","1","50.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","0","2","2","0.00"
"","Frederik Gauthier","C","1","1.8166666666667","3","2","60.00","3","1","75.00","3","1","75.00","0","0","0.00","1","1","50.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","0","2","2","0.00"
"","Mitchell Marner","C","1","2.7166666666667","3","2","60.00","3","1","75.00","3","1","75.00","0","0","0.00","1","1","50.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","0","3","2","0.00"
"","Patrick Marleau","C","1","3.35","4","2","66.67","2","1","66.67","1","1","50.00","0","0","0.00","2","1","66.67","0","1","0.00","0","0","0.00","0.00","100.00","1.000","0","1","2","0.00"
"","Ron Hainsey","D","1","3.5833333333333","2","2","50.00","2","0","100.00","2","0","100.00","0","0","0.00","1","0","100.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","2","2","3","40.00"
"","James van Riemsdyk","L","1","3.5833333333333","1","2","33.33","1","0","100.00","1","0","100.00","0","0","0.00","1","0","100.00","1","0","100.00","0","0","0.00","0.00","100.00","1.000","3","1","0","100.00"
"","Tyler Bozak","C","1","4.1","1","2","33.33","1","0","100.00","1","0","100.00","0","0","0.00","1","0","100.00","1","0","100.00","0","0","0.00","0.00","100.00","1.000","3","1","0","100.00"
"","Zach Hyman","C","1","2.9166666666667","6","1","85.71","4","1","80.00","4","0","100.00","1","0","100.00","2","1","66.67","1","0","100.00","1","0","100.00","25.00","100.00","1.250","1","2","1","50.00"
"","William Nylander","C","1","2.8166666666667","6","1","85.71","4","1","80.00","4","0","100.00","1","0","100.00","2","1","66.67","1","0","100.00","1","0","100.00","25.00","100.00","1.250","1","2","0","100.00"
"","Auston Matthews","C","1","2.8166666666667","6","1","85.71","4","1","80.00","4","0","100.00","1","0","100.00","2","1","66.67","1","0","100.00","1","0","100.00","25.00","100.00","1.250","1","2","0","100.00"
