"","Player","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"","Morgan Rielly","D","1","19.066666666667","23","17","57.50","16","15","51.61","11","13","45.83","1","1","50.00","7","10","41.18","1","4","20.00","0","1","0.00","9.09","92.31","1.014","7","9","7","50.00"
"","Zach Hyman","C","1","15.616666666667","22","16","57.89","14","13","51.85","8","10","44.44","1","1","50.00","7","8","46.67","3","5","37.50","1","1","50.00","12.50","90.00","1.025","9","5","4","69.23"
"","William Nylander","C","1","15.383333333333","22","16","57.89","14","14","50.00","8","11","42.11","1","1","50.00","7","9","43.75","3","5","37.50","1","1","50.00","12.50","90.91","1.034","9","5","4","69.23"
"","Jake Gardiner","D","1","19.583333333333","27","15","64.29","17","10","62.96","11","8","57.89","0","0","0.00","11","6","64.71","5","3","62.50","0","0","0.00","0.00","100.00","1.000","8","9","4","66.67"
"","Nikita Zaitsev","D","1","20.166666666667","28","15","65.12","17","11","60.71","12","9","57.14","0","1","0.00","12","7","63.16","5","4","55.56","0","1","0.00","0.00","88.89","0.889","8","9","3","72.73"
"","Ron Hainsey","D","1","16.416666666667","19","15","55.88","12","14","46.15","9","12","42.86","1","2","33.33","7","11","38.89","1","5","16.67","0","2","0.00","11.11","83.33","0.944","4","8","7","36.36"
"","Tyler Bozak","C","1","14.516666666667","12","15","44.44","12","13","48.00","9","12","42.86","0","0","0.00","3","7","30.00","1","2","33.33","0","0","0.00","0.00","100.00","1.000","2","3","7","22.22"
"","Tomas Plekanec","C","1","9.5666666666667","9","12","42.86","7","9","43.75","6","7","46.15","1","1","50.00","4","8","33.33","3","4","42.86","1","1","50.00","16.67","85.71","1.024","2","5","4","33.33"
"","Kasperi Kapanen","R","1","12.416666666667","15","11","57.69","10","9","52.63","7","8","46.67","0","1","0.00","4","5","44.44","1","2","33.33","0","1","0.00","0.00","87.50","0.875","2","7","3","40.00"
"","Mitchell Marner","C","1","16.466666666667","20","10","66.67","12","8","60.00","5","6","45.45","1","1","50.00","6","4","60.00","0","3","0.00","0","1","0.00","20.00","83.33","1.033","11","6","2","84.62"
"","James van Riemsdyk","L","1","13.083333333333","10","10","50.00","10","8","55.56","7","7","50.00","0","0","0.00","3","5","37.50","1","1","50.00","0","0","0.00","0.00","100.00","1.000","2","3","6","25.00"
"","Travis Dermott","D","1","14.7","12","9","57.14","8","8","50.00","4","7","36.36","1","0","100.00","4","3","57.14","2","1","66.67","1","0","100.00","25.00","100.00","1.250","6","5","5","54.55"
"","Roman Polak","D","1","12.633333333333","13","7","65.00","10","6","62.50","7","5","58.33","1","0","100.00","3","3","50.00","2","1","66.67","1","0","100.00","14.29","100.00","1.143","3","4","6","33.33"
"","Connor Brown","R","1","9.0166666666667","4","7","36.36","4","5","44.44","2","4","33.33","0","0","0.00","1","4","20.00","1","1","50.00","0","0","0.00","0.00","100.00","1.000","1","2","5","16.67"
"","Patrick Marleau","C","1","14.3","21","5","80.77","12","4","75.00","10","4","71.43","1","0","100.00","10","2","83.33","3","1","75.00","0","0","0.00","10.00","100.00","1.100","6","8","4","60.00"
"","Nazem Kadri","C","1","14.133333333333","20","5","80.00","11","4","73.33","9","4","69.23","1","0","100.00","9","3","75.00","3","1","75.00","0","0","0.00","11.11","100.00","1.111","6","8","4","60.00"
"","Leo Komarov","C","1","11.933333333333","20","5","80.00","10","5","66.67","8","5","61.54","0","0","0.00","10","3","76.92","4","1","80.00","0","0","0.00","0.00","100.00","1.000","3","8","4","42.86"
"","Dominic Moore","C","1","7.4333333333333","8","5","61.54","4","4","50.00","2","3","40.00","0","1","0.00","2","2","50.00","1","1","50.00","0","1","0.00","0.00","66.67","0.667","1","6","1","50.00"
