"","Player","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"","Auston Matthews","C","1","19.4","12","32","27.27","9","28","24.32","8","19","29.63","0","1","0.00","8","23","25.81","4","9","30.77","0","0","0.00","0.00","94.74","0.947","3","7","10","23.08"
"","Morgan Rielly","D","1","22.016666666667","24","28","46.15","18","25","41.86","13","18","41.94","0","1","0.00","13","21","38.24","7","13","35.00","0","1","0.00","0.00","94.44","0.944","10","2","9","52.63"
"","Jake Gardiner","D","1","20.333333333333","14","27","34.15","12","22","35.29","10","13","43.48","0","1","0.00","10","19","34.48","6","2","75.00","0","0","0.00","0.00","92.31","0.923","6","8","12","33.33"
"","William Nylander","C","1","15.55","10","27","27.03","8","23","25.81","7","16","30.43","0","1","0.00","6","20","23.08","2","9","18.18","0","0","0.00","0.00","93.75","0.938","1","6","8","11.11"
"","Nikita Zaitsev","D","1","19.016666666667","8","27","22.86","8","22","26.67","5","14","26.32","0","1","0.00","3","19","13.64","2","3","40.00","0","0","0.00","0.00","92.86","0.929","6","7","12","33.33"
"","James van Riemsdyk","L","1","15.533333333333","13","21","38.24","11","17","39.29","8","10","44.44","1","1","50.00","7","12","36.84","6","6","50.00","0","1","0.00","12.50","90.00","1.025","3","4","5","37.50"
"","Zach Hyman","C","1","12.966666666667","7","21","25.00","6","17","26.09","5","13","27.78","0","1","0.00","4","15","21.05","2","5","28.57","0","0","0.00","0.00","92.31","0.923","1","5","9","10.00"
"","Ron Hainsey","D","1","18.533333333333","16","20","44.44","12","17","41.38","7","12","36.84","0","0","0.00","7","14","33.33","4","10","28.57","0","0","0.00","0.00","100.00","1.000","5","2","8","38.46"
"","Patrick Marleau","C","1","15.016666666667","12","16","42.86","8","14","36.36","5","9","35.71","0","0","0.00","4","10","28.57","1","6","14.29","0","0","0.00","0.00","100.00","1.000","8","4","7","53.33"
"","Tyler Bozak","C","1","13.933333333333","13","15","46.43","11","11","50.00","8","8","50.00","1","0","100.00","7","7","50.00","5","2","71.43","0","0","0.00","12.50","100.00","1.125","5","4","6","45.45"
"","Nazem Kadri","C","1","15.366666666667","13","15","46.43","9","13","40.91","6","9","40.00","0","1","0.00","4","9","30.77","1","6","14.29","0","1","0.00","0.00","88.89","0.889","8","4","6","57.14"
"","Roman Polak","D","1","14.233333333333","11","15","42.31","7","11","38.89","5","9","35.71","1","0","100.00","3","6","33.33","2","2","50.00","0","0","0.00","20.00","100.00","1.200","7","5","3","70.00"
"","Connor Brown","R","1","13.85","12","14","46.15","10","10","50.00","7","6","53.85","1","0","100.00","6","5","54.55","4","1","80.00","0","0","0.00","14.29","100.00","1.143","3","4","5","37.50"
"","Travis Dermott","D","1","14.866666666667","14","13","51.85","10","9","52.63","8","7","53.33","1","1","50.00","5","4","55.56","3","3","50.00","0","1","0.00","12.50","85.71","0.982","9","5","2","81.82"
"","Mitchell Marner","C","1","15.083333333333","11","13","45.83","7","11","38.89","5","9","35.71","0","1","0.00","5","8","38.46","3","4","42.86","0","1","0.00","0.00","88.89","0.889","9","4","7","56.25"
"","Leo Komarov","C","1","10.5","11","9","55.00","8","7","53.33","5","5","50.00","0","0","0.00","5","7","41.67","3","1","75.00","0","0","0.00","0.00","100.00","1.000","9","1","3","75.00"
"","Dominic Moore","C","1","8.4666666666667","9","8","52.94","7","6","53.85","4","4","50.00","0","0","0.00","3","6","33.33","2","1","66.67","0","0","0.00","0.00","100.00","1.000","7","0","2","77.78"
"","Kasperi Kapanen","R","1","10.333333333333","11","7","61.11","9","5","64.29","6","3","66.67","0","0","0.00","4","5","44.44","3","1","75.00","0","0","0.00","0.00","100.00","1.000","9","1","1","90.00"
