"","Player","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"","Morgan Rielly","D","1","7.6833333333333","5","7","41.67","5","2","71.43","3","2","60.00","0","1","0.00","5","4","55.56","1","1","50.00","0","1","0.00","0.00","50.00","0.500","5","2","2","71.43"
"","Nazem Kadri","C","1","5.6333333333333","2","6","25.00","2","2","50.00","1","2","33.33","0","1","0.00","2","3","40.00","0","1","0.00","0","1","0.00","0.00","50.00","0.500","4","3","3","57.14"
"","James van Riemsdyk","L","1","4.9166666666667","7","4","63.64","5","3","62.50","1","3","25.00","0","1","0.00","4","3","57.14","1","3","25.00","0","1","0.00","0.00","66.67","0.667","4","1","0","100.00"
"","Connor Brown","R","1","8.0833333333333","8","4","66.67","5","4","55.56","2","1","66.67","0","0","0.00","5","3","62.50","1","2","33.33","0","0","0.00","0.00","100.00","1.000","3","3","1","75.00"
"","Mitchell Marner","C","1","4.4","5","4","55.56","4","2","66.67","1","2","33.33","0","1","0.00","3","3","50.00","1","2","33.33","0","1","0.00","0.00","50.00","0.500","4","1","0","100.00"
"","Patrick Marleau","C","1","5.85","3","4","42.86","3","1","75.00","2","1","66.67","0","0","0.00","2","2","50.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","4","3","3","57.14"
"","Andreas Borgman","D","1","4.7","5","4","55.56","3","4","42.86","0","2","0.00","0","0","0.00","2","3","40.00","0","2","0.00","0","0","0.00","0.00","100.00","1.000","0","2","1","0.00"
"","Ron Hainsey","D","1","5.2333333333333","2","4","33.33","2","1","66.67","0","1","0.00","0","0","0.00","2","2","50.00","1","0","100.00","0","0","0.00","0.00","100.00","1.000","2","2","2","50.00"
"","Leo Komarov","C","1","4.2666666666667","1","4","20.00","1","1","50.00","0","1","0.00","0","0","0.00","1","2","33.33","0","0","0.00","0","0","0.00","0.00","100.00","1.000","1","3","3","25.00"
"","Auston Matthews","C","1","7.2833333333333","9","3","75.00","5","2","71.43","3","1","75.00","0","0","0.00","5","3","62.50","1","2","33.33","0","0","0.00","0.00","100.00","1.000","3","1","0","100.00"
"","Nikita Zaitsev","D","1","8.7666666666667","9","3","75.00","5","2","71.43","2","1","66.67","0","0","0.00","5","3","62.50","1","2","33.33","0","0","0.00","0.00","100.00","1.000","3","4","1","75.00"
"","Tyler Bozak","C","1","4.5166666666667","5","3","62.50","4","2","66.67","1","2","33.33","0","1","0.00","3","2","60.00","1","2","33.33","0","1","0.00","0.00","50.00","0.500","4","1","0","100.00"
"","Roman Polak","D","1","4.2166666666667","5","3","62.50","3","3","50.00","0","1","0.00","0","0","0.00","2","2","50.00","0","1","0.00","0","0","0.00","0.00","100.00","1.000","0","2","1","0.00"
"","Zach Hyman","C","1","6.8","9","2","81.82","5","1","83.33","3","0","100.00","0","0","0.00","5","2","71.43","1","1","50.00","0","0","0.00","0.00","100.00","1.000","3","1","0","100.00"
"","William Nylander","C","1","4.35","6","2","75.00","4","1","80.00","3","1","75.00","0","1","0.00","4","1","80.00","0","1","0.00","0","1","0.00","0.00","0.00","0.000","3","1","0","100.00"
"","Dominic Moore","C","1","3.55","3","2","60.00","2","2","50.00","0","0","0.00","0","0","0.00","2","1","66.67","0","0","0.00","0","0","0.00","0.00","100.00","1.000","0","3","1","0.00"
"","Matt Martin","L","1","3.5333333333333","1","2","33.33","1","2","33.33","0","0","0.00","0","0","0.00","1","1","50.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","0","3","1","0.00"
"","Jake Gardiner","D","1","8.5","8","1","88.89","4","1","80.00","1","0","100.00","0","0","0.00","4","1","80.00","1","1","50.00","0","0","0.00","0.00","100.00","1.000","3","4","1","75.00"
