"","Player","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"","Nikita Zaitsev","D","1","20.566666666667","22","14","61.11","14","9","60.87","10","5","66.67","2","1","66.67","10","5","66.67","2","2","50.00","0","0","0.00","20.00","80.00","1.000","5","9","2","71.43"
"","Morgan Rielly","D","1","19.683333333333","16","13","55.17","14","8","63.64","11","6","64.71","0","2","0.00","8","8","50.00","2","3","40.00","0","1","0.00","0.00","66.67","0.667","10","5","6","62.50"
"","Ron Hainsey","D","1","17.45","13","13","50.00","12","7","63.16","9","5","64.29","0","1","0.00","5","7","41.67","2","2","50.00","0","0","0.00","0.00","80.00","0.800","5","6","6","45.45"
"","Nazem Kadri","C","1","14.55","7","13","35.00","6","7","46.15","5","6","45.45","0","2","0.00","3","6","33.33","0","1","0.00","0","1","0.00","0.00","66.67","0.667","5","6","7","41.67"
"","Auston Matthews","C","1","17.016666666667","21","12","63.64","16","10","61.54","11","5","68.75","1","1","50.00","8","5","61.54","3","3","50.00","0","0","0.00","9.09","80.00","0.891","8","5","1","88.89"
"","Andreas Borgman","D","1","13.666666666667","16","11","59.26","13","9","59.09","6","5","54.55","0","0","0.00","7","5","58.33","2","2","50.00","0","0","0.00","0.00","100.00","1.000","4","7","1","80.00"
"","Zach Hyman","C","1","16.066666666667","20","10","66.67","15","8","65.22","11","3","78.57","1","1","50.00","9","4","69.23","3","2","60.00","0","0","0.00","9.09","66.67","0.758","8","5","1","88.89"
"","Roman Polak","D","1","13.7","16","10","61.54","13","8","61.90","6","4","60.00","0","0","0.00","5","4","55.56","2","1","66.67","0","0","0.00","0.00","100.00","1.000","4","7","1","80.00"
"","Connor Brown","R","1","14.933333333333","14","10","58.33","11","9","55.00","8","4","66.67","1","0","100.00","8","6","57.14","2","3","40.00","0","0","0.00","12.50","100.00","1.125","7","6","1","87.50"
"","Patrick Marleau","C","1","14.583333333333","9","10","47.37","9","5","64.29","8","4","66.67","1","1","50.00","3","5","37.50","0","0","0.00","0","0","0.00","12.50","75.00","0.875","5","6","7","41.67"
"","Leo Komarov","C","1","12.616666666667","5","10","33.33","5","5","50.00","4","4","50.00","0","1","0.00","2","5","28.57","0","0","0.00","0","0","0.00","0.00","75.00","0.750","2","6","7","22.22"
"","Jake Gardiner","D","1","21.633333333333","23","9","71.88","16","8","66.67","10","4","71.43","2","1","66.67","11","2","84.62","2","1","66.67","0","0","0.00","20.00","75.00","0.950","7","10","2","77.78"
"","Mitchell Marner","C","1","14.266666666667","18","9","66.67","15","5","75.00","8","4","66.67","0","1","0.00","9","4","69.23","3","3","50.00","0","1","0.00","0.00","75.00","0.750","7","5","0","100.00"
"","William Nylander","C","1","12.933333333333","18","9","66.67","12","7","63.16","8","4","66.67","1","2","33.33","7","2","77.78","1","1","50.00","0","1","0.00","12.50","50.00","0.625","6","5","1","85.71"
"","James van Riemsdyk","L","1","14.516666666667","21","8","72.41","18","5","78.26","9","4","69.23","0","1","0.00","10","3","76.92","3","3","50.00","0","1","0.00","0.00","75.00","0.750","7","5","0","100.00"
"","Tyler Bozak","C","1","14.333333333333","19","8","70.37","16","5","76.19","9","4","69.23","0","1","0.00","9","3","75.00","3","3","50.00","0","1","0.00","0.00","75.00","0.750","7","5","0","100.00"
"","Matt Martin","L","1","8.9333333333333","5","7","41.67","2","6","25.00","1","3","25.00","0","0","0.00","3","4","42.86","0","1","0.00","0","0","0.00","0.00","100.00","1.000","2","6","1","66.67"
"","Dominic Moore","C","1","9.8333333333333","10","6","62.50","6","5","54.55","4","2","66.67","1","0","100.00","5","3","62.50","0","0","0.00","0","0","0.00","25.00","100.00","1.250","2","6","1","66.67"
