"","Player","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"","Nikita Zaitsev","D","1","16.733333333333","18","13","58.06","11","8","57.89","8","5","61.54","2","1","66.67","8","5","61.54","1","2","33.33","0","0","0.00","25.00","80.00","1.050","5","6","2","71.43"
"","Morgan Rielly","D","1","15.85","15","11","57.69","14","6","70.00","11","5","68.75","0","1","0.00","8","7","53.33","2","3","40.00","0","1","0.00","0.00","80.00","0.800","10","4","3","76.92"
"","Auston Matthews","C","1","13.866666666667","18","11","62.07","13","9","59.09","10","5","66.67","1","1","50.00","7","5","58.33","2","3","40.00","0","0","0.00","10.00","80.00","0.900","8","3","1","88.89"
"","Ron Hainsey","D","1","13.366666666667","12","11","52.17","11","5","68.75","8","4","66.67","0","0","0.00","4","6","40.00","2","2","50.00","0","0","0.00","0.00","100.00","1.000","5","5","3","62.50"
"","Nazem Kadri","C","1","11.266666666667","6","11","35.29","6","5","54.55","5","5","50.00","0","1","0.00","3","5","37.50","0","1","0.00","0","1","0.00","0.00","80.00","0.800","5","5","4","55.56"
"","Zach Hyman","C","1","12.766666666667","17","9","65.38","12","7","63.16","9","3","75.00","1","1","50.00","7","4","63.64","2","2","50.00","0","0","0.00","11.11","66.67","0.778","8","3","1","88.89"
"","Connor Brown","R","1","13.366666666667","13","9","59.09","10","8","55.56","7","3","70.00","1","0","100.00","7","5","58.33","2","3","40.00","0","0","0.00","14.29","100.00","1.143","5","6","1","83.33"
"","Andreas Borgman","D","1","10.95","11","9","55.00","8","7","53.33","2","3","40.00","0","0","0.00","3","4","42.86","0","2","0.00","0","0","0.00","0.00","100.00","1.000","1","7","1","50.00"
"","Jake Gardiner","D","1","17.566666666667","18","8","69.23","11","7","61.11","8","4","66.67","2","1","66.67","8","2","80.00","1","1","50.00","0","0","0.00","25.00","75.00","1.000","7","7","2","77.78"
"","Mitchell Marner","C","1","11.516666666667","13","8","61.90","11","4","73.33","5","3","62.50","0","1","0.00","5","4","55.56","1","3","25.00","0","1","0.00","0.00","66.67","0.667","6","4","0","100.00"
"","Patrick Marleau","C","1","11.466666666667","9","8","52.94","9","3","75.00","8","3","72.73","1","0","100.00","3","4","42.86","0","0","0.00","0","0","0.00","12.50","100.00","1.125","5","5","4","55.56"
"","Roman Polak","D","1","10.8","12","8","60.00","9","6","60.00","3","2","60.00","0","0","0.00","3","3","50.00","0","1","0.00","0","0","0.00","0.00","100.00","1.000","1","7","1","50.00"
"","William Nylander","C","1","9.7666666666667","14","8","63.64","8","6","57.14","6","4","60.00","1","2","33.33","6","2","75.00","0","1","0.00","0","1","0.00","16.67","50.00","0.667","6","3","1","85.71"
"","Leo Komarov","C","1","9.5166666666667","5","8","38.46","5","3","62.50","4","3","57.14","0","0","0.00","2","4","33.33","0","0","0.00","0","0","0.00","0.00","100.00","1.000","2","5","4","33.33"
"","James van Riemsdyk","L","1","11.433333333333","15","7","68.18","12","4","75.00","5","3","62.50","0","1","0.00","6","3","66.67","1","3","25.00","0","1","0.00","0.00","66.67","0.667","6","4","0","100.00"
"","Tyler Bozak","C","1","11.316666666667","13","7","65.00","11","4","73.33","5","3","62.50","0","1","0.00","5","3","62.50","1","3","25.00","0","1","0.00","0.00","66.67","0.667","6","4","0","100.00"
"","Matt Martin","L","1","8.0166666666667","5","6","45.45","2","5","28.57","1","2","33.33","0","0","0.00","3","3","50.00","0","1","0.00","0","0","0.00","0.00","100.00","1.000","0","6","1","0.00"
"","Dominic Moore","C","1","8.1333333333333","9","5","64.29","5","4","55.56","3","1","75.00","1","0","100.00","4","2","66.67","0","0","0.00","0","0","0.00","33.33","100.00","1.333","0","6","1","0.00"
