"","Player","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"","Mitchell Marner","C","1","11.25","11","16","40.74","10","12","45.45","7","9","43.75","0","1","0.00","6","5","54.55","2","3","40.00","0","1","0.00","0.00","88.89","0.889","3","1","5","37.50"
"","Patrick Marleau","C","1","12.1","11","16","40.74","9","12","42.86","8","9","47.06","0","1","0.00","5","5","50.00","3","3","50.00","0","1","0.00","0.00","88.89","0.889","3","1","6","33.33"
"","Zach Hyman","C","1","10.7","11","15","42.31","9","11","45.00","8","9","47.06","0","1","0.00","5","5","50.00","3","3","50.00","0","1","0.00","0.00","88.89","0.889","3","1","4","42.86"
"","Jake Gardiner","D","1","14.25","10","14","41.67","9","10","47.37","6","7","46.15","0","1","0.00","5","6","45.45","3","5","37.50","0","1","0.00","0.00","85.71","0.857","4","7","9","30.77"
"","Ron Hainsey","D","1","13.433333333333","17","12","58.62","12","9","57.14","9","7","56.25","0","0","0.00","7","5","58.33","3","3","50.00","0","0","0.00","0.00","100.00","1.000","6","2","4","60.00"
"","Nikita Zaitsev","D","1","9.8833333333333","4","12","25.00","4","8","33.33","1","6","14.29","0","1","0.00","2","6","25.00","1","5","16.67","0","1","0.00","0.00","83.33","0.833","2","5","6","25.00"
"","Morgan Rielly","D","1","13.45","19","11","63.33","13","10","56.52","8","7","53.33","0","0","0.00","6","5","54.55","1","3","25.00","0","0","0.00","0.00","100.00","1.000","8","2","4","66.67"
"","Andreas Borgman","D","1","8.4","16","7","69.57","11","7","61.11","7","4","63.64","0","0","0.00","7","0","100.00","4","0","100.00","0","0","0.00","0.00","100.00","1.000","4","1","2","66.67"
"","Nazem Kadri","C","1","11.366666666667","14","7","66.67","9","7","56.25","4","5","44.44","0","0","0.00","6","4","60.00","1","4","20.00","0","0","0.00","0.00","100.00","1.000","5","4","7","41.67"
"","Leo Komarov","C","1","9.5333333333333","9","7","56.25","5","7","41.67","2","5","28.57","0","0","0.00","4","4","50.00","1","4","20.00","0","0","0.00","0.00","100.00","1.000","3","3","6","33.33"
"","Tyler Bozak","C","1","10.433333333333","22","6","78.57","15","5","75.00","9","2","81.82","0","0","0.00","9","2","81.82","5","1","83.33","0","0","0.00","0.00","100.00","1.000","6","4","2","75.00"
"","James van Riemsdyk","L","1","9.1666666666667","20","6","76.92","14","5","73.68","8","2","80.00","0","0","0.00","9","2","81.82","5","1","83.33","0","0","0.00","0.00","100.00","1.000","6","3","1","85.71"
"","Connor Brown","R","1","9.9166666666667","19","6","76.00","14","4","77.78","10","2","83.33","0","0","0.00","9","2","81.82","6","1","85.71","0","0","0.00","0.00","100.00","1.000","5","3","1","83.33"
"","Roman Polak","D","1","9.7166666666667","19","6","76.00","13","6","68.42","9","3","75.00","0","0","0.00","9","0","100.00","5","0","100.00","0","0","0.00","0.00","100.00","1.000","4","1","5","44.44"
"","William Nylander","C","1","10.883333333333","12","6","66.67","8","6","57.14","6","5","54.55","0","0","0.00","5","4","55.56","2","4","33.33","0","0","0.00","0.00","100.00","1.000","4","3","6","40.00"
"","Josh Leivo","L","1","6","6","3","66.67","6","3","66.67","3","1","75.00","0","0","0.00","3","0","100.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","3","1","4","42.86"
"","Dominic Moore","C","1","5.05","5","3","62.50","5","2","71.43","3","1","75.00","0","0","0.00","2","0","100.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","3","1","1","75.00"
"","Matt Martin","L","1","5.5833333333333","6","3","66.67","5","2","71.43","3","1","75.00","0","0","0.00","2","0","100.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","3","1","2","60.00"
