"","Player","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"","Morgan Rielly","D","1","17.733333333333","30","14","68.18","27","11","71.05","18","9","66.67","1","0","100.00","21","10","67.74","9","5","64.29","0","0","0.00","5.56","100.00","1.056","16","7","2","88.89"
"","Ron Hainsey","D","1","14.333333333333","26","13","66.67","23","11","67.65","15","10","60.00","1","0","100.00","20","8","71.43","9","5","64.29","0","0","0.00","6.67","100.00","1.067","9","7","1","90.00"
"","Jake Gardiner","D","1","16.516666666667","27","12","69.23","18","11","62.07","13","9","59.09","2","1","66.67","15","10","60.00","10","5","66.67","1","1","50.00","15.38","88.89","1.043","12","4","3","80.00"
"","Leo Komarov","C","1","11.033333333333","17","12","58.62","14","11","56.00","8","9","47.06","1","0","100.00","10","8","55.56","4","5","44.44","0","0","0.00","12.50","100.00","1.125","5","6","0","100.00"
"","Zach Hyman","C","1","10.983333333333","12","12","50.00","11","8","57.89","7","5","58.33","1","0","100.00","8","10","44.44","3","4","42.86","0","0","0.00","14.29","100.00","1.143","8","2","4","66.67"
"","William Nylander","C","1","11.05","17","10","62.96","13","7","65.00","9","5","64.29","1","0","100.00","13","8","61.90","8","3","72.73","0","0","0.00","11.11","100.00","1.111","10","4","4","71.43"
"","Auston Matthews","C","1","11.416666666667","17","10","62.96","13","7","65.00","9","5","64.29","1","0","100.00","13","9","59.09","8","3","72.73","0","0","0.00","11.11","100.00","1.111","10","4","5","66.67"
"","Tyler Bozak","C","1","11.583333333333","30","9","76.92","23","8","74.19","18","8","69.23","2","1","66.67","19","6","76.00","12","2","85.71","1","1","50.00","11.11","87.50","0.986","12","4","1","92.31"
"","Mitchell Marner","C","1","11.833333333333","29","9","76.32","22","8","73.33","17","8","68.00","1","1","50.00","19","6","76.00","12","2","85.71","1","1","50.00","5.88","87.50","0.934","12","3","1","92.31"
"","Patrick Marleau","C","1","10.65","16","9","64.00","13","9","59.09","7","8","46.67","0","0","0.00","10","6","62.50","4","4","50.00","0","0","0.00","0.00","100.00","1.000","6","6","0","100.00"
"","Connor Carrick","D","1","7.2666666666667","10","9","52.63","5","7","41.67","1","5","16.67","0","1","0.00","2","9","18.18","1","4","20.00","0","1","0.00","0.00","80.00","0.800","6","0","4","60.00"
"","James van Riemsdyk","L","1","11.733333333333","29","8","78.38","22","7","75.86","17","7","70.83","1","1","50.00","19","6","76.00","12","2","85.71","1","1","50.00","5.88","85.71","0.916","13","4","1","92.86"
"","Nazem Kadri","C","1","11.1","18","8","69.23","15","8","65.22","8","7","53.33","0","0","0.00","12","5","70.59","4","4","50.00","0","0","0.00","0.00","100.00","1.000","6","6","0","100.00"
"","Roman Polak","D","1","9.9166666666667","14","7","66.67","11","6","64.71","9","6","60.00","0","0","0.00","12","4","75.00","3","1","75.00","0","0","0.00","0.00","100.00","1.000","3","4","3","50.00"
"","Andreas Borgman","D","1","7.3333333333333","14","5","73.68","12","4","75.00","10","3","76.92","2","0","100.00","5","3","62.50","1","0","100.00","1","0","100.00","20.00","100.00","1.200","5","4","3","62.50"
"","Frederik Gauthier","C","1","4.0333333333333","5","3","62.50","2","2","50.00","2","1","66.67","0","0","0.00","3","2","60.00","0","1","0.00","0","0","0.00","0.00","100.00","1.000","0","2","2","0.00"
"","Connor Brown","R","1","4.0666666666667","7","0","100.00","4","0","100.00","4","0","100.00","1","0","100.00","4","0","100.00","1","0","100.00","0","0","0.00","25.00","100.00","1.250","1","2","3","25.00"
"","Matt Martin","L","1","3.5833333333333","5","0","100.00","2","0","100.00","2","0","100.00","0","0","0.00","3","0","100.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","0","2","3","0.00"
