"","Player","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"","Roman Polak","D","1","12.733333333333","6","23","20.69","4","18","18.18","3","14","17.65","0","2","0.00","6","15","28.57","1","4","20.00","0","1","0.00","0.00","85.71","0.857","2","4","1","66.67"
"","Jake Gardiner","D","1","21.816666666667","25","19","56.82","15","16","48.39","12","8","60.00","0","0","0.00","12","10","54.55","3","5","37.50","0","0","0.00","0.00","100.00","1.000","9","7","6","60.00"
"","Mitchell Marner","C","1","14.7","12","19","38.71","8","14","36.36","6","12","33.33","0","1","0.00","8","10","44.44","2","3","40.00","0","1","0.00","0.00","91.67","0.917","5","5","2","71.43"
"","William Nylander","C","1","15.616666666667","18","18","50.00","11","14","44.00","9","10","47.37","0","2","0.00","9","9","50.00","2","3","40.00","0","1","0.00","0.00","80.00","0.800","7","6","5","58.33"
"","Tyler Bozak","C","1","15.033333333333","13","18","41.94","8","13","38.10","6","11","35.29","0","1","0.00","7","9","43.75","3","1","75.00","0","1","0.00","0.00","90.91","0.909","6","5","3","66.67"
"","Auston Matthews","C","1","16.133333333333","18","17","51.43","11","13","45.83","9","9","50.00","0","1","0.00","9","9","50.00","2","2","50.00","0","0","0.00","0.00","88.89","0.889","7","6","5","58.33"
"","Connor Carrick","D","1","16.116666666667","16","17","48.48","10","14","41.67","9","8","52.94","0","0","0.00","9","8","52.94","2","3","40.00","0","0","0.00","0.00","100.00","1.000","7","7","4","63.64"
"","Morgan Rielly","D","1","19.983333333333","24","16","60.00","18","11","62.07","12","9","57.14","0","0","0.00","14","8","63.64","4","2","66.67","0","0","0.00","0.00","100.00","1.000","6","2","7","46.15"
"","Zach Hyman","C","1","16","16","16","50.00","10","11","47.62","8","8","50.00","0","0","0.00","9","8","52.94","2","2","50.00","0","0","0.00","0.00","100.00","1.000","5","6","5","50.00"
"","Ron Hainsey","D","1","17.45","13","16","44.83","9","13","40.91","5","11","31.25","0","1","0.00","6","8","42.86","2","3","40.00","0","0","0.00","0.00","90.91","0.909","3","2","7","30.00"
"","Andreas Borgman","D","1","11.8","8","16","33.33","6","13","31.58","5","11","31.25","0","1","0.00","7","10","41.18","2","2","50.00","0","1","0.00","0.00","90.91","0.909","3","4","3","50.00"
"","James van Riemsdyk","L","1","13.55","11","15","42.31","7","11","38.89","4","10","28.57","0","0","0.00","6","7","46.15","2","0","100.00","0","0","0.00","0.00","100.00","1.000","4","5","1","80.00"
"","Connor Brown","R","1","8.9333333333333","5","13","27.78","2","11","15.38","2","7","22.22","0","0","0.00","5","10","33.33","1","5","16.67","0","0","0.00","0.00","100.00","1.000","2","0","2","50.00"
"","Patrick Marleau","C","1","14.283333333333","18","11","62.07","14","10","58.33","10","6","62.50","0","0","0.00","9","7","56.25","2","4","33.33","0","0","0.00","0.00","100.00","1.000","4","2","6","40.00"
"","Frederik Gauthier","C","1","6.2833333333333","5","11","31.25","3","10","23.08","3","7","30.00","0","0","0.00","4","7","36.36","1","4","20.00","0","0","0.00","0.00","100.00","1.000","2","0","1","66.67"
"","Nazem Kadri","C","1","15.183333333333","14","9","60.87","12","8","60.00","8","5","61.54","0","1","0.00","8","6","57.14","2","3","40.00","0","0","0.00","0.00","80.00","0.800","3","2","6","33.33"
"","Leo Komarov","C","1","11.566666666667","12","8","60.00","10","7","58.82","6","4","60.00","0","0","0.00","7","4","63.64","2","2","50.00","0","0","0.00","0.00","100.00","1.000","2","2","5","28.57"
"","Matt Martin","L","1","5.65","4","8","33.33","2","8","20.00","2","5","28.57","0","0","0.00","4","5","44.44","1","2","33.33","0","0","0.00","0.00","100.00","1.000","1","0","1","50.00"
