"","Player","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"","Jake Gardiner","D","1","20.55","20","21","48.78","13","16","44.83","10","13","43.48","1","1","50.00","11","9","55.00","4","5","44.44","1","1","50.00","10.00","92.31","1.023","14","8","4","77.78"
"","Morgan Rielly","D","1","19.583333333333","19","20","48.72","16","15","51.61","13","14","48.15","1","1","50.00","10","10","50.00","5","5","50.00","0","1","0.00","7.69","92.86","1.005","6","10","12","33.33"
"","Auston Matthews","C","1","14.316666666667","12","17","41.38","9","11","45.00","7","8","46.67","2","1","66.67","8","7","53.33","3","4","42.86","1","1","50.00","28.57","87.50","1.161","8","3","8","50.00"
"","Ron Hainsey","D","1","20.15","20","15","57.14","16","11","59.26","13","10","56.52","0","0","0.00","13","6","68.42","7","2","77.78","0","0","0.00","0.00","100.00","1.000","5","11","12","29.41"
"","William Nylander","C","1","13.283333333333","13","15","46.43","9","11","45.00","6","8","42.86","2","1","66.67","7","7","50.00","2","4","33.33","1","1","50.00","33.33","87.50","1.208","7","2","8","46.67"
"","Zach Hyman","C","1","11.666666666667","11","14","44.00","9","10","47.37","7","7","50.00","2","1","66.67","6","6","50.00","3","3","50.00","1","1","50.00","28.57","85.71","1.143","4","4","7","36.36"
"","Roman Polak","D","1","15.466666666667","11","14","44.00","8","9","47.06","7","8","46.67","0","1","0.00","5","5","50.00","4","1","80.00","0","1","0.00","0.00","87.50","0.875","6","5","5","54.55"
"","Patrick Marleau","C","1","15.383333333333","21","13","61.76","13","10","56.52","10","9","52.63","0","0","0.00","10","6","62.50","2","3","40.00","0","0","0.00","0.00","100.00","1.000","8","4","7","53.33"
"","Nazem Kadri","C","1","14.983333333333","22","10","68.75","16","8","66.67","13","7","65.00","0","0","0.00","9","4","69.23","4","1","80.00","0","0","0.00","0.00","100.00","1.000","7","4","7","50.00"
"","Leo Komarov","C","1","13.2","16","10","61.54","12","7","63.16","9","6","60.00","0","0","0.00","9","3","75.00","4","1","80.00","0","0","0.00","0.00","100.00","1.000","7","3","7","50.00"
"","Connor Carrick","D","1","9.4666666666667","13","9","59.09","10","7","58.82","7","4","63.64","2","1","66.67","8","3","72.73","2","3","40.00","1","1","50.00","28.57","75.00","1.036","11","4","0","100.00"
"","Mitchell Marner","C","1","11.25","7","9","43.75","6","6","50.00","5","6","45.45","0","1","0.00","5","3","62.50","3","1","75.00","0","1","0.00","0.00","83.33","0.833","5","10","3","62.50"
"","James van Riemsdyk","L","1","9.5666666666667","7","9","43.75","5","6","45.45","4","6","40.00","0","1","0.00","5","3","62.50","2","1","66.67","0","1","0.00","0.00","83.33","0.833","6","8","2","75.00"
"","Tyler Bozak","C","1","10.2","7","8","46.67","6","6","50.00","5","6","45.45","0","1","0.00","4","3","57.14","2","1","66.67","0","1","0.00","0.00","83.33","0.833","6","10","3","66.67"
"","Connor Brown","R","1","8.8666666666667","9","7","56.25","9","6","60.00","6","5","54.55","0","0","0.00","6","4","60.00","6","2","75.00","0","0","0.00","0.00","100.00","1.000","2","5","0","100.00"
"","Andreas Borgman","D","1","9.7833333333333","11","7","61.11","9","4","69.23","6","3","66.67","0","0","0.00","5","3","62.50","4","0","100.00","0","0","0.00","0.00","100.00","1.000","2","2","3","40.00"
"","Dominic Moore","C","1","7.6333333333333","8","7","53.33","7","5","58.33","6","4","60.00","0","0","0.00","4","3","57.14","4","0","100.00","0","0","0.00","0.00","100.00","1.000","1","3","0","100.00"
"","Matt Martin","L","1","6.9","6","5","54.55","6","4","60.00","6","3","66.67","0","0","0.00","4","2","66.67","4","0","100.00","0","0","0.00","0.00","100.00","1.000","1","3","0","100.00"
