"","Player","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"","Ron Hainsey","D","1","15.466666666667","7","27","20.59","7","22","24.14","6","16","27.27","0","1","0.00","5","14","26.32","3","9","25.00","0","1","0.00","0.00","93.75","0.938","1","7","10","9.09"
"","Morgan Rielly","D","1","14.383333333333","13","23","36.11","12","18","40.00","9","14","39.13","0","1","0.00","11","16","40.74","5","8","38.46","0","1","0.00","0.00","92.86","0.929","3","8","7","30.00"
"","Roman Polak","D","1","13.15","17","22","43.59","14","17","45.16","8","10","44.44","1","0","100.00","9","10","47.37","7","5","58.33","1","0","100.00","12.50","100.00","1.125","5","5","3","62.50"
"","Travis Dermott","D","1","15.1","17","22","43.59","14","14","50.00","8","8","50.00","0","0","0.00","9","10","47.37","4","3","57.14","0","0","0.00","0.00","100.00","1.000","5","5","3","62.50"
"","Nazem Kadri","C","1","13.333333333333","12","22","35.29","10","19","34.48","8","14","36.36","1","2","33.33","6","15","28.57","2","9","18.18","0","2","0.00","12.50","85.71","0.982","0","6","9","0.00"
"","Nikita Zaitsev","D","1","16.766666666667","18","21","46.15","15","11","57.69","12","8","60.00","4","2","66.67","8","6","57.14","4","2","66.67","3","1","75.00","33.33","75.00","1.083","4","6","6","40.00"
"","Jake Gardiner","D","1","16.6","20","20","50.00","16","12","57.14","13","10","56.52","5","2","71.43","10","8","55.56","5","3","62.50","4","1","80.00","38.46","80.00","1.185","6","7","5","54.55"
"","Tyler Bozak","C","1","13.066666666667","12","20","37.50","11","12","47.83","7","7","50.00","0","1","0.00","8","7","53.33","6","2","75.00","0","1","0.00","0.00","85.71","0.857","4","6","3","57.14"
"","William Nylander","C","1","13.266666666667","15","19","44.12","13","12","52.00","8","7","53.33","3","0","100.00","8","7","53.33","5","3","62.50","3","0","100.00","37.50","100.00","1.375","8","5","2","80.00"
"","Patrick Marleau","C","1","12.683333333333","11","19","36.67","9","16","36.00","8","11","42.11","0","1","0.00","6","12","33.33","2","7","22.22","0","1","0.00","0.00","90.91","0.909","0","6","8","0.00"
"","Mitchell Marner","C","1","12.366666666667","11","18","37.93","9","16","36.00","8","12","40.00","0","2","0.00","6","14","30.00","2","8","20.00","0","2","0.00","0.00","83.33","0.833","0","6","5","0.00"
"","Zach Hyman","C","1","11.8","16","16","50.00","14","10","58.33","9","9","50.00","4","1","80.00","9","8","52.94","6","3","66.67","4","0","100.00","44.44","88.89","1.333","8","4","2","80.00"
"","Connor Brown","R","1","11.683333333333","10","16","38.46","9","8","52.94","6","6","50.00","0","0","0.00","8","7","53.33","6","2","75.00","0","0","0.00","0.00","100.00","1.000","4","6","2","66.67"
"","Leo Komarov","C","1","9.85","8","16","33.33","6","12","33.33","5","7","41.67","1","0","100.00","3","4","42.86","0","2","0.00","0","0","0.00","20.00","100.00","1.200","0","3","7","0.00"
"","James van Riemsdyk","L","1","11.3","11","15","42.31","10","8","55.56","6","5","54.55","0","0","0.00","8","6","57.14","6","1","85.71","0","0","0.00","0.00","100.00","1.000","4","6","2","66.67"
"","Auston Matthews","C","1","12.65","17","14","54.84","15","8","65.22","10","7","58.82","4","0","100.00","11","7","61.11","8","3","72.73","4","0","100.00","40.00","100.00","1.400","8","5","2","80.00"
"","Dominic Moore","C","1","7.2666666666667","8","13","38.10","6","11","35.29","5","8","38.46","1","1","50.00","3","5","37.50","0","2","0.00","0","0","0.00","20.00","87.50","1.075","0","2","4","0.00"
"","Kasperi Kapanen","R","1","7.6333333333333","9","12","42.86","7","9","43.75","5","6","45.45","1","1","50.00","4","4","50.00","1","3","25.00","1","0","100.00","20.00","83.33","1.033","0","2","5","0.00"
