"","Player","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"","Zach Hyman","C","1","7.3","7","14","33.33","5","11","31.25","4","10","28.57","1","1","50.00","2","10","16.67","1","5","16.67","0","1","0.00","25.00","90.00","1.150","3","5","3","50.00"
"","Auston Matthews","C","1","6.25","6","14","30.00","4","11","26.67","3","10","23.08","0","1","0.00","2","11","15.38","1","5","16.67","0","1","0.00","0.00","90.00","0.900","3","5","3","50.00"
"","Connor Brown","R","1","5.45","5","13","27.78","4","10","28.57","3","9","25.00","0","1","0.00","1","10","9.09","1","5","16.67","0","1","0.00","0.00","88.89","0.889","3","5","2","60.00"
"","Nikita Zaitsev","D","1","5.9","8","11","42.11","5","11","31.25","4","10","28.57","0","0","0.00","4","6","40.00","3","4","42.86","0","0","0.00","0.00","100.00","1.000","1","4","1","50.00"
"","Morgan Rielly","D","1","7.3333333333333","9","10","47.37","6","7","46.15","5","7","41.67","1","1","50.00","4","7","36.36","3","1","75.00","0","1","0.00","20.00","85.71","1.057","4","5","5","44.44"
"","Roman Polak","D","1","5.75","7","8","46.67","6","7","46.15","6","4","60.00","2","1","66.67","4","3","57.14","2","1","66.67","1","0","100.00","33.33","75.00","1.083","1","3","2","33.33"
"","Jake Gardiner","D","1","4.0333333333333","7","8","46.67","4","8","33.33","3","7","30.00","0","0","0.00","3","5","37.50","3","4","42.86","0","0","0.00","0.00","100.00","1.000","1","1","0","100.00"
"","Ron Hainsey","D","1","5.6833333333333","7","7","50.00","6","4","60.00","5","4","55.56","1","1","50.00","3","6","33.33","3","1","75.00","0","1","0.00","20.00","75.00","0.950","4","5","4","50.00"
"","Andreas Borgman","D","1","5.2166666666667","6","7","46.15","5","6","45.45","5","3","62.50","2","1","66.67","4","3","57.14","2","1","66.67","1","0","100.00","40.00","66.67","1.067","1","4","2","33.33"
"","William Nylander","C","1","2.9833333333333","4","5","44.44","4","5","44.44","4","2","66.67","2","0","100.00","3","3","50.00","2","1","66.67","1","0","100.00","50.00","100.00","1.500","0","2","1","0.00"
"","Nazem Kadri","C","1","4.9666666666667","8","4","66.67","7","4","63.64","7","3","70.00","1","1","50.00","5","1","83.33","4","1","80.00","0","0","0.00","14.29","66.67","0.810","0","3","2","0.00"
"","Matt Martin","L","1","2.1833333333333","3","4","42.86","3","4","42.86","3","2","60.00","2","1","66.67","2","2","50.00","1","0","100.00","1","0","100.00","66.67","50.00","1.167","0","2","0","0.00"
"","James van Riemsdyk","L","1","3","5","4","55.56","2","3","40.00","1","3","25.00","0","0","0.00","2","2","50.00","2","0","100.00","0","0","0.00","0.00","100.00","1.000","3","1","2","60.00"
"","Mitchell Marner","C","1","3.4","6","4","60.00","2","3","40.00","1","3","25.00","0","0","0.00","3","2","60.00","2","0","100.00","0","0","0.00","0.00","100.00","1.000","3","1","2","60.00"
"","Patrick Marleau","C","1","4.1666666666667","7","3","70.00","6","3","66.67","6","2","75.00","0","0","0.00","5","1","83.33","4","1","80.00","0","0","0.00","0.00","100.00","1.000","0","3","2","0.00"
"","Leo Komarov","C","1","4.4166666666667","5","3","62.50","5","3","62.50","5","3","62.50","1","1","50.00","3","0","100.00","2","0","100.00","0","0","0.00","20.00","66.67","0.867","0","3","2","0.00"
"","Dominic Moore","C","1","1.8166666666667","3","3","50.00","3","3","50.00","3","1","75.00","2","0","100.00","2","2","50.00","1","0","100.00","1","0","100.00","66.67","100.00","1.667","0","2","0","0.00"
"","Tyler Bozak","C","1","3.4","7","3","70.00","3","2","60.00","2","2","50.00","0","0","0.00","3","1","75.00","3","0","100.00","0","0","0.00","0.00","100.00","1.000","3","1","2","60.00"
