"","Player","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"","Jake Gardiner","D","1","5.0166666666667","5","9","35.71","5","6","45.45","3","4","42.86","0","1","0.00","5","4","55.56","1","2","33.33","0","1","0.00","0.00","75.00","0.750","1","3","2","33.33"
"","Nazem Kadri","C","1","5","5","9","35.71","3","7","30.00","3","4","42.86","0","1","0.00","3","3","50.00","1","2","33.33","0","1","0.00","0.00","75.00","0.750","2","4","0","100.00"
"","Patrick Marleau","C","1","5.4166666666667","4","9","30.77","2","7","22.22","2","4","33.33","0","1","0.00","2","3","40.00","0","2","0.00","0","1","0.00","0.00","75.00","0.750","2","6","0","100.00"
"","Nikita Zaitsev","D","1","4.6833333333333","2","7","22.22","2","4","33.33","2","2","50.00","0","0","0.00","2","2","50.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","1","3","2","33.33"
"","Leo Komarov","C","1","3.9166666666667","2","7","22.22","1","5","16.67","1","2","33.33","0","0","0.00","1","1","50.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","2","4","0","100.00"
"","Morgan Rielly","D","1","6.1166666666667","14","5","73.68","11","4","73.33","9","3","75.00","0","1","0.00","10","2","83.33","5","2","71.43","0","1","0.00","0.00","66.67","0.667","1","2","1","50.00"
"","William Nylander","C","1","3.5333333333333","8","3","72.73","8","2","80.00","6","2","75.00","0","1","0.00","8","2","80.00","3","2","60.00","0","1","0.00","0.00","50.00","0.500","0","1","2","0.00"
"","Ron Hainsey","D","1","4.9833333333333","8","2","80.00","6","2","75.00","6","1","85.71","0","0","0.00","5","0","100.00","2","0","100.00","0","0","0.00","0.00","100.00","1.000","1","3","0","100.00"
"","Connor Brown","R","1","3.5166666666667","4","2","66.67","3","1","75.00","2","1","66.67","0","0","0.00","3","1","75.00","1","0","100.00","0","0","0.00","0.00","100.00","1.000","0","1","0","0.00"
"","Eric Fehr","C","1","2.35","2","2","50.00","2","1","66.67","1","1","50.00","0","0","0.00","2","1","66.67","1","0","100.00","0","0","0.00","0.00","100.00","1.000","0","1","0","0.00"
"","Matt Martin","L","1","2.1166666666667","2","2","50.00","2","1","66.67","1","1","50.00","0","0","0.00","2","1","66.67","1","0","100.00","0","0","0.00","0.00","100.00","1.000","0","1","0","0.00"
"","Auston Matthews","C","1","3.9","9","1","90.00","8","0","100.00","6","0","100.00","0","0","0.00","8","0","100.00","3","0","100.00","0","0","0.00","0.00","100.00","1.000","0","1","2","0.00"
"","Calle Rosen","D","1","5.3666666666667","6","1","85.71","4","0","100.00","2","0","100.00","0","0","0.00","4","0","100.00","2","0","100.00","0","0","0.00","0.00","100.00","1.000","0","2","2","0.00"
"","Zach Hyman","C","1","2.2166666666667","3","1","75.00","3","0","100.00","3","0","100.00","0","0","0.00","3","0","100.00","1","0","100.00","0","0","0.00","0.00","100.00","1.000","0","0","1","0.00"
"","Tyler Bozak","C","1","4.7166666666667","9","0","100.00","7","0","100.00","4","0","100.00","0","0","0.00","6","0","100.00","3","0","100.00","0","0","0.00","0.00","100.00","1.000","0","1","2","0.00"
"","James van Riemsdyk","L","1","4.3666666666667","6","0","100.00","4","0","100.00","3","0","100.00","0","0","0.00","3","0","100.00","2","0","100.00","0","0","0.00","0.00","100.00","1.000","0","1","2","0.00"
"","Mitchell Marner","C","1","4.5166666666667","4","0","100.00","3","0","100.00","2","0","100.00","0","0","0.00","2","0","100.00","1","0","100.00","0","0","0.00","0.00","100.00","1.000","0","2","1","0.00"
"","Andreas Borgman","D","1","5.2333333333333","4","0","100.00","3","0","100.00","1","0","100.00","0","0","0.00","3","0","100.00","1","0","100.00","0","0","0.00","0.00","100.00","1.000","0","2","1","0.00"
