"","Player","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"","Nikita Zaitsev","D","1","18.833333333333","20","31","39.22","14","22","38.89","10","17","37.04","0","3","0.00","9","14","39.13","2","4","33.33","0","1","0.00","0.00","82.35","0.824","11","5","6","64.71"
"","Jake Gardiner","D","1","17.85","17","28","37.78","11","21","34.38","9","15","37.50","1","2","33.33","10","12","45.45","2","3","40.00","0","0","0.00","11.11","86.67","0.978","8","4","5","61.54"
"","Auston Matthews","C","1","14.666666666667","13","27","32.50","10","18","35.71","8","14","36.36","1","3","25.00","8","11","42.11","0","3","0.00","0","1","0.00","12.50","78.57","0.911","5","3","7","41.67"
"","Zach Hyman","C","1","14.083333333333","12","27","30.77","9","20","31.03","7","16","30.43","1","3","25.00","6","11","35.29","0","3","0.00","0","1","0.00","14.29","81.25","0.955","4","4","6","40.00"
"","Ron Hainsey","D","1","19.433333333333","22","25","46.81","19","14","57.58","12","10","54.55","2","1","66.67","15","16","48.39","6","6","50.00","2","1","66.67","16.67","90.00","1.067","12","10","6","66.67"
"","Mitchell Marner","C","1","19.3","17","24","41.46","13","16","44.83","8","7","53.33","2","0","100.00","12","14","46.15","5","3","62.50","2","0","100.00","25.00","100.00","1.250","9","11","5","64.29"
"","William Nylander","C","1","10.866666666667","7","23","23.33","6","17","26.09","6","14","30.00","1","2","33.33","7","9","43.75","0","2","0.00","0","0","0.00","16.67","85.71","1.024","4","3","5","44.44"
"","Morgan Rielly","D","1","19.316666666667","19","21","47.50","14","11","56.00","9","7","56.25","2","0","100.00","13","15","46.43","5","4","55.56","2","0","100.00","22.22","100.00","1.222","9","10","8","52.94"
"","Patrick Marleau","C","1","17.933333333333","17","21","44.74","13","12","52.00","8","6","57.14","2","0","100.00","11","13","45.83","5","3","62.50","2","0","100.00","25.00","100.00","1.250","9","10","6","60.00"
"","Nazem Kadri","C","1","17.933333333333","15","20","42.86","11","12","47.83","8","6","57.14","1","0","100.00","11","12","47.83","5","3","62.50","1","0","100.00","12.50","100.00","1.125","9","11","6","60.00"
"","Connor Brown","R","1","14.316666666667","25","14","64.10","20","8","71.43","13","7","65.00","1","1","50.00","15","9","62.50","7","4","63.64","1","1","50.00","7.69","85.71","0.934","10","3","4","71.43"
"","Roman Polak","D","1","15.266666666667","20","13","60.61","16","9","64.00","12","4","75.00","1","0","100.00","12","5","70.59","5","0","100.00","1","0","100.00","8.33","100.00","1.083","3","7","6","33.33"
"","Travis Dermott","D","1","14.65","22","12","64.71","16","9","64.00","12","5","70.59","2","0","100.00","13","4","76.47","6","1","85.71","1","0","100.00","16.67","100.00","1.167","3","6","3","50.00"
"","Tyler Bozak","C","1","12.783333333333","25","9","73.53","21","6","77.78","15","5","75.00","1","0","100.00","16","5","76.19","8","2","80.00","1","0","100.00","6.67","100.00","1.067","9","3","4","69.23"
"","James van Riemsdyk","L","1","12.15","22","8","73.33","19","5","79.17","14","3","82.35","1","0","100.00","15","5","75.00","8","2","80.00","1","0","100.00","7.14","100.00","1.071","9","3","3","75.00"
"","Tomas Plekanec","C","1","7.5166666666667","8","8","50.00","4","6","40.00","2","3","40.00","1","0","100.00","2","4","33.33","1","1","50.00","1","0","100.00","50.00","100.00","1.500","0","4","1","0.00"
"","Kasperi Kapanen","R","1","7.5666666666667","8","8","50.00","2","5","28.57","1","4","20.00","0","0","0.00","1","4","20.00","0","1","0.00","0","0","0.00","0.00","100.00","1.000","0","4","1","0.00"
"","Andreas Johnsson","L","1","8.65","11","6","64.71","7","4","63.64","6","2","75.00","0","0","0.00","4","2","66.67","0","0","0.00","0","0","0.00","0.00","100.00","1.000","1","4","3","25.00"
