"","Player","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"","Mitchell Marner","C","1","11.35","8","11","42.11","4","4","50.00","4","3","57.14","1","0","100.00","3","5","37.50","1","4","20.00","1","0","100.00","25.00","100.00","1.250","4","5","6","40.00"
"","Jake Gardiner","D","1","14.783333333333","13","9","59.09","9","5","64.29","7","2","77.78","0","0","0.00","7","2","77.78","1","1","50.00","0","0","0.00","0.00","100.00","1.000","5","9","3","62.50"
"","Patrick Marleau","C","1","10.066666666667","6","9","40.00","3","4","42.86","3","3","50.00","0","0","0.00","1","4","20.00","0","4","0.00","0","0","0.00","0.00","100.00","1.000","4","5","4","50.00"
"","Ron Hainsey","D","1","10.516666666667","7","8","46.67","5","7","41.67","4","6","40.00","0","2","0.00","3","6","33.33","2","4","33.33","0","0","0.00","0.00","66.67","0.667","1","7","7","12.50"
"","Morgan Rielly","D","1","11.216666666667","9","8","52.94","5","6","45.45","5","6","45.45","0","2","0.00","4","6","40.00","1","4","20.00","0","0","0.00","0.00","66.67","0.667","2","7","8","20.00"
"","Nazem Kadri","C","1","9.4","5","8","38.46","4","4","50.00","4","3","57.14","0","0","0.00","0","4","0.00","0","4","0.00","0","0","0.00","0.00","100.00","1.000","4","5","3","57.14"
"","Roman Polak","D","1","11.233333333333","7","7","50.00","6","6","50.00","5","3","62.50","0","0","0.00","2","2","50.00","0","1","0.00","0","0","0.00","0.00","100.00","1.000","3","9","2","60.00"
"","Travis Dermott","D","1","12.933333333333","11","7","61.11","6","3","66.67","5","3","62.50","1","0","100.00","9","4","69.23","2","3","40.00","1","0","100.00","20.00","100.00","1.200","3","3","2","60.00"
"","Zach Hyman","C","1","9.9833333333333","7","7","50.00","5","7","41.67","4","5","44.44","0","2","0.00","4","3","57.14","2","1","66.67","0","0","0.00","0.00","60.00","0.600","1","5","5","16.67"
"","Connor Carrick","D","1","11.3","8","7","53.33","5","5","50.00","4","4","50.00","1","0","100.00","8","4","66.67","2","3","40.00","1","0","100.00","25.00","100.00","1.250","2","3","4","33.33"
"","William Nylander","C","1","10.5","8","6","57.14","4","6","40.00","3","5","37.50","0","2","0.00","6","3","66.67","2","1","66.67","0","0","0.00","0.00","60.00","0.600","1","5","5","16.67"
"","Tomas Plekanec","C","1","7.5333333333333","6","5","54.55","5","4","55.56","3","4","42.86","0","1","0.00","4","4","50.00","1","2","33.33","0","0","0.00","0.00","75.00","0.750","0","4","5","0.00"
"","Tyler Bozak","C","1","10.35","9","5","64.29","5","4","55.56","5","2","71.43","1","0","100.00","8","2","80.00","1","1","50.00","1","0","100.00","20.00","100.00","1.200","3","5","2","60.00"
"","Josh Leivo","L","1","6.8833333333333","6","5","54.55","5","4","55.56","3","3","50.00","0","0","0.00","5","4","55.56","1","2","33.33","0","0","0.00","0.00","100.00","1.000","0","4","1","0.00"
"","Andreas Johnsson","L","1","8.7666666666667","7","5","58.33","4","4","50.00","3","3","50.00","0","1","0.00","4","2","66.67","2","1","66.67","0","0","0.00","0.00","66.67","0.667","1","4","4","20.00"
"","Kasperi Kapanen","R","1","6.7","5","4","55.56","5","4","55.56","3","3","50.00","0","0","0.00","3","3","50.00","1","2","33.33","0","0","0.00","0.00","100.00","1.000","0","4","1","0.00"
"","James van Riemsdyk","L","1","8.6","8","2","80.00","5","2","71.43","5","1","83.33","1","0","100.00","7","1","87.50","1","1","50.00","1","0","100.00","20.00","100.00","1.200","3","5","1","75.00"
"","Connor Brown","R","1","8.8666666666667","9","1","90.00","5","1","83.33","5","1","83.33","1","0","100.00","8","1","88.89","1","1","50.00","1","0","100.00","20.00","100.00","1.200","3","5","1","75.00"
