"","Player","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"","Connor Carrick","D","1","4.5666666666667","2","9","18.18","2","6","25.00","2","4","33.33","0","0","0.00","0","5","0.00","0","2","0.00","0","0","0.00","0.00","100.00","1.000","1","2","2","33.33"
"","Zach Hyman","C","1","3.4666666666667","1","9","10.00","1","5","16.67","1","5","16.67","0","0","0.00","0","5","0.00","0","2","0.00","0","0","0.00","0.00","100.00","1.000","0","0","2","0.00"
"","William Nylander","C","1","2.95","1","8","11.11","1","5","16.67","1","5","16.67","0","0","0.00","0","5","0.00","0","2","0.00","0","0","0.00","0.00","100.00","1.000","0","0","2","0.00"
"","Auston Matthews","C","1","2.95","1","8","11.11","1","5","16.67","1","5","16.67","0","0","0.00","0","5","0.00","0","2","0.00","0","0","0.00","0.00","100.00","1.000","0","0","2","0.00"
"","Jake Gardiner","D","1","5.0833333333333","5","6","45.45","4","4","50.00","4","3","57.14","1","0","100.00","2","3","40.00","2","1","66.67","1","0","100.00","25.00","100.00","1.250","1","3","3","25.00"
"","Travis Dermott","D","1","3.45","1","6","14.29","1","4","20.00","1","4","20.00","0","0","0.00","0","2","0.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","0","0","2","0.00"
"","Leo Komarov","C","1","2.95","1","4","20.00","1","4","20.00","1","2","33.33","0","0","0.00","0","2","0.00","0","1","0.00","0","0","0.00","0.00","100.00","1.000","0","2","3","0.00"
"","Andreas Borgman","D","1","2.3333333333333","1","4","20.00","1","3","25.00","1","2","33.33","0","0","0.00","0","3","0.00","0","2","0.00","0","0","0.00","0.00","100.00","1.000","0","1","2","0.00"
"","Dominic Moore","C","1","2.7666666666667","0","4","0.00","0","4","0.00","0","2","0.00","0","0","0.00","0","2","0.00","0","1","0.00","0","0","0.00","0.00","100.00","1.000","0","2","2","0.00"
"","Roman Polak","D","1","3.4","0","4","0.00","0","3","0.00","0","3","0.00","0","0","0.00","0","1","0.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","0","1","2","0.00"
"","Kasperi Kapanen","R","1","2.6166666666667","0","4","0.00","0","4","0.00","0","2","0.00","0","0","0.00","0","2","0.00","0","1","0.00","0","0","0.00","0.00","100.00","1.000","0","2","2","0.00"
"","Ron Hainsey","D","1","3.4333333333333","5","3","62.50","4","2","66.67","4","2","66.67","1","0","100.00","2","2","50.00","2","1","66.67","1","0","100.00","25.00","100.00","1.250","0","1","3","0.00"
"","Nazem Kadri","C","1","3.0666666666667","5","3","62.50","4","1","80.00","4","1","80.00","1","0","100.00","2","1","66.67","2","0","100.00","1","0","100.00","25.00","100.00","1.250","0","1","3","0.00"
"","Mitchell Marner","C","1","2.8166666666667","4","3","57.14","3","1","75.00","3","1","75.00","1","0","100.00","2","1","66.67","2","0","100.00","1","0","100.00","33.33","100.00","1.333","0","1","2","0.00"
"","Patrick Marleau","C","1","2.6333333333333","5","2","71.43","4","1","80.00","4","1","80.00","1","0","100.00","2","1","66.67","2","0","100.00","1","0","100.00","25.00","100.00","1.250","0","1","3","0.00"
"","James van Riemsdyk","L","1","2.4166666666667","1","1","50.00","1","1","50.00","1","1","50.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","1","1","0","100.00"
"","Tyler Bozak","C","1","2.35","1","1","50.00","1","1","50.00","1","1","50.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","1","1","0","100.00"
"","Connor Brown","R","1","2.4166666666667","1","1","50.00","1","1","50.00","1","1","50.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","1","1","0","100.00"
