"","Player","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"","Morgan Rielly","D","1","12.216666666667","18","17","51.43","13","14","48.15","7","8","46.67","0","0","0.00","5","11","31.25","2","6","25.00","0","0","0.00","0.00","100.00","1.000","5","6","7","41.67"
"","Leo Komarov","C","1","9.0333333333333","10","15","40.00","9","14","39.13","7","9","43.75","0","3","0.00","2","9","18.18","1","3","25.00","0","2","0.00","0.00","66.67","0.667","4","5","6","40.00"
"","Ron Hainsey","D","1","12.966666666667","20","14","58.82","13","12","52.00","7","7","50.00","0","0","0.00","6","9","40.00","2","5","28.57","0","0","0.00","0.00","100.00","1.000","5","6","7","41.67"
"","Nazem Kadri","C","1","10.016666666667","12","14","46.15","10","12","45.45","8","7","53.33","0","2","0.00","4","8","33.33","1","2","33.33","0","1","0.00","0.00","71.43","0.714","4","6","7","36.36"
"","Jake Gardiner","D","1","13.533333333333","9","14","39.13","5","13","27.78","3","9","25.00","0","3","0.00","3","9","25.00","1","4","20.00","0","2","0.00","0.00","66.67","0.667","2","7","8","20.00"
"","Patrick Marleau","C","1","9.9833333333333","11","13","45.83","9","11","45.00","7","6","53.85","0","1","0.00","3","7","30.00","1","2","33.33","0","1","0.00","0.00","83.33","0.833","4","6","7","36.36"
"","Nikita Zaitsev","D","1","12.666666666667","9","12","42.86","5","12","29.41","3","9","25.00","0","3","0.00","3","8","27.27","1","3","25.00","0","2","0.00","0.00","66.67","0.667","2","7","8","20.00"
"","Matt Martin","L","1","7.3166666666667","6","12","33.33","4","9","30.77","1","6","14.29","0","2","0.00","2","9","18.18","1","5","16.67","0","1","0.00","0.00","66.67","0.667","1","3","2","33.33"
"","Mitchell Marner","C","1","9.45","9","11","45.00","6","8","42.86","3","5","37.50","0","1","0.00","4","9","30.77","1","5","16.67","0","0","0.00","0.00","80.00","0.800","2","5","3","40.00"
"","Andreas Borgman","D","1","10.533333333333","8","10","44.44","4","8","33.33","4","7","36.36","0","1","0.00","3","9","25.00","1","1","50.00","0","0","0.00","0.00","85.71","0.857","4","5","2","66.67"
"","Connor Carrick","D","1","10.266666666667","6","9","40.00","4","7","36.36","4","6","40.00","0","1","0.00","2","8","20.00","1","1","50.00","0","0","0.00","0.00","83.33","0.833","4","5","2","66.67"
"","Dominic Moore","C","1","6.8833333333333","5","9","35.71","3","7","30.00","1","5","16.67","0","2","0.00","2","7","22.22","1","4","20.00","0","1","0.00","0.00","60.00","0.600","1","3","2","33.33"
"","Auston Matthews","C","1","9.7166666666667","11","8","57.89","6","7","46.15","3","4","42.86","0","0","0.00","3","5","37.50","2","1","66.67","0","0","0.00","0.00","100.00","1.000","1","5","4","20.00"
"","James van Riemsdyk","L","1","9.05","7","7","50.00","3","7","30.00","2","7","22.22","0","0","0.00","2","7","22.22","0","3","0.00","0","0","0.00","0.00","100.00","1.000","5","4","4","55.56"
"","Tyler Bozak","C","1","9.6833333333333","7","7","50.00","3","7","30.00","2","7","22.22","0","0","0.00","2","7","22.22","0","3","0.00","0","0","0.00","0.00","100.00","1.000","5","4","4","55.56"
"","Zach Hyman","C","1","9.25","11","6","64.71","6","6","50.00","4","4","50.00","0","1","0.00","4","4","50.00","2","0","100.00","0","0","0.00","0.00","75.00","0.750","1","5","4","20.00"
"","William Nylander","C","1","9.25","10","6","62.50","5","5","50.00","3","3","50.00","0","0","0.00","3","3","50.00","2","0","100.00","0","0","0.00","0.00","100.00","1.000","1","5","4","20.00"
"","Connor Brown","R","1","8.6","6","6","50.00","2","6","25.00","1","6","14.29","0","0","0.00","2","6","25.00","0","2","0.00","0","0","0.00","0.00","100.00","1.000","4","3","4","50.00"
