"","Player","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"","Jake Gardiner","D","1","3.45","1","6","14.29","1","4","20.00","1","3","25.00","0","0","0.00","0","3","0.00","0","1","0.00","0","0","0.00","0.00","100.00","1.000","1","2","2","33.33"
"","Zach Hyman","C","1","2.25","1","6","14.29","1","3","25.00","1","3","25.00","0","0","0.00","0","3","0.00","0","1","0.00","0","0","0.00","0.00","100.00","1.000","1","1","1","50.00"
"","Connor Brown","R","1","1.8666666666667","1","6","14.29","1","3","25.00","1","3","25.00","0","0","0.00","0","3","0.00","0","1","0.00","0","0","0.00","0.00","100.00","1.000","1","1","1","50.00"
"","Nikita Zaitsev","D","1","3.8833333333333","1","6","14.29","1","4","20.00","1","3","25.00","0","0","0.00","0","3","0.00","0","1","0.00","0","0","0.00","0.00","100.00","1.000","1","3","2","33.33"
"","Ron Hainsey","D","1","2.35","2","5","28.57","2","3","40.00","1","3","25.00","0","0","0.00","1","3","25.00","0","1","0.00","0","0","0.00","0.00","100.00","1.000","1","1","0","100.00"
"","Patrick Marleau","C","1","2.5666666666667","1","5","16.67","1","2","33.33","1","2","33.33","0","0","0.00","0","2","0.00","0","1","0.00","0","0","0.00","0.00","100.00","1.000","1","1","1","50.00"
"","Morgan Rielly","D","1","2.4333333333333","3","4","42.86","3","3","50.00","2","3","40.00","0","0","0.00","1","3","25.00","0","1","0.00","0","0","0.00","0.00","100.00","1.000","1","0","0","100.00"
"","Roman Polak","D","1","3.15","4","4","50.00","2","3","40.00","2","3","40.00","0","1","0.00","0","2","0.00","0","2","0.00","0","1","0.00","0.00","66.67","0.667","1","1","0","100.00"
"","Dominic Moore","C","1","1.9333333333333","0","4","0.00","0","3","0.00","0","3","0.00","0","1","0.00","0","1","0.00","0","1","0.00","0","1","0.00","0.00","66.67","0.667","0","1","0","0.00"
"","Leo Komarov","C","1","2.7833333333333","3","3","50.00","3","3","50.00","2","2","50.00","0","0","0.00","1","3","25.00","0","1","0.00","0","0","0.00","0.00","100.00","1.000","1","1","1","50.00"
"","Nazem Kadri","C","1","2.5166666666667","3","3","50.00","3","3","50.00","2","2","50.00","0","0","0.00","1","3","25.00","0","1","0.00","0","0","0.00","0.00","100.00","1.000","1","1","1","50.00"
"","William Nylander","C","1","2.75","3","3","50.00","3","3","50.00","2","2","50.00","0","0","0.00","1","3","25.00","0","1","0.00","0","0","0.00","0.00","100.00","1.000","1","1","1","50.00"
"","James van Riemsdyk","L","1","2.3166666666667","3","3","50.00","1","3","25.00","1","3","25.00","0","1","0.00","0","2","0.00","0","2","0.00","0","1","0.00","0.00","66.67","0.667","1","1","0","100.00"
"","Mitchell Marner","C","1","2.4833333333333","3","3","50.00","1","3","25.00","1","3","25.00","0","1","0.00","0","2","0.00","0","2","0.00","0","1","0.00","0.00","66.67","0.667","1","1","0","100.00"
"","Andreas Borgman","D","1","2.2666666666667","3","3","50.00","1","3","25.00","1","3","25.00","0","1","0.00","0","2","0.00","0","2","0.00","0","1","0.00","0.00","66.67","0.667","1","1","0","100.00"
"","Tyler Bozak","C","1","2.1166666666667","3","2","60.00","1","2","33.33","1","2","33.33","0","0","0.00","0","2","0.00","0","1","0.00","0","0","0.00","0.00","100.00","1.000","1","1","0","100.00"
"","Matt Martin","L","1","1.6666666666667","0","2","0.00","0","1","0.00","0","1","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","0","1","0","0.00"
"","Josh Leivo","L","1","1.05","0","2","0.00","0","1","0.00","0","1","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","0","1","0","0.00"
