"","Player","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"","Patrick Marleau","C","1","1.7833333333333","5","0","100.00","3","0","100.00","2","0","100.00","0","0","0.00","2","0","100.00","1","0","100.00","0","0","0.00","0.00","100.00","1.000","1","1","0","100.00"
"","James van Riemsdyk","L","1","1.9666666666667","5","0","100.00","3","0","100.00","1","0","100.00","1","0","100.00","3","0","100.00","1","0","100.00","1","0","100.00","100.00","100.00","2.000","0","1","0","0.00"
"","Jake Gardiner","D","1","2.3833333333333","7","0","100.00","3","0","100.00","1","0","100.00","1","0","100.00","4","0","100.00","1","0","100.00","1","0","100.00","100.00","100.00","2.000","1","1","0","100.00"
"","Tyler Bozak","C","1","2.0666666666667","5","0","100.00","3","0","100.00","1","0","100.00","1","0","100.00","3","0","100.00","1","0","100.00","1","0","100.00","100.00","100.00","2.000","0","1","0","0.00"
"","Nazem Kadri","C","1","1.0666666666667","5","0","100.00","3","0","100.00","1","0","100.00","1","0","100.00","3","0","100.00","1","0","100.00","1","0","100.00","100.00","100.00","2.000","0","0","0","0.00"
"","Josh Leivo","L","1","0.68333333333333","3","0","100.00","3","0","100.00","2","0","100.00","0","0","0.00","1","0","100.00","1","0","100.00","0","0","0.00","0.00","100.00","1.000","0","0","0","0.00"
"","Morgan Rielly","D","1","1.6833333333333","3","0","100.00","3","0","100.00","2","0","100.00","0","0","0.00","1","0","100.00","1","0","100.00","0","0","0.00","0.00","100.00","1.000","0","1","0","0.00"
"","Connor Carrick","D","1","1.7166666666667","5","0","100.00","3","0","100.00","2","0","100.00","0","0","0.00","2","0","100.00","1","0","100.00","0","0","0.00","0.00","100.00","1.000","1","1","0","100.00"
"","Connor Brown","R","1","1.35","3","0","100.00","3","0","100.00","2","0","100.00","0","0","0.00","1","0","100.00","1","0","100.00","0","0","0.00","0.00","100.00","1.000","0","1","0","0.00"
"","Mitchell Marner","C","1","2.0666666666667","5","0","100.00","3","0","100.00","1","0","100.00","1","0","100.00","3","0","100.00","1","0","100.00","1","0","100.00","100.00","100.00","2.000","0","1","0","0.00"
"","Nikita Zaitsev","D","1","1.85","5","0","100.00","3","0","100.00","1","0","100.00","1","0","100.00","3","0","100.00","1","0","100.00","1","0","100.00","100.00","100.00","2.000","0","1","0","0.00"
"","Ron Hainsey","D","1","0.11666666666667","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","0","0","0","0.00"
"","Leo Komarov","C","1","0.11666666666667","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","0","0","0","0.00"
"","Zach Hyman","C","1","1.2166666666667","2","0","100.00","0","0","0.00","0","0","0.00","0","0","0.00","1","0","100.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","1","1","0","100.00"
"","William Nylander","C","1","0.43333333333333","2","0","100.00","0","0","0.00","0","0","0.00","0","0","0.00","1","0","100.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","1","0","0","100.00"
"","Andreas Borgman","D","1","0.4","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0.00","100.00","1.000","0","0","0","0.00"
