"","Player","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"","Nikita Zaitsev","D","1","16.016666666667","17","13","56.67","14","9","60.87","13","5","72.22","1","0","100.00","15","6","71.43","7","3","70.00","1","0","100.00","7.69","100.00","1.077","4","8","9","30.77"
"","Calle Rosen","D","1","11.45","18","13","58.06","12","12","50.00","7","10","41.18","0","2","0.00","9","9","50.00","3","3","50.00","0","0","0.00","0.00","80.00","0.800","10","5","2","83.33"
"","William Nylander","C","1","11.683333333333","16","11","59.26","13","8","61.90","12","5","70.59","1","0","100.00","14","5","73.68","7","2","77.78","1","0","100.00","8.33","100.00","1.083","4","3","5","44.44"
"","Morgan Rielly","D","1","13.533333333333","22","10","68.75","18","10","64.29","13","6","68.42","0","2","0.00","13","6","68.42","3","3","50.00","0","0","0.00","0.00","66.67","0.667","6","5","7","46.15"
"","Auston Matthews","C","1","10.55","15","10","60.00","11","7","61.11","8","5","61.54","1","0","100.00","12","6","66.67","6","3","66.67","1","0","100.00","12.50","100.00","1.125","4","3","5","44.44"
"","Andreas Borgman","D","1","11.95","14","10","58.33","10","9","52.63","6","7","46.15","0","3","0.00","7","8","46.67","1","3","25.00","0","0","0.00","0.00","57.14","0.571","9","6","2","81.82"
"","Jake Gardiner","D","1","14.35","12","9","57.14","10","6","62.50","10","3","76.92","0","0","0.00","10","5","66.67","3","2","60.00","0","0","0.00","0.00","100.00","1.000","3","7","5","37.50"
"","Zach Hyman","C","1","8.7333333333333","13","9","59.09","8","6","57.14","6","4","60.00","0","1","0.00","10","6","62.50","5","2","71.43","0","0","0.00","0.00","75.00","0.750","3","4","6","33.33"
"","Patrick Marleau","C","1","10.066666666667","18","8","69.23","17","7","70.83","15","6","71.43","0","0","0.00","11","5","68.75","3","3","50.00","0","0","0.00","0.00","100.00","1.000","4","4","7","36.36"
"","Ron Hainsey","D","1","11.816666666667","19","8","70.37","16","7","69.57","13","3","81.25","1","1","50.00","14","5","73.68","5","3","62.50","1","0","100.00","7.69","66.67","0.744","4","5","7","36.36"
"","Leo Komarov","C","1","10","17","7","70.83","15","6","71.43","12","2","85.71","0","0","0.00","9","4","69.23","3","2","60.00","0","0","0.00","0.00","100.00","1.000","6","5","7","46.15"
"","Nazem Kadri","C","1","11.016666666667","16","7","69.57","13","6","68.42","11","3","78.57","0","1","0.00","9","3","75.00","1","2","33.33","0","0","0.00","0.00","66.67","0.667","6","6","7","46.15"
"","Dominic Moore","C","1","8.7333333333333","12","7","63.16","10","6","62.50","7","4","63.64","1","2","33.33","6","4","60.00","2","0","100.00","1","0","100.00","14.29","50.00","0.643","2","6","2","50.00"
"","James van Riemsdyk","L","1","11.033333333333","13","7","65.00","9","6","60.00","6","4","60.00","0","1","0.00","9","5","64.29","2","3","40.00","0","0","0.00","0.00","75.00","0.750","7","3","1","87.50"
"","Matt Martin","L","1","7.8333333333333","11","7","61.11","9","6","60.00","6","4","60.00","0","2","0.00","5","4","55.56","1","0","100.00","0","0","0.00","0.00","50.00","0.500","2","6","1","66.67"
"","Tyler Bozak","C","1","10.666666666667","11","7","61.11","8","7","53.33","6","5","54.55","0","1","0.00","9","6","60.00","2","3","40.00","0","0","0.00","0.00","80.00","0.800","7","4","2","77.78"
"","Mitchell Marner","C","1","9.55","9","6","60.00","6","6","50.00","4","4","50.00","0","1","0.00","7","5","58.33","1","3","25.00","0","0","0.00","0.00","75.00","0.750","7","4","2","77.78"
"","Connor Brown","R","1","7.25","4","6","40.00","3","6","33.33","1","5","16.67","0","3","0.00","2","3","40.00","0","0","0.00","0","0","0.00","0.00","40.00","0.400","2","6","3","40.00"
