"Player","Date","Team","Position","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","FF","FA","F+/-","FF%","FF/60","FA/60","SF","SA","S+/-","SF%","SF/60","SA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","PENT/60","PEND/60","Sh%","Sv%","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","PDO","xPDO","dPDO"
"Andreas Johnsson","March 25, 2018 - March 25, 2018","TOR","L","2","10.83","11.07","9.06","2.01","54.99","61.33","50.19","11.21","8.18","3.03","57.81","62.11","45.32","8.32","5.34","2.98","60.91","46.09","29.58","--","1.87","-1.87","--","--","10.36","0.86","0.56","0.3","60.56","4.76","3.1","--","--","--","--","--","--","64.98","--","77.14","7.67","93.15","-7.67","-16.01","64.98","100.83","-35.84"
"Auston Matthews","March 25, 2018 - March 25, 2018","TOR","C","2","15.9","19.22","14.3","4.92","57.34","72.53","53.96","13.66","9.56","4.1","58.83","51.55","36.08","8.11","9.61","-1.5","45.77","30.6","36.26","--","1.09","-1.09","--","--","4.11","1.35","0.94","0.41","58.95","5.09","3.55","--","--","--","--","--","--","88.66","--","88.6","9.88","90.17","-9.88","-1.57","88.66","100.05","-11.39"
"Connor Brown","March 25, 2018 - March 25, 2018","TOR","R","2","13.1","18.01","8.94","9.07","66.83","82.49","40.95","13.84","8.07","5.77","63.17","63.39","36.96","7.98","7.49","0.49","51.58","36.55","34.31","--","--","--","--","--","--","0.93","0.74","0.19","55.69","4.26","3.39","--","--","--","--","--","--","100","--","100","6.72","90.83","-6.72","9.17","100","97.55","2.45"
"Jake Gardiner","March 25, 2018 - March 25, 2018","TOR","D","2","22.88","24.7","12.32","12.38","66.72","64.77","32.31","20.74","10.73","10.01","65.9","54.39","28.14","12.43","9.17","3.26","57.55","32.6","24.05","--","2.07","-2.07","--","--","5.43","1.74","0.82","0.92","67.97","4.56","2.15","--","--","--","--","--","--","77.43","--","80.71","8.39","92.36","-8.39","-11.65","77.43","100.75","-23.32"
"James Van Riemsdyk","March 25, 2018 - March 25, 2018","TOR","L","2","13.87","19.88","7.95","11.93","71.43","86","34.39","14.79","7.08","7.71","67.63","63.98","30.63","8.93","6.51","2.42","57.84","38.63","28.16","--","--","--","--","--","--","1.13","0.71","0.42","61.41","4.89","3.07","--","--","--","--","--","--","100","--","100","7.64","89.97","-7.64","10.03","100","97.61","2.39"
"Kasperi Kapanen","March 25, 2018 - March 25, 2018","TOR","R","1","11.37","11.07","9.06","2.01","54.99","58.42","47.81","11.21","8.18","3.03","57.81","59.16","43.17","8.32","5.34","2.98","60.91","43.91","28.18","--","1.87","-1.87","--","--","9.87","0.86","0.56","0.3","60.56","4.54","2.96","--","--","--","--","--","--","64.98","--","77.14","7.67","93.15","-7.67","-16.01","64.98","100.83","-35.84"
"Mitch Marner","March 25, 2018 - March 25, 2018","TOR","C","1","17.33","14.78","6.58","8.2","69.19","51.17","22.78","10.78","4.87","5.91","68.88","37.32","16.86","5.19","2.98","2.21","63.53","17.97","10.32","1.09","--","1.09","100","3.77","--","0.61","0.19","0.42","76.25","2.11","0.66","--","1","1","--","3.46","21","100","10.11","100","5.66","96.1","4.45","3.9","121","101.76","19.24"
"Morgan Rielly","March 25, 2018 - March 25, 2018","TOR","D","2","18.57","20.11","14.88","5.23","57.47","64.98","48.08","15.84","10.97","4.87","59.08","51.18","35.44","9.87","8.14","1.73","54.8","31.89","26.3","1.09","--","1.09","100","3.52","--","1.28","0.78","0.5","62.14","4.14","2.52","--","1","1","--","3.23","11.04","100","6.88","100","8.08","92.89","-1.2","7.11","111.04","100.97","10.07"
"Nazem Kadri","March 25, 2018 - March 25, 2018","TOR","C","1","15.87","17.65","4.75","12.9","78.79","66.73","17.96","12.73","3.89","8.84","76.59","48.13","14.71","6.15","1.99","4.16","75.55","23.25","7.52","1.09","--","1.09","100","4.12","--","0.71","0.12","0.59","85.54","2.68","0.45","--","1","1","--","3.78","17.72","100","8.56","100","5.58","96.92","2.99","3.08","117.72","102.49","15.23"
"Nikita Zaitsev","March 25, 2018 - March 25, 2018","TOR","D","2","19.28","19.91","10.5","9.41","65.47","61.96","32.68","16.25","9.75","6.5","62.5","50.57","30.34","7.89","8.19","-0.3","49.07","24.55","25.49","--","2.07","-2.07","--","--","6.44","1.57","0.75","0.82","67.67","4.89","2.33","--","--","--","--","--","--","74.73","--","78.77","9.66","92.31","-9.66","-13.54","74.73","101.97","-27.24"
"Patrick Marleau","March 25, 2018 - March 25, 2018","TOR","C","2","15.35","14.78","6.58","8.2","69.19","57.77","25.72","10.78","4.87","5.91","68.88","42.14","19.04","5.19","2.98","2.21","63.53","20.29","11.65","1.09","--","1.09","100","4.26","--","0.61","0.19","0.42","76.25","2.38","0.74","--","1","1","--","3.91","21","100","10.11","100","5.66","96.1","4.45","3.9","121","101.76","19.24"
"Roman Polak","March 25, 2018 - March 25, 2018","TOR","D","1","17.07","22.22","11.68","10.54","65.55","78.1","41.05","16.32","8.97","7.35","64.53","57.36","31.53","10.75","8.11","2.64","57","37.79","28.51","--","0.89","-0.89","--","--","3.13","1.03","0.82","0.21","55.68","3.62","2.88","--","--","--","--","--","--","89.03","--","90.08","6.31","90.86","-6.31","-0.78","89.03","97.17","-8.14"
"Ron Hainsey","March 25, 2018 - March 25, 2018","TOR","D","1","17.97","18.72","16.85","1.87","52.63","62.5","56.26","16.43","11.95","4.48","57.89","54.86","39.9","10.42","9.12","1.3","53.33","34.79","30.45","1.09","--","1.09","100","3.64","--","1.28","0.84","0.44","60.38","4.27","2.8","--","1","1","--","3.34","10.46","100","6.63","100","7.79","92.97","-1.16","7.03","110.46","100.76","9.7"
"Tomas Plekanec","March 25, 2018 - March 25, 2018","TOR","C","1","11.63","10.1","9.06","1.04","52.71","52.11","46.74","10.23","8.18","2.05","55.57","52.78","42.2","8.32","5.34","2.98","60.91","42.92","27.55","--","1.87","-1.87","--","--","9.65","0.85","0.56","0.29","60.28","4.39","2.89","--","--","--","--","--","--","64.98","--","77.14","8.31","93.15","-8.31","-16.01","64.98","101.46","-36.48"
"Travis Dermott","March 25, 2018 - March 25, 2018","TOR","D","1","17.5","24.25","9.82","14.43","71.18","83.14","33.67","15.31","8.97","6.34","63.06","52.49","30.75","9.73","8.11","1.62","54.54","33.36","27.81","--","0.89","-0.89","--","--","3.05","1","0.82","0.18","54.95","3.43","2.81","--","--","--","--","--","--","89.03","--","90.08","6.53","90.86","-6.53","-0.78","89.03","97.39","-8.36"
"Tyler Bozak","March 25, 2018 - March 25, 2018","TOR","C","2","14.37","18.66","9.9","8.76","65.34","77.91","41.34","14.54","9.05","5.49","61.64","60.71","37.79","8.7","8.48","0.22","50.64","36.33","35.41","--","--","--","--","--","--","1.08","0.8","0.28","57.45","4.51","3.34","--","--","--","--","--","--","100","--","100","7.43","91.16","-7.43","8.84","100","98.59","1.41"
"William Nylander","March 25, 2018 - March 25, 2018","TOR","C","2","14.53","19.22","14.43","4.79","57.12","79.37","59.59","13.66","10.55","3.11","56.42","56.41","43.57","8.11","10.6","-2.49","43.35","33.49","43.77","--","1.09","-1.09","--","--","4.5","1.35","0.96","0.39","58.44","5.57","3.96","--","--","--","--","--","--","89.72","--","89.67","9.88","90.9","-9.88","-1.23","89.72","100.78","-11.07"
"Zach Hyman","March 25, 2018 - March 25, 2018","TOR","C","1","15.75","20.42","13.45","6.97","60.29","77.79","51.24","13.9","9.56","4.34","59.25","52.95","36.42","8.33","9.61","-1.28","46.43","31.73","36.61","--","1.09","-1.09","--","--","4.15","1.51","0.94","0.57","61.63","5.75","3.58","--","--","--","--","--","--","88.66","--","88.6","10.86","90.17","-10.86","-1.57","88.66","101.03","-12.37"
