"Player","Date","Team","Position","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","FF","FA","F+/-","FF%","FF/60","FA/60","SF","SA","S+/-","SF%","SF/60","SA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","PENT/60","PEND/60","Sh%","Sv%","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","PDO","xPDO","dPDO"
"Andreas Johnsson","March 16, 2018 - March 16, 2018","TOR","L","1","12.13","20.5","6.74","13.76","75.26","101.4","33.34","17.61","3.58","14.03","83.11","87.11","17.71","11.72","3.65","8.07","76.25","57.97","18.05","1.03","--","1.03","100","5.09","--","0.9","0.11","0.79","89.11","4.45","0.54","--","--","--","--","--","8.79","100","5.85","100","5.11","96.93","0.74","3.07","108.79","102.04","6.75"
"Connor Brown","March 16, 2018 - March 16, 2018","TOR","R","2","13.25","12.18","12.27","-0.09","49.82","55.15","55.56","7.87","7.43","0.44","51.44","35.64","33.65","5.79","4.98","0.81","53.76","26.22","22.55","--","--","--","--","--","--","0.34","0.49","-0.15","40.96","1.54","2.22","--","2","2","--","9.06","--","100","--","100","4.32","93.41","-4.32","6.59","100","97.73","2.27"
"Connor Carrick","March 16, 2018 - March 16, 2018","TOR","D","2","16.5","21.34","11.13","10.21","65.72","77.6","40.47","17.37","7.21","10.16","70.67","63.16","26.22","13.34","7.27","6.07","64.73","48.51","26.44","1.88","--","1.88","100","6.84","--","0.85","0.25","0.6","77.27","3.09","0.91","--","--","--","--","--","14.09","100","10.82","100","4.89","96.53","5.93","3.47","114.09","101.43","12.67"
"Dominic Moore","March 16, 2018 - March 16, 2018","TOR","C","2","11.62","18.41","10.43","7.98","63.83","95.06","53.86","14.09","7.99","6.1","63.81","72.75","41.26","10.76","7.07","3.69","60.35","55.56","36.51","0.85","--","0.85","100","4.39","--","0.53","1.07","-0.54","33.12","2.74","5.52","--","1","1","--","5.16","7.9","100","6.03","100","3.76","86.61","2.27","13.39","107.9","90.37","17.53"
"Jake Gardiner","March 16, 2018 - March 16, 2018","TOR","D","2","19.7","21.08","21.73","-0.65","49.24","64.2","66.18","14.21","16.36","-2.15","46.48","43.28","49.83","8.91","13.97","-5.06","38.94","27.14","42.55","--","--","--","--","--","--","0.57","1.81","-1.24","23.95","1.74","5.51","--","1","1","--","3.05","--","100","--","100","4.01","88.94","-4.01","11.06","100","92.95","7.05"
"James Van Riemsdyk","March 16, 2018 - March 16, 2018","TOR","L","3","13.42","11.1","12.27","-1.17","47.5","49.63","54.86","6.81","7.43","-0.62","47.82","30.45","33.22","4.73","4.98","-0.25","48.71","21.15","22.27","--","--","--","--","--","--","0.33","0.49","-0.16","40.24","1.48","2.19","--","2","2","--","8.94","--","100","--","100","4.85","93.41","-4.85","6.59","100","98.25","1.75"
"Kasperi Kapanen","March 16, 2018 - March 16, 2018","TOR","R","2","12.3","15.77","9.5","6.27","62.41","76.93","46.34","11.67","8.01","3.66","59.3","56.93","39.07","9.57","7.09","2.48","57.44","46.68","34.59","0.85","--","0.85","100","4.15","--","0.45","0.79","-0.34","36.29","2.2","3.85","--","--","--","--","--","8.88","100","7.28","100","3.86","90.14","3.43","9.86","108.88","93.99","14.89"
"Mitch Marner","March 16, 2018 - March 16, 2018","TOR","C","3","14.23","21.5","12.96","8.54","62.39","90.65","54.65","18.94","10.19","8.75","65.02","79.86","42.97","12.52","7.72","4.8","61.86","52.79","32.55","--","--","--","--","--","--","1.15","0.46","0.69","71.43","4.85","1.94","--","1","1","--","4.22","--","100","--","100","6.07","95.49","-6.07","4.51","100","101.56","-1.56"
"Morgan Rielly","March 16, 2018 - March 16, 2018","TOR","D","3","17.5","28.32","14.05","14.27","66.84","97.1","48.17","24.04","10.22","13.82","70.17","82.42","35.04","18.11","6.83","11.28","72.61","62.09","23.42","--","--","--","--","--","--","1.41","0.42","0.99","77.05","4.83","1.44","--","2","2","--","6.86","--","100","--","100","5.87","95.89","-5.87","4.11","100","101.76","-1.76"
"Nazem Kadri","March 16, 2018 - March 16, 2018","TOR","C","3","14.37","23.92","14.97","8.95","61.51","99.87","62.51","18.94","12.26","6.68","60.71","79.08","51.19","12.52","9.8","2.72","56.09","52.28","40.92","--","--","--","--","--","--","1.15","0.89","0.26","56.37","4.8","3.72","--","1","1","--","4.18","--","100","--","100","6.07","92.74","-6.07","7.26","100","98.81","1.19"
"Patrick Marleau","March 16, 2018 - March 16, 2018","TOR","C","3","14.17","20.15","13.51","6.64","59.86","85.32","57.21","17.58","10.76","6.82","62.03","74.44","45.56","12.39","8.3","4.09","59.88","52.46","35.14","--","--","--","--","--","--","1.09","0.7","0.39","60.89","4.62","2.96","--","--","--","--","--","--","100","--","100","6.2","93.49","-6.2","6.51","100","99.69","0.31"
"Roman Polak","March 16, 2018 - March 16, 2018","TOR","D","2","19.52","19.13","14.37","4.76","57.1","58.8","44.17","14.26","7.48","6.78","65.59","43.83","22.99","8.16","5.06","3.1","61.72","25.08","15.55","--","--","--","--","--","--","0.57","0.54","0.03","51.35","1.75","1.66","--","1","1","--","3.07","--","100","--","100","4","92.78","-4","7.22","100","96.78","3.22"
"Ron Hainsey","March 16, 2018 - March 16, 2018","TOR","D","2","19.67","30.86","21.26","9.6","59.21","94.13","64.85","24.51","16.98","7.53","59.07","74.76","51.79","17.35","13.58","3.77","56.09","52.92","41.42","--","--","--","--","--","--","1.42","1.63","-0.21","46.56","4.33","4.97","--","2","2","--","6.1","--","100","--","100","5.79","90.4","-5.79","9.6","100","96.19","3.81"
"Tomas Plekanec","March 16, 2018 - March 16, 2018","TOR","C","1","12.87","16.67","12.02","4.65","58.1","77.72","56.04","12.46","8.12","4.34","60.54","58.09","37.86","9.57","7.2","2.37","57.07","44.62","33.57","0.85","--","0.85","100","3.96","--","0.47","0.9","-0.43","34.31","2.19","4.2","--","--","--","--","--","8.88","100","6.82","100","3.77","88.92","3.05","11.08","108.88","92.69","16.19"
"Travis Dermott","March 16, 2018 - March 16, 2018","TOR","D","2","16.95","23.36","9.41","13.95","71.28","82.69","33.31","19.37","6.33","13.04","75.37","68.57","22.41","13.34","6.39","6.95","67.61","47.22","22.62","1.88","--","1.88","100","6.65","--","0.9","0.22","0.68","80.36","3.19","0.78","--","--","--","--","--","14.09","100","9.71","100","4.65","96.52","5.06","3.48","114.09","101.17","12.92"
"Tyler Bozak","March 16, 2018 - March 16, 2018","TOR","C","2","14.55","12.18","12.24","-0.06","49.88","50.23","50.47","7.87","8.34","-0.47","48.55","32.45","34.39","5.79","5.89","-0.1","49.57","23.88","24.29","--","--","--","--","--","--","0.34","0.53","-0.19","39.08","1.4","2.19","--","2","2","--","8.25","--","100","--","100","4.32","93.65","-4.32","6.35","100","97.97","2.03"
"William Nylander","March 16, 2018 - March 16, 2018","TOR","C","2","14.77","21.27","7.27","14","74.53","86.4","29.53","18.4","3.58","14.82","83.71","74.75","14.54","11.72","3.65","8.07","76.25","47.61","14.83","1.03","--","1.03","100","4.18","--","0.92","0.11","0.81","89.32","3.74","0.45","--","--","--","--","--","8.79","100","5.6","100","5","96.93","0.6","3.07","108.79","101.93","6.86"
"Zach Hyman","March 16, 2018 - March 16, 2018","TOR","C","2","15.33","21.27","11.99","9.28","63.95","83.25","46.93","18.4","7.39","11.01","71.35","72.02","28.92","11.72","7.46","4.26","61.11","45.87","29.2","1.03","--","1.03","100","4.03","--","0.92","0.46","0.46","66.67","3.6","1.8","--","--","--","--","--","8.79","100","5.6","100","5","93.78","0.6","6.22","108.79","98.78","10.01"
